file,L,status,first_cell,a_median,rr_median,velocity,n
comoving_defrutos_M1676_h0.00749783_k5.npz,40.00844486767336,clean,148,0.0872770633147604,0.0009958189827703,1.7969681937182065,60
domaincheck/comoving_defrutos_M1676_h0.00749783_k5.npz,32.00075762654233,clean,148,0.0872850787784183,0.0009960012534537,1.797132079692683,60
