ratio,epsilon,cell,time,hp_ahead_max,hp_edge
1.2,0.2291664,0,0.0,0.0014870348842426439,0.0026995429392466025
1.2,0.2291664,5,0.1,0.0011830303545257363,0.0009728351526615885
1.2,0.2291664,10,0.2,0.0014362021206688028,0.0012305799715645993
1.2,0.2291664,15,0.3,0.0014463811498631027,0.0012598419023751172
1.2,0.2291664,20,0.4,0.0009063187008363988,0.0005908708341916239
1.2,0.2291664,25,0.5,0.0013533681225939924,0.0007599340561883023
1.2,0.2291664,30,0.6,0.0005157599891880311,0.0008832517659523257
1.2,0.2291664,35,0.7000000000000001,0.0006193431052216215,0.0007852574548757005
1.2,0.2291664,40,0.8,0.0008655563336362439,0.0003100245039588371
1.2,0.2291664,45,0.9,0.0005749998882531822,0.0007576237932603323
1.2,0.2291664,50,1.0,0.0004580314149604505,0.000399595925797007
1.2,0.2291664,55,1.1,0.0007174629929719659,0.00026996226232403294
1.2,0.2291664,60,1.2,0.00030451546846993634,0.0005027719718362094
1.2,0.2291664,65,1.3,0.0004373541988871365,0.0004476729538172529
1.2,0.2291664,70,1.4000000000000001,0.0005056193685360252,0.0006429810622583324
1.2,0.2291664,75,1.5,0.0002598294006010736,0.00025430092617779467
1.2,0.2291664,80,1.6,0.0003419054265060173,0.00035570264992509844
1.2,0.2291664,85,1.7,0.00042185620088254174,0.00030496196260497237
1.2,0.2291664,90,1.8,0.00031510160367827954,0.00030946923349303083
1.2,0.2291664,95,1.9000000000000001,0.0002552175469338045,0.0002563551664810329
1.2,0.2291664,100,2.0,0.0003511917310438461,0.00040667903791644924
1.2,0.2291664,105,2.1,0.0003686037123418408,0.00041272872570578676
1.2,0.2291664,110,2.2,0.0001800248482469604,0.00023887497759591964
1.2,0.2291664,115,2.3000000000000003,0.00032309580585261833,0.00030434679621157913
1.2,0.2291664,120,2.4,0.00030278390348702114,0.00025341894414480514
1.2,0.2291664,125,2.5,0.00024410514184927164,0.0002337004120421337
1.2,0.2291664,130,2.6,0.00018613931583294616,0.00024146239243971816
1.2,0.2291664,135,2.7,0.00032224813855145186,0.0003158815923134989
1.2,0.2291664,140,2.8000000000000003,0.0003128609563369644,0.0003356339929762794
1.2,0.2291664,145,2.9,0.000149908966080827,0.00024564086002559733
1.2,0.2291664,150,3.0,0.0002548464850253467,0.0002719271331025294
1.2,0.2291664,155,3.1,0.00028323055102502296,0.00023876989199708799
1.2,0.2291664,160,3.2,0.00022018164994157851,0.0002247522055415388
1.2,0.2291664,165,3.3000000000000003,0.0002073282839860047,0.00023188692199212012
1.2,0.2291664,170,3.4,0.00030270692629673547,0.00027419924554799153
1.2,0.2291664,175,3.5,0.0002740827778756794,0.0002705034361703785
1.2,0.2291664,180,3.6,0.00018397231997139735,0.000244676524601649
1.2,0.2291664,185,3.7,0.0002208420786629455,0.0002547633459020766
1.2,0.2291664,190,3.8000000000000003,0.00025862398844624676,0.0002294279500431734
1.2,0.2291664,195,3.9,0.0002091973378977598,0.00020877150108287513
1.2,0.2291664,200,4.0,0.0002693406711130124,0.00021921716229424457
1.2,0.2291664,205,4.1,0.0002448927144733479,0.00027262804123685764
1.2,0.2291664,210,4.2,0.0002797171888554281,0.0002225189508532547
1.2,0.2291664,215,4.3,0.00016342247809487246,0.00024401983893775162
1.2,0.2291664,220,4.4,0.00023245344538870517,0.00024357867228470693
1.2,0.2291664,225,4.5,0.00027969963204839014,0.00022754637307400766
1.2,0.2291664,230,4.6000000000000005,0.00021253447761703282,0.00022699299467306174
1.2,0.2291664,235,4.7,0.00022994690437057322,0.00022601193923928688
1.2,0.2291664,240,4.8,0.0002624473078117021,0.0002403726825627129
1.2,0.2291664,245,4.9,0.00023701177967180067,0.00022497554235325164
1.2,0.2291664,250,5.0,0.00020459006546020138,0.0002378534434357154
1.2,0.2291664,255,5.1000000000000005,0.000248575830008435,0.00023636055999532666
1.2,0.2291664,260,5.2,0.0002441955121425228,0.000226789796397216
1.2,0.2291664,265,5.3,0.00021870052403426927,0.0002280796069458074
1.2,0.2291664,270,5.4,0.0002430377923442816,0.00022535768765483667
1.2,0.2291664,275,5.5,0.000256938514109994,0.0002216154777240316
1.2,0.2291664,280,5.6000000000000005,0.00022821815760202697,0.00022792924724690465
1.2,0.2291664,285,5.7,0.00021539104345352485,0.00023654474539169148
1.2,0.2291664,290,5.8,0.00024097144463796044,0.0002327323034268228
1.2,0.2291664,295,5.9,0.00023902892608867213,0.00022759205543068162
1.2,0.2291664,300,6.0,0.0002262691270519336,0.0002280775126623766
