ratio,epsilon,cell,time,hp_ahead_max,hp_edge
1.05,0.20052060000000002,0,0.0,0.0014870348842426439,0.0026995429392466025
1.05,0.20052060000000002,5,0.1,0.0012018482096009704,0.001006561684280108
1.05,0.20052060000000002,10,0.2,0.0014766726761164738,0.0013463976463269792
1.05,0.20052060000000002,15,0.3,0.0016630777342245702,0.0015618093748899155
1.05,0.20052060000000002,20,0.4,0.000942825182276204,0.000732994308423128
1.05,0.20052060000000002,25,0.5,0.0015562786064537684,0.0008616835123503182
1.05,0.20052060000000002,30,0.6,0.0007753791130812115,0.0011951363839444787
1.05,0.20052060000000002,35,0.7000000000000001,0.0007109162030957504,0.0007566597832062217
1.05,0.20052060000000002,40,0.8,0.0011356662621341419,0.00034203206524908866
1.05,0.20052060000000002,45,0.9,0.0008907049846207731,0.0012509307071949885
1.05,0.20052060000000002,50,1.0,0.0006198256202482478,0.0004944586601643555
1.05,0.20052060000000002,55,1.1,0.0010450787884698299,0.0002453673712961473
1.05,0.20052060000000002,60,1.2,0.0004533218065538394,0.0009296365191037572
1.05,0.20052060000000002,65,1.3,0.0005230876258878527,0.0005992187084387685
1.05,0.20052060000000002,70,1.4000000000000001,0.0008617406917308421,0.0008565679591418117
1.05,0.20052060000000002,75,1.5,0.00036344368480481287,0.0003359737818302137
1.05,0.20052060000000002,80,1.6,0.000565116973076836,0.0006423458060629907
1.05,0.20052060000000002,85,1.7,0.0008560325982892971,0.0004922377583976314
1.05,0.20052060000000002,90,1.8,0.00048004679098041493,0.0005592907377036404
1.05,0.20052060000000002,95,1.9000000000000001,0.000299078691425351,0.0005188722015993844
1.05,0.20052060000000002,100,2.0,0.0005200630273202082,0.0007521063267068946
1.05,0.20052060000000002,105,2.1,0.0005860842975421426,0.00039453251428668925
1.05,0.20052060000000002,110,2.2,0.00030917417124226647,0.00026679272425656874
1.05,0.20052060000000002,115,2.3000000000000003,0.0007680139171252254,0.0006510155825957431
1.05,0.20052060000000002,120,2.4,0.0005808960546662778,0.0002630707992559106
1.05,0.20052060000000002,125,2.5,0.00044333033157763067,0.00041627928248273314
1.05,0.20052060000000002,130,2.6,0.00036302993466840827,0.0006366479752105386
1.05,0.20052060000000002,135,2.7,0.00045960302805754516,0.0005132458063818294
1.05,0.20052060000000002,140,2.8000000000000003,0.0005137953935384064,0.00033546186148818505
1.05,0.20052060000000002,145,2.9,0.0002767338056702475,0.0003618312652556042
1.05,0.20052060000000002,150,3.0,0.0006515793961241012,0.0004437286274052755
1.05,0.20052060000000002,155,3.1,0.0005669532778446364,0.00024029350073430963
1.05,0.20052060000000002,160,3.2,0.000286730728919089,0.0005291322339193886
1.05,0.20052060000000002,165,3.3000000000000003,0.00028259791136298095,0.0005471161875295961
1.05,0.20052060000000002,170,3.4,0.00048607613127466117,0.0004649612898345311
1.05,0.20052060000000002,175,3.5,0.00032682510420831536,0.00020176508290642656
1.05,0.20052060000000002,180,3.6,0.0003247301187947368,0.0003482464119888776
1.05,0.20052060000000002,185,3.7,0.000658415959960606,0.0003856579639769388
1.05,0.20052060000000002,190,3.8000000000000003,0.0004101579759023207,0.00019237846546092595
1.05,0.20052060000000002,195,3.9,0.0002602029747638639,0.0004981014557874051
1.05,0.20052060000000002,200,4.0,0.0003143097543318652,0.000513377255896024
1.05,0.20052060000000002,205,4.1,0.00043257946590115933,0.00036490871589728616
1.05,0.20052060000000002,210,4.2,0.0002459023096494128,0.00022394129369722004
1.05,0.20052060000000002,215,4.3,0.00042614927222311033,0.0003748192663110973
1.05,0.20052060000000002,220,4.4,0.0005720601428949097,0.0002891889167111811
1.05,0.20052060000000002,225,4.5,0.0003441500098185843,0.000265936319291322
1.05,0.20052060000000002,230,4.6000000000000005,0.00025698852200397996,0.0005303755757086086
1.05,0.20052060000000002,235,4.7,0.00027930970430783286,0.00046258090062308206
1.05,0.20052060000000002,240,4.8,0.00036434670984705937,0.0002684088215971811
1.05,0.20052060000000002,245,4.9,0.0001936064333793675,0.0002534765125850132
1.05,0.20052060000000002,250,5.0,0.00045544817034009794,0.00033000446323776776
1.05,0.20052060000000002,255,5.1000000000000005,0.0005088875712140685,0.0002598986340197286
1.05,0.20052060000000002,260,5.2,0.00026806068279054045,0.00035132455598454613
1.05,0.20052060000000002,265,5.3,0.00026636337482127383,0.0005039373282095607
1.05,0.20052060000000002,270,5.4,0.0002889137743613655,0.0004050661092736823
1.05,0.20052060000000002,275,5.5,0.0002674155928337252,0.0001950108535575902
1.05,0.20052060000000002,280,5.6000000000000005,0.00020777378440294477,0.0002645291056858621
1.05,0.20052060000000002,285,5.7,0.00046962153009893386,0.00029957820830383696
1.05,0.20052060000000002,290,5.8,0.00042413928105655756,0.00023008102044419187
1.05,0.20052060000000002,295,5.9,0.0002736686146007789,0.0003894772126587092
1.05,0.20052060000000002,300,6.0,0.0002716384837436237,0.0004775522685638783
