time,X_cells_unwrapped,A_over_h2,relL2
0.0,400.0,0.1,0.0
0.01,401.9670831629654,0.10006289227277787,0.05537760943669568
0.02,403.9505729589332,0.10018885871750963,0.10580263428459089
0.03,405.9637655501936,0.10025708920890496,0.14817051408769374
0.04,408.00994556595595,0.1002243656666082,0.18159152993424635
0.05,410.0831104855783,0.10012717080554714,0.2071264630573634
0.06,412.17530276931456,0.10000773348253486,0.22650738616238716
0.07,414.28032013628587,0.09989014407032906,0.24129559904252512
0.08,416.3939933664795,0.0997846318264058,0.2526724965036116
0.09,418.51360443597804,0.09969419242961165,0.2614938689280789
0.1,420.6373669689558,0.09961857199857416,0.2683811807999026
0.11,422.76408092643385,0.09955627564609155,0.2737923747096446
0.12,424.8929246586083,0.09950543806021137,0.27806747580513036
0.13,427.02332574470194,0.09946420887130657,0.2814610656713075
0.14,429.1548789250419,0.09943091304681073,0.2841655815670002
0.15,431.28729310686253,0.09940410271817082,0.28632807419726025
0.16,433.42035651350506,0.09938255879479771,0.28800897328002595
0.17,435.5539131535751,0.09936527274288998,0.2892465100897903
0.18,437.6878469877524,0.09935141845698076,0.2900322585584453
0.19,439.8220709465943,0.09934032377813276,0.29003647238549246
0.2,441.9565191874137,0.09933144445274754,0.28984000480650074
0.21,444.09114157250036,0.09932434133258307,0.2899253160370413
0.22,446.2258996834569,0.09931866098086954,0.2901231614827244
0.23,448.3607639370648,0.09931411945914026,0.28996531585266716
0.24,450.4957114415929,0.09931048903475566,0.2891336754059576
0.25,452.63072440342023,0.099307587236074,0.2876330965516805
0.26,454.7657889386539,0.09930526797220011,0.28363899133499193
0.27,456.90089419462413,0.09930341435001964,0.2820630988540778
0.28,459.0360316585509,0.09930193287990223,0.28094632753802545
0.29,461.1711946248674,0.09930074881558873,0.2802628593082775
0.3,463.30637781477674,0.09929980241208557,0.2798860014570418
0.31,465.4415770668331,0.09929904592321999,0.2796492622643113
0.32,467.57678908097057,0.09929844119700984,0.2793852673567825
0.33,469.71201124185734,0.09929795774968239,0.2780655469596621
