time,X_cells_unwrapped,A_over_h2,relL2
0.0,400.0,0.1,0.0
0.01,401.219341459358,0.10003825440754882,0.011183275553253541
0.02,402.43998466260047,0.10014201823005273,0.021880472063491616
0.03,403.66333344575514,0.10028404485597593,0.03166929302645731
0.04,404.8906855880841,0.10043351467243443,0.040252504909119934
0.05,406.1228372714034,0.10056731893638161,0.04747266432288081
0.06,407.3598313780422,0.10067461106899264,0.05330059272274174
0.07,408.6010762654917,0.10075454805915392,0.05782701288670015
0.08,409.8457108702833,0.10081137201464303,0.06122870304334185
0.09,411.0928553156033,0.10085061441896948,0.0637185465935807
0.1,412.34178354992554,0.10087724222017265,0.06550403967335146
0.11,413.5919444579093,0.10089511379913448,0.06676446969858238
0.12,414.8429423444852,0.10090702333644139,0.06764363991995316
0.13,416.09450221003414,0.10091492080526854,0.06825141646147372
0.14,417.34643658965285,0.10092013894136487,0.06866896850642407
0.15,418.5986192446592,0.10092357723684342,0.06895482680155686
0.16,419.850965855677,0.10092583785171876,0.06915043471960568
0.17,421.10342042656526,0.10092732157003723,0.06928470369352545
0.18,422.355945926826,0.10092829400457609,0.06937758826184605
0.19,423.60851794577843,0.10092893060480183,0.06944271718859889
0.2,424.8611204313351,0.10092934695913919,0.06948930605878058
0.21,426.1137428483029,0.10092961905719228,0.06952358185057853
0.22,427.3663782929245,0.10092979676921708,0.0695497199063828
0.23,428.61902224669643,0.10092991277759165,0.0695704514404016
0.24,429.87167175516936,0.10092998847587903,0.06958697009419433
0.25,431.1243248880753,0.10093003785489073,0.06959829903298545
0.26,432.3769803850775,0.10093007005721875,0.06959845622235526
0.27,433.62963742367117,0.10093009105359077,0.06957882074796193
0.28,434.882295467297,0.10093010474135898,0.06951868735547555
0.29,436.1349541660379,0.1009301136634848,0.06951485334062465
0.3,437.38761329174946,0.10093011947867221,0.06944795432535794
0.31,438.640272695713,0.10093012326857319,0.06917227740467946
0.32,439.8929322809992,0.10093012573841544,0.06701019785162235
0.33,441.1455919844374,0.1009301273479349,0.06532711494146821
0.34,442.3982517648604,0.10093012839678428,0.0633297209256775
0.35000000000000003,443.65091159544465,0.10093012908025335,0.061193351496271135
0.36,444.9035714587139,0.10093012952562166,0.056571884612374654
0.37,446.1562313432795,0.10093012981584197,0.0550890036685825
0.38,447.4088912417195,0.10093013000496322,0.053942387369685985
0.39,448.66155114919957,0.10093013012819715,0.05310131715134205
0.4,449.9142110625714,0.10093013020849725,0.051992537081656354
0.41000000000000003,451.1668709797821,0.10093013026082824,0.05177458222533741
0.42,452.41953089949254,0.10093013029493315,0.05163725626895408
0.43,453.6721908208318,0.10093013031715306,0.05155238158637394
0.44,454.92485074323395,0.10093013033162868,0.051460449937720636
0.45,456.1775106663283,0.10093013034106585,0.05144574602348188
0.46,457.43017058987215,0.10093013034721866,0.05143712518193603
0.47000000000000003,458.6828305137089,0.10093013035122296,0.05143210351084976
0.48,459.93549043773794,0.10093013035382847,0.051427007832006384
0.49,461.18815036189187,0.1009301303555304,0.05142625964716083
0.5,462.44081028612544,0.10093013035664206,0.051425832831855006
0.51,463.6934702104111,0.10093013035736098,0.05142559002923876
0.52,464.946130134732,0.10093013035782578,0.05142535002037418
0.53,466.1987900590753,0.10093013035813295,0.05142531642064412
0.54,467.4514499834315,0.10093013035833537,0.05142529751904937
0.55,468.70410990779624,0.10093013035846171,0.05142528690305778
0.56,469.9567698321679,0.10093013035854077,0.05142527655031519
0.5700000000000001,471.2094297565433,0.10093013035859695,0.05142527515160902
0.58,472.46208968091946,0.10093013035863563,0.05142527437206829
0.59,473.71474960529633,0.10093013035865529,0.05142527393830439
0.6,474.96740952967497,0.10093013035866549,0.051425273518255654
0.61,476.22006945405394,0.10093013035867722,0.051425273463658834
0.62,477.4727293784314,0.10093013035868692,0.05142527343345368
0.63,478.7253893028082,0.10093013035868795,0.0514252734169541
0.64,479.9780492271858,0.10093013035868664,0.0514252734009582
0.65,481.230709151563,0.10093013035869143,0.051425273398978046
0.66,482.4833690759383,0.10093013035869663,0.05142527339784269
0.67,483.7360290003127,0.1009301303586949,0.05142527339737707
0.68,484.98868892468784,0.10093013035869257,0.051425273396916764
0.6900000000000001,486.2413488490624,0.10093013035869708,0.05142527339677211
0.7000000000000001,487.4940087734349,0.10093013035870203,0.05142527339663322
0.71,488.7466686978068,0.10093013035870028,0.05142527339670115
0.72,489.9993286221793,0.10093013035869862,0.051425273396764025
0.73,491.2519885465512,0.10093013035870377,0.051425273396638424
0.74,492.50464847092115,0.10093013035870892,0.051425273396510665
0.75,493.7573083952906,0.10093013035870746,0.051425273396578944
0.76,495.00996831966074,0.10093013035870642,0.051425273396634996
0.77,496.2626282440303,0.10093013035871225,0.051425273396487114
0.78,497.515288168398,0.1009301303587176,0.05142527339635227
0.79,498.7679480927654,0.10093013035871633,0.0514252733964149
0.8,500.02060801713355,0.10093013035871586,0.05142527339645266
0.81,501.27326794150116,0.10093013035872218,0.05142527339628895
0.8200000000000001,502.5259278658671,0.10093013035872764,0.05142527339615264
0.8300000000000001,503.77858779023285,0.10093013035872636,0.05142527339621323
0.84,505.03124771459954,0.1009301303587264,0.05142527339623645
0.85,506.2839076389657,0.10093013035873309,0.0514252733960614
0.86,507.53656756333027,0.10093013035873846,0.05142527339592779
0.87,508.7892274876949,0.10093013035873723,0.05142527339598888
0.88,510.0418874120606,0.10093013035873764,0.05142527339600028
0.89,511.2945473364257,0.10093013035874465,0.05142527339581718
0.9,512.5472072607894,0.10093013035874977,0.051425273395689294
0.91,513.7998671851533,0.1009301303587484,0.05142527339575328
0.92,515.0525271095185,0.10093013035874912,0.05142527339575538
0.93,516.305187033883,0.10093013035875628,0.05142527339556737
0.9400000000000001,517.5578469582463,0.1009301303587611,0.051425273395447994
0.9500000000000001,518.81050688261,0.10093013035875951,0.051425273395516884
0.96,520.0631668069749,0.10093013035876046,0.051425273395511645
0.97,521.3158267313394,0.10093013035876762,0.051425273395321575
0.98,522.5684866557027,0.10093013035877205,0.05142527339521294
0.99,523.8211465800666,0.1009301303587702,0.05142527339528777
1.0,525.0738065044319,0.10093013035877127,0.05142527339527687
1.01,526.3264664287967,0.1009301303587784,0.051425273395087255
1.02,527.5791263531605,0.10093013035878232,0.05142527339499175
1.03,528.8317862775251,0.10093013035878017,0.051425273395074064
1.04,530.0844462018911,0.10093013035878129,0.05142527339505896
1.05,531.3371061262567,0.10093013035878824,0.05142527339487203
1.06,532.5897660506214,0.10093013035879154,0.05142527339479119
1.07,533.8424259749872,0.10093013035878905,0.05142527339488198
1.08,535.0950858993543,0.1009301303587902,0.05142527339486449
1.09,536.3477458237212,0.10093013035879687,0.05142527339468234
1.1,537.6004057480874,0.10093013035879955,0.05142527339461789
1.11,538.8530656724547,0.10093013035879658,0.05142527339471793
1.12,540.1057255968236,0.10093013035879767,0.051425273394698545
1.1300000000000001,541.3583855211921,0.10093013035880408,0.051425273394522804
1.1400000000000001,542.6110454455601,0.10093013035880607,0.05142527339447577
1.1500000000000001,543.8637053699296,0.1009301303588027,0.051425273394585164
1.16,545.1163652943005,0.10093013035880374,0.0514252733945651
1.17,546.3690252186713,0.10093013035880974,0.05142527339439767
1.18,547.6216851430415,0.10093013035881099,0.051425273394369496
1.19,548.8743450674134,0.1009301303588072,0.0514252733944887
1.2,550.1270049917869,0.10093013035880812,0.05142527339446874
1.21,551.3796649161601,0.10093013035881365,0.051425273394310786
1.22,552.6323248405331,0.10093013035881415,0.051425273394301495
1.23,553.8849847649077,0.10093013035880989,0.051425273394430315
1.24,555.1376446892839,0.10093013035881065,0.051425273394410755
1.25,556.3903046136599,0.10093013035881576,0.05142527339426345
1.26,557.6429645380357,0.10093013035881547,0.0514252733942739
1.27,558.8956244624133,0.10093013035881081,0.051425273394412066
1.28,560.1482843867923,0.10093013035881142,0.051425273394393387
1.29,561.400944311171,0.100930130358816,0.051425273394257204
1.3,562.6536042355497,0.10093013035881493,0.05142527339428703
1.31,563.9062641599302,0.10093013035880985,0.05142527339443377
1.32,565.1589240843119,0.10093013035881032,0.051425273394416056
1.33,566.4115840086934,0.10093013035881437,0.05142527339429193
1.34,567.6642439330747,0.10093013035881256,0.05142527339434089
1.35,568.9169038574578,0.10093013035880709,0.05142527339449568
1.36,570.1695637818422,0.10093013035880743,0.05142527339447856
1.37,571.422223706226,0.10093013035881096,0.05142527339436655
1.3800000000000001,572.6748836306098,0.10093013035880835,0.051425273394434354
1.3900000000000001,573.9275435549953,0.10093013035880258,0.05142527339459605
1.4000000000000001,575.1802034793818,0.1009301303588028,0.0514252733945793
1.41,576.4328634037677,0.10093013035880583,0.05142527339447924
1.42,577.6855233281534,0.10093013035880255,0.05142527339456492
1.43,578.9381832525407,0.10093013035879643,0.05142527339473203
1.44,580.1908431769291,0.10093013035879651,0.05142527339471528
1.45,581.4435031013165,0.10093013035879905,0.0514252733946272
1.46,582.6961630257039,0.10093013035879507,0.0514252733947298
1.47,583.9488229500927,0.10093013035878876,0.051425273394900675
1.48,585.2014828744823,0.10093013035878881,0.05142527339488276
1.49,586.4541427988709,0.10093013035879082,0.05142527339480633
1.5,587.7068027232593,0.10093013035878622,0.05142527339492396
