ratio,epsilon,cell,time,hp_ahead_max,hp_edge
0.95,0.18142339999999998,535,10.700000000000001,0.0036666651143764245,0.0017351260192556381
0.95,0.18142339999999998,540,10.8,0.0018109011064684937,0.0019839267388469064
0.95,0.18142339999999998,545,10.9,0.0032039896252745617,0.00401060097746696
0.95,0.18142339999999998,550,11.0,0.0043993365757034105,0.0025793911700084573
0.95,0.18142339999999998,555,11.1,0.002314200254751143,0.0011512282019427035
0.95,0.18142339999999998,560,11.200000000000001,0.002446067688299563,0.0041579995433457745
0.95,0.18142339999999998,565,11.3,0.004268168644336876,0.0038742139474323384
0.95,0.18142339999999998,570,11.4,0.0032364572500345272,0.0006452313161626784
0.95,0.18142339999999998,575,11.5,0.0020492818957319027,0.0032804165996977845
0.95,0.18142339999999998,580,11.6,0.004201669485485734,0.004256107952976004
0.95,0.18142339999999998,585,11.700000000000001,0.004387141562631618,0.001668681870140373
0.95,0.18142339999999998,590,11.8,0.0021536594895005144,0.002632169024670984
0.95,0.18142339999999998,595,11.9,0.0034957528110312478,0.0048476326786448184
0.95,0.18142339999999998,600,12.0,0.004714625663092171,0.003194373998327755
0.95,0.18142339999999998,605,12.1,0.002283686969712973,0.0010845135202635812
0.95,0.18142339999999998,610,12.200000000000001,0.0028952918837653915,0.004372927371120818
0.95,0.18142339999999998,615,12.3,0.005119266347967896,0.004002263118415227
0.95,0.18142339999999998,620,12.4,0.003830740358472226,0.0006924324681916056
0.95,0.18142339999999998,625,12.5,0.002278596820541313,0.004070445468919294
0.95,0.18142339999999998,630,12.6,0.004539742574481933,0.005098726240996682
0.95,0.18142339999999998,635,12.700000000000001,0.004633729729372886,0.001998350415585043
0.95,0.18142339999999998,640,12.8,0.0022648273893324483,0.0027284900880656673
0.95,0.18142339999999998,645,12.9,0.00416189772072732,0.005122328855335016
0.95,0.18142339999999998,650,13.0,0.005556372496260607,0.003167490768129326
0.95,0.18142339999999998,655,13.1,0.002714618780610453,0.001619099633810657
0.95,0.18142339999999998,660,13.200000000000001,0.0031818755779164255,0.005266467739033563
0.95,0.18142339999999998,665,13.3,0.005497148637137151,0.0047383487115685
0.95,0.18142339999999998,670,13.4,0.003963232653500895,0.0006853814923778804
0.95,0.18142339999999998,675,13.5,0.0026999854546057977,0.004285498925953446
0.95,0.18142339999999998,680,13.6,0.0054038849147544,0.005311844547026698
0.95,0.18142339999999998,685,13.700000000000001,0.005392280217502774,0.0019264785402969805
0.95,0.18142339999999998,690,13.8,0.002642851600361407,0.0034267333122112026
0.95,0.18142339999999998,695,13.9,0.004519644677351909,0.006016845243780659
0.95,0.18142339999999998,700,14.0,0.005890681624638944,0.003767331775844581
0.95,0.18142339999999998,705,14.1,0.0028307262466273735,0.0015568258342960129
0.95,0.18142339999999998,710,14.200000000000001,0.003790998525701599,0.005548743572792005
0.95,0.18142339999999998,715,14.3,0.006386530650557489,0.00484670518848219
0.95,0.18142339999999998,720,14.4,0.004572864450074794,0.0008045895451675604
0.95,0.18142339999999998,725,14.5,0.0029621666378534194,0.005118321258794767
0.95,0.18142339999999998,730,14.6,0.005762529043116557,0.006150731087053133
0.95,0.18142339999999998,735,14.700000000000001,0.005646387793604396,0.0022715398147684497
0.95,0.18142339999999998,740,14.8,0.002737155704432539,0.0035405230604446634
0.95,0.18142339999999998,745,14.9,0.005220195778674158,0.0062831429848283615
0.95,0.18142339999999998,750,15.0,0.006773715551076272,0.0037445411859178537
0.95,0.18142339999999998,755,15.1,0.003250453431872918,0.0021145278084572098
0.95,0.18142339999999998,760,15.200000000000001,0.004089017173280815,0.006436624396441226
0.95,0.18142339999999998,765,15.3,0.006775349539957175,0.00561120574545782
0.95,0.18142339999999998,770,15.4,0.0046894882315582104,0.0007925425151275476
0.95,0.18142339999999998,775,15.5,0.0034079298913179145,0.005335244038925118
0.95,0.18142339999999998,780,15.6,0.006653191203928278,0.006356272552485775
0.95,0.18142339999999998,785,15.700000000000001,0.006416657514385827,0.0021857181197450556
0.95,0.18142339999999998,790,15.8,0.003125451834035008,0.004252769101070378
0.95,0.18142339999999998,795,15.9,0.005575253506736338,0.007175166034629953
0.95,0.18142339999999998,800,16.0,0.007088659137737182,0.004344188532347355
