ratio,epsilon,cell,time,hp_ahead_max,hp_edge
0.95,0.18142339999999998,0,0.0,0.0014870348842426439,0.0026995429392466025
0.95,0.18142339999999998,5,0.1,0.0012144295873711458,0.0010316250065706553
0.95,0.18142339999999998,10,0.2,0.0015042830676394647,0.0014223960282843582
0.95,0.18142339999999998,15,0.3,0.0018342608800064077,0.0017967640418956033
0.95,0.18142339999999998,20,0.4,0.0009733348383615907,0.0008751446034560362
0.95,0.18142339999999998,25,0.5,0.0017140224755051482,0.0009403440866474938
0.95,0.18142339999999998,30,0.6,0.001013136019716946,0.001497058468043388
0.95,0.18142339999999998,35,0.7000000000000001,0.0007895313408623077,0.000655745967414988
0.95,0.18142339999999998,40,0.8,0.0013692063686922956,0.00036569078936497893
0.95,0.18142339999999998,45,0.9,0.0012507174212994735,0.0017983135368110775
0.95,0.18142339999999998,50,1.0,0.000761370554265326,0.0005608369160847491
0.95,0.18142339999999998,55,1.1,0.0013696355714658865,0.00023986388674999672
0.95,0.18142339999999998,60,1.2,0.0008249346248365798,0.0015019365874299811
0.95,0.18142339999999998,65,1.3,0.0006303940168300344,0.0006860758983883336
0.95,0.18142339999999998,70,1.4000000000000001,0.0012365264712794225,0.0010518115420238333
0.95,0.18142339999999998,75,1.5,0.0006858179957644852,0.000824559004498536
0.95,0.18142339999999998,80,1.6,0.0008477225387641707,0.0009749709581355027
0.95,0.18142339999999998,85,1.7,0.0014516298483484348,0.00088547271202308
0.95,0.18142339999999998,90,1.8,0.0006335798966031824,0.0011169319103890253
0.95,0.18142339999999998,95,1.9000000000000001,0.0005140444858287254,0.0008910476433877449
0.95,0.18142339999999998,100,2.0,0.0011492985230574986,0.0012415316523394144
0.95,0.18142339999999998,105,2.1,0.0007919434288931258,0.00018448545511461417
0.95,0.18142339999999998,110,2.2,0.0005678262258061808,0.0005404652648048517
0.95,0.18142339999999998,115,2.3000000000000003,0.0016179929020944657,0.0014654343547454431
0.95,0.18142339999999998,120,2.4,0.0009116731455896619,0.00021756427913720937
0.95,0.18142339999999998,125,2.5,0.0008294368797017757,0.0008862536027370815
0.95,0.18142339999999998,130,2.6,0.0011198925056291875,0.0014979424792679178
0.95,0.18142339999999998,135,2.7,0.000952361771935644,0.0005817623630253379
0.95,0.18142339999999998,140,2.8000000000000003,0.0008221183423391056,0.00019137345820117673
0.95,0.18142339999999998,145,2.9,0.001000508045419746,0.001285522295554175
0.95,0.18142339999999998,150,3.0,0.001429747205044425,0.0008953329679827629
0.95,0.18142339999999998,155,3.1,0.0010958378595283995,0.00019680822908097517
0.95,0.18142339999999998,160,3.2,0.0007442551109978023,0.001581875023794123
0.95,0.18142339999999998,165,3.3000000000000003,0.0010102846287137048,0.0011956725245619007
0.95,0.18142339999999998,170,3.4,0.0012000291716924778,0.0006267626886335119
0.95,0.18142339999999998,175,3.5,0.0007054054598840722,0.0007715842964777392
0.95,0.18142339999999998,180,3.6,0.0011463209277378372,0.0012075808245242407
0.95,0.18142339999999998,185,3.7,0.0017802298923617907,0.0008777085637324552
0.95,0.18142339999999998,190,3.8000000000000003,0.0007588084409709046,0.0009160146709864687
0.95,0.18142339999999998,195,3.9,0.0008655711746246792,0.001584966722355549
0.95,0.18142339999999998,200,4.0,0.0014359887816028224,0.0013119216237634445
0.95,0.18142339999999998,205,4.1,0.0009528880032314511,0.00023496250338911177
0.95,0.18142339999999998,210,4.2,0.0008107330604203444,0.0010316839297842305
0.95,0.18142339999999998,215,4.3,0.0017731874119200832,0.0014851162032150755
0.95,0.18142339999999998,220,4.4,0.0014930378546704124,0.00031404442797260547
0.95,0.18142339999999998,225,4.5,0.000838228331371362,0.0012486111397621278
0.95,0.18142339999999998,230,4.6000000000000005,0.0014073449199736069,0.0019681066626331904
0.95,0.18142339999999998,235,4.7,0.001421783575013954,0.000864886954569788
0.95,0.18142339999999998,240,4.8,0.0008154833565227561,0.00046580501861267636
0.95,0.18142339999999998,245,4.9,0.0012909870306042797,0.001591474288208222
0.95,0.18142339999999998,250,5.0,0.0019220623435592318,0.0011767713177995652
0.95,0.18142339999999998,255,5.1000000000000005,0.001358443294535017,0.00022638884347721784
0.95,0.18142339999999998,260,5.2,0.0009329895264248526,0.0019121487899788736
0.95,0.18142339999999998,265,5.3,0.0016312374223521374,0.0018322258791497455
0.95,0.18142339999999998,270,5.4,0.0014804797981045024,0.0005370911573993483
0.95,0.18142339999999998,275,5.5,0.0008324034933507693,0.0012098015673952212
0.95,0.18142339999999998,280,5.6000000000000005,0.0016191043839821184,0.0017121032917363336
0.95,0.18142339999999998,285,5.7,0.002151850668231975,0.0009674856917979636
0.95,0.18142339999999998,290,5.8,0.0009689857772260724,0.0010419174947264237
0.95,0.18142339999999998,295,5.9,0.0012811134903953792,0.002206944411741733
0.95,0.18142339999999998,300,6.0,0.0020408199803554914,0.0017252124512556115
0.95,0.18142339999999998,305,6.1000000000000005,0.0011288282849169604,0.00031112227766746557
0.95,0.18142339999999998,310,6.2,0.0011714685548728904,0.0016886159402743947
0.95,0.18142339999999998,315,6.3,0.0022408523658765636,0.001836871429409442
0.95,0.18142339999999998,320,6.4,0.001949255132098548,0.0004150059618002583
0.95,0.18142339999999998,325,6.5,0.0009809751904347457,0.0016844875986576774
0.95,0.18142339999999998,330,6.6000000000000005,0.0018625115983690076,0.002516288868546729
0.95,0.18142339999999998,335,6.7,0.002075209576381323,0.0011954299760596177
0.95,0.18142339999999998,340,6.8,0.0010953474164771295,0.000911899608165108
0.95,0.18142339999999998,345,6.9,0.001767250429117601,0.002221699413819067
0.95,0.18142339999999998,350,7.0,0.00254673856361848,0.0015427627823703326
0.95,0.18142339999999998,355,7.1000000000000005,0.001624220590095086,0.00045988459083068194
0.95,0.18142339999999998,360,7.2,0.001305652696190128,0.0024179026808773298
0.95,0.18142339999999998,365,7.3,0.002358481811839275,0.0024372617493554657
0.95,0.18142339999999998,370,7.4,0.0019721962890158432,0.0005900010598411408
0.95,0.18142339999999998,375,7.5,0.0010968766219786072,0.001772355386816987
0.95,0.18142339999999998,380,7.6000000000000005,0.002303387955554299,0.002428028750722187
0.95,0.18142339999999998,385,7.7,0.002713996426707972,0.0011052714587850693
0.95,0.18142339999999998,390,7.8,0.0012743149861163968,0.0014275217046052615
0.95,0.18142339999999998,395,7.9,0.0018389968276016728,0.0029103524891467714
0.95,0.18142339999999998,400,8.0,0.0027823252502474083,0.0021455528218681523
0.95,0.18142339999999998,405,8.1,0.001481954454099052,0.00040240249413994093
0.95,0.18142339999999998,410,8.2,0.001605874659278986,0.0024409392003357897
0.95,0.18142339999999998,415,8.3,0.003000682122134339,0.002433722482440283
0.95,0.18142339999999998,420,8.4,0.002469292896665006,0.0005057816206677857
0.95,0.18142339999999998,425,8.5,0.0012394715062119088,0.0023116348499303014
0.95,0.18142339999999998,430,8.6,0.002520454862106197,0.003191225445751233
0.95,0.18142339999999998,435,8.700000000000001,0.0028107639861109607,0.0014752658801948917
0.95,0.18142339999999998,440,8.8,0.0014219443404097905,0.0013723410444731346
0.95,0.18142339999999998,445,8.9,0.0024052382129988318,0.0030478169765309343
0.95,0.18142339999999998,450,9.0,0.003376623118953237,0.0020213439145158117
0.95,0.18142339999999998,455,9.1,0.0019465955717975986,0.0007759839450283219
0.95,0.18142339999999998,460,9.200000000000001,0.0018136909519357097,0.0031885823241873837
0.95,0.18142339999999998,465,9.3,0.003211626936066472,0.0030955250894996633
0.95,0.18142339999999998,470,9.4,0.0025655273169466137,0.0006478859232623986
0.95,0.18142339999999998,475,9.5,0.001499909525907087,0.002445362353671198
0.95,0.18142339999999998,480,9.6,0.0031590562439206683,0.0032721887741248936
0.95,0.18142339999999998,485,9.700000000000001,0.0034708975235552587,0.0013704232731812306
0.95,0.18142339999999998,490,9.8,0.00167571260536661,0.0019625971180053632
0.95,0.18142339999999998,495,9.9,0.002584558642895284,0.003775848890635056
0.95,0.18142339999999998,500,10.0,0.0036518790950565787,0.002636005513007214
0.95,0.18142339999999998,505,10.1,0.0018753900463954686,0.0006712405874080004
0.95,0.18142339999999998,510,10.200000000000001,0.0021930826864551634,0.003346738775910489
0.95,0.18142339999999998,515,10.3,0.003966561393893503,0.003165009865797713
0.95,0.18142339999999998,520,10.4,0.0031048895282902046,0.0005950228036819191
0.95,0.18142339999999998,525,10.5,0.0016623753103643505,0.003121062948274759
0.95,0.18142339999999998,530,10.6,0.0034260911224368033,0.004062738602673044
