time,X_cells_unwrapped,A_over_h2,relL2
0.0,400.0,0.1,0.0
0.01,401.4060568144594,0.1000635344826881,0.022309096871771444
0.02,402.8154662770467,0.10023041292506539,0.04342451898357788
0.03,404.2316754734431,0.10044463827778705,0.06239614678719542
0.04,405.6574831969127,0.10065003328010451,0.07864356362320438
0.05,407.09386641041465,0.10081524972326707,0.0919325877248556
0.06,408.5398617021664,0.10093529479941146,0.10238461484041234
0.07,409.9935346042445,0.10101817583505587,0.11037324453448034
0.08,411.45289327931835,0.10107426706356035,0.1163656941175393
0.09,412.91630332146383,0.10111208342393593,0.12080877643810255
0.1,414.3825505070947,0.10113766620844641,0.12408007689993453
0.11,415.85077183236285,0.10115507400938131,0.12647862776584765
0.12,417.32036492229105,0.10116699094624594,0.1282335170871551
0.13,418.7909119173403,0.10117519322903432,0.1295163547272304
0.14,420.26212324645536,0.10118086438834523,0.13045503735737543
0.15,421.7337980174709,0.10118479985486312,0.13114295369661816
0.16,423.205796591749,0.10118753883400383,0.13164939331737405
0.17,424.6780217044344,0.10118944967375502,0.13202392636531227
0.18,426.15040549903443,0.10119078535963263,0.1323033868879569
0.19,427.6229005629456,0.10119172047104576,0.132513944336332
0.2,429.09547372142725,0.1011923759696184,0.13267415063848684
0.21,430.56810173390744,0.10119283593930525,0.13279704139615414
0.22,432.04076830244856,0.10119315898017459,0.1328758629253151
0.23,433.51346198720205,0.10119338602167614,0.13294278412945135
0.24,434.9861747525892,0.10119354569436693,0.13295023118899338
0.25,436.45890095067386,0.10119365805098653,0.1328509316828963
0.26,437.9316366094114,0.1011937371517074,0.13262247802046884
0.27,439.4043789339089,0.10119379286430427,0.1318400935599667
0.28,440.87712595663623,0.10119383211959383,0.13161386563977626
0.29,442.34987629191824,0.10119385978905925,0.1314621614964253
0.3,443.8226289634716,0.10119387929866029,0.13136881539487144
0.31,445.29538328322855,0.1011938930590512,0.13050248045990742
0.32,446.76813876606866,0.1011939027672242,0.12976277795259447
0.33,448.2408950698765,0.10119390961833052,0.12605240078012148
0.34,449.71365195329247,0.10119391445439914,0.12430626485791652
