label,time,step,c0,kind,h,kappa,dt,compacton_speed,max_ahead_HP_over_h2,best_fit_relL2,best_fit_corr,best_fit_A_over_h2,best_fit_center_ahead
kappa20p5,8.565853658536586,8780,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.18333848000998382,0.8673513618034447,0.49769630818171645,0.10415362108772627,0.3097506472663518
kappa20p5,8.585365853658537,8800,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15157189921508415,0.8708233474515351,0.49159607151939594,0.11813311711294852,0.339461687760636
kappa20p5,8.604878048780488,8820,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1474182390076447,0.833292238669692,0.5528327459303156,0.09228261976242061,3.4548940449114838
kappa20p5,8.62439024390244,8840,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14147307818541238,0.9033815492490429,0.4288377041217334,0.09655487521105764,0.27681119665822784
kappa20p5,8.64390243902439,8860,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15031042900501732,0.8600691047807663,0.5101775524281829,0.0757964179601427,3.3990074338138427
kappa20p5,8.663414634146342,8880,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14476937301743642,0.8429632944177149,0.5379710812529174,0.08008111257048457,3.439873934311123
kappa20p5,8.682926829268293,8900,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15241955012049838,0.8870923955383546,0.461591899601827,0.10525898674038767,0.2374522929267524
kappa20p5,8.702439024390245,8920,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.17101379720976678,0.8949659604749115,0.44613442995493996,0.10677229466530481,0.26452167824500705
kappa20p5,8.721951219512196,8940,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16638577658921425,0.8669535957706219,0.49838886703094526,0.08467612575846867,3.466057570561741
kappa20p5,8.741463414634147,8960,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16311502319761564,0.8920028290791414,0.4520298141879667,0.09880143716126258,0.3178679137262552
kappa20p5,8.760975609756098,8980,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14933553150100615,0.86347657740009,0.5043889375089683,0.07700647815020262,3.415556258532188
kappa20p5,8.78048780487805,9000,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.17511607567108797,0.8361176814470599,0.5485501096268168,0.07646894495904755,3.441722101890811
kappa20p5,8.8,9020,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.18073801670192371,0.8582380194193606,0.5132518894491602,0.109641657904831,0.28448615160875335
kappa20p5,8.819512195121952,9040,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14572385747080815,0.885871337035789,0.463931001570733,0.11699711722952379,0.31831698936021624
kappa20p5,8.839024390243903,9060,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16364378684330777,0.8951845285615595,0.4456957031697956,0.10466728665810976,0.35356876350840416
kappa20p5,8.858536585365854,9080,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16093593021619723,0.8857157731687048,0.46422792802691626,0.10490646135228311,0.24598185648808624
kappa20p5,8.878048780487806,9100,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13884964877523373,0.7600898777361783,0.649817957402688,0.09953194502466256,3.419470297691216
kappa20p5,8.897560975609757,9120,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14460092304643085,0.8030376673186181,0.5959282715792839,0.09117007721089611,3.453120584039631
kappa20p5,8.917073170731708,9140,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14203141163237434,0.912205450809899,0.4097331027787591,0.09838471599068165,0.20379588475936927
kappa20p5,8.93658536585366,9160,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14050272126623983,0.903861525851553,0.4278251302638756,0.05387797370451204,3.4260419381085363
kappa20p5,8.95609756097561,9180,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15159800244738356,0.7935778624793965,0.608468714218432,0.09157268559672542,3.45132275505399
kappa20p5,8.975609756097562,9200,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1635495327266464,0.8991512325282329,0.4376380479836728,0.10339663648979588,0.2819131993162376
kappa20p5,8.995121951219511,9220,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16000378335474913,0.9043977460642639,0.42669042280543334,0.06634981855800323,1.5784334586420208
kappa20p5,9.014634146341463,9240,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15069172790925908,0.8618847448482286,0.5071042167029415,0.10991463786549127,0.20897609643797388
kappa20p5,9.034146341463414,9260,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.17341066307855135,0.8544193478446276,0.51958404327766,0.10453371244734051,0.23897008259622687
kappa20p5,9.053658536585365,9280,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15962229458875551,0.8183190685132079,0.5747642143589629,0.08157083818438429,3.4259770732828443
kappa20p5,9.073170731707316,9300,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16005714928555353,0.8248481311301792,0.5653543672521247,0.09360475506259655,3.4603898312724723
kappa20p5,9.092682926829267,9320,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13757449603748997,0.8926965103597498,0.45065834108726427,0.06068148929037543,1.6308802054847291
kappa20p5,9.112195121951219,9340,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15697723067861336,0.7596208532566374,0.6503661732421654,0.0942333754533109,3.4298137522975622
kappa20p5,9.13170731707317,9360,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16617323946229645,0.8547355543262187,0.519063707237032,0.06627265514057455,3.447420110742936
kappa20p5,9.151219512195121,9380,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15505557340400886,0.8513782794579515,0.524552214052346,0.07167420148468137,1.5090189226647457
kappa20p5,9.170731707317072,9400,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14948656435639307,0.84466654989961,0.53529283526,0.07257126027444868,3.4566570650315924
kappa20p5,9.190243902439024,9420,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16627651674704252,0.8711225329159754,0.4910657111284145,0.10370303368777695,0.21042785857884638
kappa20p5,9.209756097560975,9440,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16378909871262656,0.8649641094253646,0.5018337268518186,0.0696724314182727,1.5502941463705078
kappa20p5,9.229268292682926,9460,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.19399990036164527,0.6969834822934831,0.7170871811781676,0.13219189333906117,3.427317760759614
kappa20p5,9.248780487804877,9480,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1549273610214663,0.8637607774466285,0.5039020930148987,0.07594971959847674,3.4551107932955283
kappa20p5,9.268292682926829,9500,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1635603377849503,0.8646965547607529,0.5022946029820391,0.065732749469488,3.3833936789629497
