nominal_ratio_old,epsilon,epsilon_over_eps_c_strict,rho,real,imag,residual,edge_fraction
0.5,0.095486,0.49987517492891265,1.046049426399073,-1.046049426399073,0.0,2.109832722453268e-14,0.9996132203731452
0.8,0.1527776,0.7998002798862602,1.0126238703989574,-0.9182341284863145,0.42691121815284166,3.509020672791395e-14,0.999593438619151
0.9,0.1718748,0.8997753148720427,1.006340283340515,-0.9113434274397849,0.42681837253821875,2.824998053139254e-14,0.9995792916498007
0.95,0.1814234,0.9497628323649341,1.0031820035864696,-0.9079303342311075,0.42665752132448453,2.1262458253750418e-14,0.9995728886008959
1.0,0.190972,0.9997503498578253,1.0000158293068344,-0.9045395336721195,0.4264268880927427,2.0501567801030343e-14,0.9995669226021965
1.05,0.2005206,1.0497378673507165,0.9968435564053629,-0.9011712072902645,0.42613088493783124,1.8677292332962232e-14,0.999561389721614
1.2,0.2291664,1.1997004198293904,0.9876019081418351,-0.5372245328286227,0.8287021963844804,2.0976958398796035e-14,0.9995265793227577
