ratio,epsilon,cell,time,hp_ahead_max,hp_edge
0.5,0.095486,0,0.0,0.002273092064814973,0.0022727890541617713
0.5,0.095486,5,0.1,0.001053748421366322,0.001163987376924407
0.5,0.095486,10,0.2,0.001907529034419949,0.0018104154083383617
0.5,0.095486,15,0.3,0.0024134179030072087,0.002741799397929812
0.5,0.095486,20,0.4,0.001314369936816533,0.0021601185321683614
0.5,0.095486,25,0.5,0.0026073741444797654,0.0010863349698231873
0.5,0.095486,30,0.6,0.00294748926960775,0.0038187297669371486
0.5,0.095486,35,0.7000000000000001,0.0018361487287404056,0.0027644236423906648
0.5,0.095486,40,0.8,0.0029062926848954806,0.0013428282753699654
0.5,0.095486,45,0.9,0.006079396595008132,0.007789300314053961
0.5,0.095486,50,1.0,0.0035012614794987093,0.005453529006367487
0.5,0.095486,55,1.1,0.004830462602429906,0.002926065890262881
0.5,0.095486,60,1.2,0.010180431621478902,0.013206689861461448
0.5,0.095486,65,1.3,0.006030240077677033,0.01083218103690696
0.5,0.095486,70,1.4000000000000001,0.007858636375936477,0.009158714104973072
0.5,0.095486,75,1.5,0.01774704691262928,0.02138046378786592
0.5,0.095486,80,1.6,0.01258415287488422,0.017511499291732215
0.5,0.095486,85,1.7,0.016721235419977845,0.019168387498957575
0.5,0.095486,90,1.8,0.03135051767094263,0.034101020224996635
0.5,0.095486,95,1.9000000000000001,0.02541142918052046,0.027541164786779086
0.5,0.095486,100,2.0,0.03361442992368732,0.033405540511768424
0.5,0.095486,105,2.1,0.04926976600171296,0.04020517023840637
0.5,0.095486,110,2.2,0.04633709125633565,0.03226648149899521
0.5,0.095486,115,2.3000000000000003,0.060504902414444034,0.03952030994474526
0.5,0.095486,120,2.4,0.06472607809793499,0.03293730587214715
0.5,0.095486,125,2.5,0.06365055086203297,0.027114717172726212
0.5,0.095486,130,2.6,0.06686518605940932,0.029736575452162014
0.5,0.095486,135,2.7,0.056670494719359435,0.02136754068012348
0.5,0.095486,140,2.8000000000000003,0.05296122658903352,0.028367094249679
0.5,0.095486,145,2.9,0.048204184523414365,0.03014505184944806
0.5,0.095486,150,3.0,0.039837490020670434,0.028421184464738136
0.5,0.095486,155,3.1,0.04732977860330638,0.03632529512800999
0.5,0.095486,160,3.2,0.04791850746721917,0.03412032522991016
0.5,0.095486,165,3.3000000000000003,0.05218696776544161,0.034702474375970536
0.5,0.095486,170,3.4,0.06102365779743188,0.03685777652288475
0.5,0.095486,175,3.5,0.060790152767974226,0.029908848910181078
0.5,0.095486,180,3.6,0.06461162853660207,0.03133768672215791
0.5,0.095486,185,3.7,0.06225188358463099,0.026404373340631594
0.5,0.095486,190,3.8000000000000003,0.05666985405407868,0.02604645528338497
0.5,0.095486,195,3.9,0.05456374099700213,0.02907390556748995
0.5,0.095486,200,4.0,0.047000685727996365,0.02837809878166888
0.5,0.095486,205,4.1,0.04679132735533714,0.03243702545073741
0.5,0.095486,210,4.2,0.04896494752000551,0.03459624809439723
0.5,0.095486,215,4.3,0.049347585240721276,0.033340577185075264
0.5,0.095486,220,4.4,0.056368869452831476,0.03618052589006988
0.5,0.095486,225,4.5,0.05903168535506051,0.03253931318743302
0.5,0.095486,230,4.6000000000000005,0.061431075408043295,0.031708426525944244
0.5,0.095486,235,4.7,0.06318058570386519,0.029544807676163846
0.5,0.095486,240,4.8,0.05953390467818198,0.027209400852813773
0.5,0.095486,245,4.9,0.05739387870419169,0.028212280660424898
0.5,0.095486,250,5.0,0.05275213773148459,0.02870373296390759
0.5,0.095486,255,5.1000000000000005,0.04868209039592849,0.02987528344165372
0.5,0.095486,260,5.2,0.04940812696569279,0.03329319263080992
0.5,0.095486,265,5.3,0.04918203088153217,0.032942085449789237
0.5,0.095486,270,5.4,0.05278062993230275,0.03483872596164149
0.5,0.095486,275,5.5,0.05681984262486194,0.03392606398024828
0.5,0.095486,280,5.6000000000000005,0.058977579946699145,0.03238089869819206
0.5,0.095486,285,5.7,0.06167477261933984,0.031059464367201674
0.5,0.095486,290,5.8,0.06097861390401156,0.029246811891177345
0.5,0.095486,295,5.9,0.05899771558039391,0.02803695609005972
0.5,0.095486,300,6.0,0.05624142820107235,0.029121682688650816
