ratio,epsilon,cell,time,hp_ahead_max,hp_edge
0.9,0.1718748,0,0.0,0.0014870348842426439,0.0026995429392466025
0.9,0.1718748,5,0.1,0.0012207279839834928,0.0010558448377162952
0.9,0.1718748,10,0.2,0.0015182580283777463,0.001459251839086759
0.9,0.1718748,15,0.3,0.0019290389186152972,0.0019259368840977707
0.9,0.1718748,20,0.4,0.0009909652233936843,0.0009659156477529587
0.9,0.1718748,25,0.5,0.001800794951661979,0.0009811987983767128
0.9,0.1718748,30,0.6,0.0011570424996968978,0.0016852308616282325
0.9,0.1718748,35,0.7000000000000001,0.0008234636081709578,0.000561949073221323
0.9,0.1718748,40,0.8,0.0015067701789560901,0.00037759096525590447
0.9,0.1718748,45,0.9,0.0014983451256374491,0.0021548822450534423
0.9,0.1718748,50,1.0,0.0008290029063544205,0.0005555232636808016
0.9,0.1718748,55,1.1,0.0015775355282487218,0.00023316253510452745
0.9,0.1718748,60,1.2,0.0011017684616428285,0.0019308125246477964
0.9,0.1718748,65,1.3,0.0007048332870430534,0.0007013767988047361
0.9,0.1718748,70,1.4000000000000001,0.001533014161771008,0.0011722817172114574
0.9,0.1718748,75,1.5,0.0009505398190614507,0.0013091618000273604
0.9,0.1718748,80,1.6,0.0010349930152877252,0.0011460693082620988
0.9,0.1718748,85,1.7,0.0018924107540921953,0.0011527957552414164
0.9,0.1718748,90,1.8,0.0006958348200635664,0.0016615451073030269
0.9,0.1718748,95,1.9000000000000001,0.0006867288820376317,0.0011257556284405277
0.9,0.1718748,100,2.0,0.0017266452168430107,0.0016119507778509282
0.9,0.1718748,105,2.1,0.0008310315886996254,0.0004196608223961208
0.9,0.1718748,110,2.2,0.0007616326001412141,0.0008724400959514474
0.9,0.1718748,115,2.3000000000000003,0.0023906837659540678,0.00211124167682534
0.9,0.1718748,120,2.4,0.0010239725286298902,0.00041851391663080427
0.9,0.1718748,125,2.5,0.0011423916398958067,0.001315841410561686
0.9,0.1718748,130,2.6,0.0019388266262954253,0.002301560854082938
0.9,0.1718748,135,2.7,0.0012864757296683596,0.00042561119977791714
0.9,0.1718748,140,2.8000000000000003,0.0009962803002848777,0.0003764546075264014
0.9,0.1718748,145,2.9,0.0018932378283236372,0.0023205185720960642
0.9,0.1718748,150,3.0,0.002034438616653372,0.0010388391790674698
0.9,0.1718748,155,3.1,0.0014421959191296004,0.0004344014299348875
0.9,0.1718748,160,3.2,0.0016535818656297167,0.002826581078320373
0.9,0.1718748,165,3.3000000000000003,0.0017427998645980418,0.0015783700297098407
0.9,0.1718748,170,3.4,0.0018714612945583953,0.0005867784364072346
0.9,0.1718748,175,3.5,0.0015288111097873697,0.0020767372556418848
0.9,0.1718748,180,3.6,0.002118869288425739,0.0019763137408715615
0.9,0.1718748,185,3.7,0.002863457018361096,0.0011752122491581526
0.9,0.1718748,190,3.8000000000000003,0.0011745967558772824,0.002233547454429428
0.9,0.1718748,195,3.9,0.0018933719756663641,0.00271097698270809
0.9,0.1718748,200,4.0,0.002873669940553177,0.001923688481346049
0.9,0.1718748,205,4.1,0.0011136693791514566,0.0012542304506062037
0.9,0.1718748,210,4.2,0.0017349519912782613,0.002406592044291206
0.9,0.1718748,215,4.3,0.0035932518675856097,0.002644772660826758
0.9,0.1718748,220,4.4,0.002011102067559275,0.0005930293254923317
0.9,0.1718748,225,4.5,0.0013837826666704444,0.0028234753117977835
0.9,0.1718748,230,4.6000000000000005,0.003440342217447266,0.003667725929335922
0.9,0.1718748,235,4.7,0.0024992487450187723,0.0006047437861633943
0.9,0.1718748,240,4.8,0.0015738340739531965,0.002044719390911052
0.9,0.1718748,245,4.9,0.003382169806637158,0.003779359211680598
0.9,0.1718748,250,5.0,0.0036315727172283726,0.0015755432771238208
0.9,0.1718748,255,5.1000000000000005,0.0020016594040036056,0.001548545287954808
0.9,0.1718748,260,5.2,0.0029982022784931428,0.004558876896060959
0.9,0.1718748,265,5.3,0.0039046787077472583,0.002923102581307138
0.9,0.1718748,270,5.4,0.0025288456253338833,0.00042220104145046543
0.9,0.1718748,275,5.5,0.0027202910087689857,0.004097104418193999
0.9,0.1718748,280,5.6000000000000005,0.004304416482408697,0.0035984121700027064
0.9,0.1718748,285,5.7,0.004080941264313964,0.0009882824927612787
0.9,0.1718748,290,5.8,0.0021974957471466395,0.003910299914636564
0.9,0.1718748,295,5.9,0.004032460738127126,0.00490136486009213
0.9,0.1718748,300,6.0,0.004838375057195913,0.002436509773847513
