n_fit,A,A_over_h2,profile_relL2,correlation,center_index,method,label,packet,t,window_half_cells
1328.697907571901,5.885047808724775e-05,0.14712619521811937,0.0003478115089678925,0.9999999395135757,3522.947907571901,pade8,Pade-8,I,22.6,20
1337.9506583256411,5.8850478373013023e-05,0.14712619593253254,0.0003478154327704819,0.9999999395122104,3534.7006583256407,pade8,Pade-8,I,22.65,20
1347.2034091419964,5.8850478795659255e-05,0.14712619698914814,0.00034780977049871917,0.9999999395141802,3546.4534091419964,pade8,Pade-8,I,22.7,20
1356.4561598460214,5.885047774094962e-05,0.14712619435237403,0.00034782500264402975,0.9999999395088819,3558.2061598460214,pade8,Pade-8,I,22.75,20
1365.708910661132,5.885047796008994e-05,0.14712619490022483,0.00034781235367137726,0.9999999395132814,3569.958910661132,pade8,Pade-8,I,22.8,20
1374.961661432359,5.8850478648123965e-05,0.1471261966203099,0.00034781352512623225,0.9999999395128739,3581.711661432359,pade8,Pade-8,I,22.85,20
1384.2144122239574,5.8850479309928804e-05,0.147126198274822,0.00034780302290664147,0.9999999395165269,3593.464412223957,pade8,Pade-8,I,22.9,20
1393.4671630286489,5.885047901915684e-05,0.1471261975478921,0.00034781934693074604,0.999999939510849,3605.217163028649,pade8,Pade-8,I,22.95,20
1402.7199137741527,5.885047876408307e-05,0.14712619691020767,0.00034780304683286727,0.9999999395165184,3616.9699137741527,pade8,Pade-8,I,23.0,20
1411.9726645503042,5.885047834279475e-05,0.14712619585698686,0.000347816847401218,0.9999999395117187,3628.722664550304,pade8,Pade-8,I,23.05,20
1421.2254153628214,5.8850478197027705e-05,0.14712619549256925,0.0003478244754905328,0.9999999395090652,3640.4754153628214,pade8,Pade-8,I,23.1,20
1430.4781661176457,5.885047786276793e-05,0.1471261946569198,0.0003478112198628996,0.9999999395136759,3652.2281661176453,pade8,Pade-8,I,23.15,20
1439.7309168895522,5.885047789520472e-05,0.14712619473801178,0.0003478138920912292,0.9999999395127461,3663.980916889552,pade8,Pade-8,I,23.2,20
1448.9836677134817,5.885047947149101e-05,0.1471261986787275,0.0003478116448910878,0.9999999395135282,3675.7336677134817,pade8,Pade-8,I,23.25,20
1458.2364184969178,5.885047835646292e-05,0.1471261958911573,0.00034781975988589723,0.9999999395107055,3687.486418496918,pade8,Pade-8,I,23.3,20
1467.4891692556057,5.885047846997471e-05,0.14712619617493677,0.00034781486895259244,0.9999999395124067,3699.2391692556057,pade8,Pade-8,I,23.35,20
1476.7419201141042,5.8850478217930086e-05,0.1471261955448252,0.00034781354905227965,0.9999999395128658,3710.991920114104,pade8,Pade-8,I,23.4,20
1485.994670848259,5.8850478750414476e-05,0.14712619687603617,0.0003478159164607155,0.9999999395120418,3722.744670848259,pade8,Pade-8,I,23.45,20
1495.247421618686,5.885047788156095e-05,0.14712619470390237,0.0003478136374646994,0.9999999395128356,3734.497421618686,pade8,Pade-8,I,23.5,20
1504.5001724074368,5.8850477776496826e-05,0.14712619444124206,0.0003478287734106775,0.9999999395075707,3746.250172407437,pade8,Pade-8,I,23.55,20
1513.752923266663,5.8850479346731464e-05,0.14712619836682866,0.00034780648454393507,0.9999999395153225,3758.002923266663,pade8,Pade-8,I,23.6,20
1523.0056739818415,5.8850478842955034e-05,0.14712619710738759,0.00034781650629483443,0.9999999395118366,3769.755673981841,pade8,Pade-8,I,23.65,20
1532.2584246862975,5.885047818418742e-05,0.14712619546046854,0.00034781509772476097,0.9999999395123275,3781.508424686298,pade8,Pade-8,I,23.700000000000003,20
1541.5111755197286,5.885047801187317e-05,0.1471261950296829,0.0003478217851560582,0.9999999395100015,3793.2611755197286,pade8,Pade-8,I,23.75,20
1550.7639263237056,5.885047767445869e-05,0.14712619418614672,0.0003478094837440085,0.9999999395142795,3805.0139263237056,pade8,Pade-8,I,23.8,20
1560.016677075031,5.885047840799481e-05,0.14712619601998703,0.0003478143767303694,0.9999999395125779,3816.766677075031,pade8,Pade-8,I,23.85,20
1569.2694279119755,5.8850478268670186e-05,0.14712619567167545,0.0003478112507469273,0.9999999395136655,3828.519427911975,pade8,Pade-8,I,23.9,20
1578.522178620558,5.885047840639543e-05,0.1471261960159886,0.00034781548163245697,0.9999999395121938,3840.2721786205584,pade8,Pade-8,I,23.950000000000003,20
1587.7749294556015,5.885047878804851e-05,0.14712619697012128,0.00034781669594189784,0.9999999395117712,3852.0249294556015,pade8,Pade-8,I,24.0,20
1597.0276802290518,5.885047852456936e-05,0.1471261963114234,0.0003478195568346021,0.9999999395107759,3863.777680229052,pade8,Pade-8,I,24.05,20
1606.280431000458,5.8850479292327277e-05,0.14712619823081818,0.0003478095002982866,0.9999999395142737,3875.530431000458,pade8,Pade-8,I,24.1,20
1615.533181788182,5.885047926017088e-05,0.14712619815042718,0.00034781381344978186,0.9999999395127741,3887.2831817881815,pade8,Pade-8,I,24.15,20
1624.7859325293166,5.885047785584954e-05,0.14712619463962384,0.0003478171533931057,0.9999999395116123,3899.035932529317,pade8,Pade-8,I,24.200000000000003,20
1634.038683325232,5.885047843392543e-05,0.1471261960848136,0.00034781157668831663,0.9999999395135515,3910.788683325232,pade8,Pade-8,I,24.25,20
1643.2914341141868,5.8850477691309544e-05,0.14712619422827386,0.0003478220502673706,0.9999999395099086,3922.541434114187,pade8,Pade-8,I,24.3,20
1652.544184878655,5.885047854235515e-05,0.14712619635588786,0.000347820606507055,0.9999999395104108,3934.294184878655,pade8,Pade-8,I,24.35,20
1661.796935723873,5.885047930075429e-05,0.14712619825188572,0.00034781324360586073,0.9999999395129722,3946.0469357238726,pade8,Pade-8,I,24.4,20
1671.049686449663,5.885047867840449e-05,0.1471261966960112,0.0003478124709888436,0.9999999395132406,3957.7996864496636,pade8,Pade-8,I,24.450000000000003,20
1680.302437223339,5.885047828087403e-05,0.14712619570218508,0.00034781304432161234,0.9999999395130414,3969.552437223339,pade8,Pade-8,I,24.5,20
1689.5551880649296,5.8850477561263925e-05,0.1471261939031598,0.0003478234411158295,0.9999999395094253,3981.3051880649296,pade8,Pade-8,I,24.55,20
1698.8079387951047,5.8850478537795585e-05,0.14712619634448895,0.0003478180030638559,0.9999999395113163,3993.0579387951047,pade8,Pade-8,I,24.6,20
1708.060689584669,5.8850478444907974e-05,0.14712619611226993,0.0003478252253407174,0.9999999395088046,4004.8106895846686,pade8,Pade-8,I,24.65,20
1717.3134403873146,5.8850478867711354e-05,0.14712619716927838,0.00034780968543380566,0.9999999395142095,4016.563440387315,pade8,Pade-8,I,24.700000000000003,20
1726.566191120768,5.8850478492365055e-05,0.14712619623091264,0.0003478164389626529,0.9999999395118602,4028.316191120768,pade8,Pade-8,I,24.75,20
1735.8189419972673,5.8850478530320974e-05,0.14712619632580243,0.00034781658276956923,0.9999999395118103,4040.0689419972673,pade8,Pade-8,I,24.8,20
1745.0716927042477,5.88504786489296e-05,0.14712619662232398,0.0003478168768859076,0.9999999395117087,4051.8216927042477,pade8,Pade-8,I,24.85,20
1754.324443510845,5.885047742394487e-05,0.14712619355986217,0.0003478205937661556,0.999999939510415,4063.5744435108445,pade8,Pade-8,I,24.9,20
1763.5771942996907,5.885047883351147e-05,0.14712619708377866,0.0003478102136710057,0.9999999395140257,4075.327194299691,pade8,Pade-8,I,24.950000000000003,20
1772.829945048576,5.885047933579562e-05,0.14712619833948903,0.00034781173728928286,0.9999999395134958,4087.079945048576,pade8,Pade-8,I,25.0,20
1782.0826958157395,5.885047930813985e-05,0.14712619827034962,0.0003478112111967367,0.9999999395136794,4098.8326958157395,pade8,Pade-8,I,25.05,20
1791.3354466714145,5.885047856436614e-05,0.14712619641091534,0.0003478171418208275,0.9999999395116161,4110.5854466714145,pade8,Pade-8,I,25.1,20
258.5538590334161,-5.144802592815572e-05,0.1286200648203893,0.0004078364694852923,0.9999999168347037,2172.8038590334163,pade8,Pade-8,II,17.0,20
266.3311241751926,-5.144802779379266e-05,0.12862006948448163,0.00028045576169249373,0.9999999606722824,2183.0811241751926,pade8,Pade-8,II,17.05,20
274.1083896051698,-5.144802762133566e-05,0.12862006905333914,0.00026709942778443605,0.9999999643289469,2193.3583896051696,pade8,Pade-8,II,17.1,20
281.88565513707294,-5.144802772367956e-05,0.1286200693091989,0.00026628330965685276,0.999999964546599,2203.6356551370727,pade8,Pade-8,II,17.15,20
289.6629206825223,-5.144802797721481e-05,0.128620069943037,0.0002659002941097277,0.9999999646485163,2213.9129206825223,pade8,Pade-8,II,17.2,20
297.4401861339695,-5.1448027362728924e-05,0.1286200684068223,0.00026586608157814,0.9999999646576126,2224.1901861339697,pade8,Pade-8,II,17.25,20
305.2174517279077,-5.144802743934705e-05,0.1286200685983676,0.00026586027221757203,0.9999999646591572,2234.4674517279077,pade8,Pade-8,II,17.3,20
312.9947172848126,-5.1448027985906465e-05,0.12862006996476616,0.000265855858822441,0.9999999646603304,2244.7447172848124,pade8,Pade-8,II,17.35,20
320.7719828777688,-5.1448028371420894e-05,0.12862007092855224,0.00026585694778950386,0.9999999646600413,2255.0219828777686,pade8,Pade-8,II,17.4,20
328.54924836715963,-5.1448028326612505e-05,0.12862007081653126,0.0002658617756858922,0.9999999646587575,2265.2992483671596,pade8,Pade-8,II,17.45,20
336.3265139251023,-5.14480288518667e-05,0.12862007212966675,0.0002658569414360828,0.9999999646600427,2275.5765139251025,pade8,Pade-8,II,17.5,20
344.10377948541736,-5.14480277358897e-05,0.12862006933972425,0.00026585935385324403,0.9999999646594014,2285.8537794854174,pade8,Pade-8,II,17.55,20
351.88104496242363,-5.1448028000271575e-05,0.12862007000067893,0.00026586660462347034,0.9999999646574738,2296.1310449624234,pade8,Pade-8,II,17.6,20
359.65831048400537,-5.1448028588662083e-05,0.1286200714716552,0.00026585428097498145,0.9999999646607501,2306.408310484005,pade8,Pade-8,II,17.65,20
367.4355760903345,-5.144802858981104e-05,0.1286200714745276,0.0002658640316745168,0.999999964658158,2316.6855760903345,pade8,Pade-8,II,17.7,20
375.21284173148865,-5.1448027988760966e-05,0.12862006997190242,0.0002658602905383827,0.9999999646591524,2326.962841731489,pade8,Pade-8,II,17.75,20
