A,v,vth,delta,resid
0.0590857614022725,1.2208013323792046,1.2208013217552858,1.0623918855756642e-08,2.747276611277837e-05
0.0590857612961075,1.2208013170890695,1.2208013195617635,-2.472694049515667e-09,4.971132939512155e-07
0.0590857612961075,1.220801503443266,1.2208013195617635,1.838815024690632e-07,8.64577730429074e-07
0.0590857613615594,1.2208014213202198,1.2208013209140942,1.0040612563599893e-07,1.2124170438114036e-05
0.0590857613075259,1.220801456854704,1.2208013197976844,1.370570197334331e-07,2.3778200201165324e-06
0.0590857612947794,1.2208015144052533,1.2208013195343232,1.9487093005920997e-07,8.64577730429074e-07
0.0590857613075259,1.2208014381858443,1.2208013197976844,1.1838815994202889e-07,2.3778200201165324e-06
0.0590857612947794,1.2208014302290362,1.2208013195343232,1.106947129514424e-07,8.64577730429074e-07
0.0590857613075259,1.220801425603883,1.2208013197976844,1.0580619869138275e-07,2.3778200201165324e-06
0.0590857612961075,1.2208013926169419,1.2208013195617635,7.305517835121123e-08,8.64577730429074e-07
0.0590857613075259,1.220801325805631,1.2208013197976844,6.007946584674073e-09,2.3778200201165324e-06
0.0590857613075259,1.220801325805631,1.2208013197976844,6.007946584674073e-09,2.3778200201165324e-06
0.0590857613075259,1.220801417832342,1.2208013197976844,9.80346577250657e-08,2.3778200201165324e-06
0.0590857612961075,1.2208018761515982,1.2208013195617635,5.565898346659992e-07,4.971132939512155e-07
0.0590857613615594,1.2208013957817134,1.2208013209140942,7.486761921526863e-08,1.2124170438114036e-05
0.0590857613075259,1.2208014105119827,1.2208013197976844,9.071429829532462e-08,2.3778200201165324e-06
0.0590857613075259,1.2208014445586362,1.2208013197976844,1.2476095179181357e-07,2.3778200201165324e-06
0.0590857612947794,1.2208014110923455,1.2208013195343232,9.155802227489573e-08,8.64577730429074e-07
0.0590857613615594,1.2208013258903914,1.2208013209140942,4.976297152126108e-09,1.2124170438114036e-05
0.0590857612961075,1.2208013785998841,1.2208013195617635,5.903812061447411e-08,8.64577730429074e-07
0.0590857612961075,1.2208013785998841,1.2208013195617635,5.903812061447411e-08,8.64577730429074e-07
0.0590857612961075,1.2208013746291155,1.2208013195617635,5.5067352011661796e-08,8.64577730429074e-07
0.0590857613075259,1.2208013834275042,1.2208013197976844,6.36298198575247e-08,2.3778200201165324e-06
0.0590857612961075,1.2208013926169419,1.2208013195617635,7.305517835121123e-08,8.64577730429074e-07
0.0590857613075259,1.220801456854704,1.2208013197976844,1.370570197334331e-07,2.3778200201165324e-06
0.0590857613615594,1.2208014284991917,1.2208013209140942,1.0758509749742018e-07,1.2124170438114036e-05
0.0590857612961075,1.220801503443266,1.2208013195617635,1.838815024690632e-07,8.64577730429074e-07
0.0590857613075259,1.2208013235405473,1.2208013197976844,3.742862908495681e-09,2.3778200201165324e-06
0.0590857612961075,1.2208014100828612,1.2208013195617635,9.052109772866856e-08,8.64577730429074e-07
0.0590857612961075,1.2208014100828612,1.2208013195617635,9.052109772866856e-08,8.64577730429074e-07
0.0590857613075259,1.2208013235405473,1.2208013197976844,3.742862908495681e-09,2.3778200201165324e-06
0.0590857613075259,1.2208013170890797,1.2208013197976844,-2.7086046738844516e-09,2.3778200201165324e-06
0.0590857612961075,1.2208013991254336,1.2208013195617635,7.956367009676057e-08,8.64577730429074e-07
0.0590857612961075,1.2208013704200014,1.2208013195617635,5.085823784334309e-08,8.64577730429074e-07
0.0590857613615594,1.2208013258903914,1.2208013209140942,4.976297152126108e-09,1.2124170438114036e-05
