method,t,double_nfit,float32_nfit,nfit_difference_cells,double_A_over_h2,float32_A_over_h2,A_relative_difference,double_relL2,float32_relL2,runtime_s
ismail,6.0,94.37434607828163,94.37434607528712,-2.9945113055873662e-09,0.6525450030795151,0.6525450142642077,1.714010920891875e-08,0.00011592714710302891,0.00011591618369529176,17.678115844726562
