case,h,method,kappa,cell,time,rho_F,mode_type,edge_HP_over_h2,ahead_HP_over_h2,peak_rel_cells,centroid_rel_cells,ahead_energy_fraction,core35_energy_fraction,fit_center_rel_cells,fit_A_over_h2,fit_relL2,fit_corr,track_started
h001_mid_k5,0.01,midpoint,5,39,0.39,1.0566329057692634,real,0.026997696769767102,0.0014743182917061517,5.0,0.32806217190500025,0.3860645502216804,0.9999999494460802,,,,,False
h001_mid_k5,0.01,midpoint,5,40,0.4,1.0566329057692634,real,0.027603768318613768,0.001698761132654584,5.0,0.45738354388885166,0.4373435573096537,0.9999999650498035,,,,,False
h001_mid_k5,0.01,midpoint,5,41,0.41000000000000003,1.0566329057692634,real,0.02774633987342099,0.0015769925480697677,5.0,0.3500273016926763,0.3943645731099859,0.9999999494209085,,,,,False
h001_mid_k5,0.01,midpoint,5,42,0.42,1.0566329057692634,real,0.02826422162735095,0.0018023529139473157,5.0,0.4785721517137243,0.4454412478167574,0.9999999651560669,,,,,False
h001_mid_k5,0.01,midpoint,5,43,0.43,1.0566329057692634,real,0.028251669635698393,0.0016622109038702533,5.0,0.3702830386415466,0.401976582675222,0.9999999502177579,,,,,False
h001_mid_k5,0.01,midpoint,5,44,0.44,1.0566329057692634,real,0.028582481483738324,0.00187793869713601,5.0,0.4975127550873239,0.45266533225717087,0.9999999645794613,,,,,False
h001_mid_k5,0.01,midpoint,5,45,0.45,1.0566329057692634,real,0.02836133094306176,0.001714349220467802,5.0,0.38789428574346113,0.4085729339322221,0.9999999501390608,,,,,False
h001_mid_k5,0.01,midpoint,5,46,0.46,1.0566329057692634,real,0.02850352752833912,0.0019092087507920916,5.0,0.51062666476073,0.4576643591539874,0.9999999632849572,,,,,False
h001_mid_k5,0.01,midpoint,5,47,0.47000000000000003,1.0566329057692634,real,0.028067512402177214,0.0017216182730843829,5.0,0.3996153098358032,0.4129520658132901,0.9999999496415629,,,,,False
h001_mid_k5,0.01,midpoint,5,48,0.48,1.0566329057692634,real,0.02800586379912059,0.0018868140138431325,5.0,0.5164241825586157,0.459896031201733,0.9999999611684195,,,,,False
h001_mid_k5,0.01,midpoint,5,49,0.49,1.0566329057692634,real,0.027352226941611272,0.0016768028653079137,5.0,0.40359426709218726,0.4144270475606901,0.9999999485594898,,,,,False
h001_mid_k5,0.01,midpoint,5,50,0.5,1.0566329057692634,real,0.02704255219672262,0.001804937408242722,5.0,0.5143153076234989,0.4591499410367641,0.9999999574572305,,,,,False
h001_mid_k5,0.01,midpoint,5,51,0.51,1.0566329057692634,real,0.026126331506456865,0.0015745613459613229,5.0,0.39997972641316026,0.4130316249792833,0.9999999461246244,,,,,False
h001_mid_k5,0.01,midpoint,5,52,0.52,1.0566329057692634,real,0.02563121853459897,0.001662868732956424,5.0,0.501152225183114,0.4541787728256869,0.9999999517584399,,,,,False
h001_mid_k5,0.01,midpoint,5,53,0.53,1.0566329057692634,real,0.024401767716791818,0.0014200607479947505,5.0,0.38849208434319343,0.4086126186505568,0.9999999428649867,,,,,False
h001_mid_k5,0.01,midpoint,5,54,0.54,1.0566329057692634,real,0.023636403493451308,0.0014644715599408014,5.0,0.47930960103749726,0.4458489173543592,0.9999999425000164,,,,,False
h001_mid_k5,0.01,midpoint,5,55,0.55,1.0566329057692634,real,0.02212652092065475,0.0012194760506704398,5.0,0.3681860607249943,0.4007709845753568,0.9999999363453392,,,,,False
h001_mid_k5,0.01,midpoint,5,56,0.56,1.0566329057692634,real,0.021137562640684948,0.0012264771572169464,5.0,0.44735124792246483,0.4335176401246853,0.9999999280763093,,,,,False
h001_mid_k5,0.01,midpoint,5,57,0.5700000000000001,1.0566329057692634,real,0.01933393243421218,0.000992051551973852,5.0,0.3416973510563229,0.39040395125603994,0.9999999262077699,,,,,False
h001_mid_k5,0.01,midpoint,5,58,0.58,1.0566329057692634,real,0.01803765360595033,0.0009659495315719535,5.0,0.4103126407944002,0.41906640874795276,0.9999999014944765,,,,,False
h001_mid_k5,0.01,midpoint,5,59,0.59,1.0566329057692634,real,0.015925685153231162,0.0007512827351837915,5.0,0.31367692788963975,0.37921708605904597,0.9999999055066479,,,,,False
h001_mid_k5,0.01,midpoint,5,60,0.6,1.0566329057692634,real,0.014329368699564684,0.0006992619248356572,5.0,0.3701584429777819,0.4032033439230366,0.9999998483177678,,,,,False
h001_mid_k5,0.01,midpoint,5,61,0.61,1.0566329057692634,real,0.01194893252445448,0.0005144909098298339,5.0,0.2897298209050306,0.36934332802241726,0.9999998578234593,,,,,False
h001_mid_k5,0.01,midpoint,5,62,0.62,1.0566329057692634,real,0.010092012448926943,0.0004464000813168987,5.0,0.3341020880531745,0.3889211531965665,0.9999997123766636,,,,,False
h001_mid_k5,0.01,midpoint,5,63,0.63,1.0566329057692634,real,0.007524460132960354,0.00029797974712335334,5.0,0.2842014441562138,0.3666522319335304,0.9999996969313758,,,,,False
h001_mid_k5,0.01,midpoint,5,64,0.64,1.0566329057692634,real,0.005375388672597414,0.00022123915890618723,5.0,0.33038065122915306,0.39040513997857434,0.9999990515202178,,,,,False
h001_mid_k5,0.01,midpoint,5,65,0.65,1.0566329057692634,real,0.0027189258216263326,0.00010814587434898544,5.0,0.36397177073262926,0.4070952757058011,0.9999979813559196,,,,,False
h001_mid_k5,0.01,midpoint,5,66,0.66,1.0566329057692634,real,0.0008663944929635903,3.198363807494677e-05,5.0,-1.015753902216644,0.2591606987311183,0.999964191391732,,,,,False
h001_mid_k5,0.01,midpoint,5,67,0.67,1.0566329057692634,real,0.002277385188599114,5.678464376389324e-05,5.0,-0.2535717827871017,0.19812252010987835,0.9999976038754159,,,,,False
h001_mid_k5,0.01,midpoint,5,68,0.68,1.0566329057692634,real,0.004737511672525394,0.00013340400710351515,5.0,-0.10302715204219039,0.2391324370473477,0.9999989888965247,,,,,False
h001_mid_k5,0.01,midpoint,5,69,0.6900000000000001,1.0566329057692634,real,0.007195056176461506,0.0002281646508820554,5.0,0.05093912971967701,0.28442259050919866,0.9999996816425208,,,,,False
h001_mid_k5,0.01,midpoint,5,70,0.7000000000000001,1.0566329057692634,real,0.009653371714415312,0.0003012208848832948,5.0,0.02381882669589585,0.274872061852669,0.999999723039457,,,,,False
h001_mid_k5,0.01,midpoint,5,71,0.71,1.0566329057692634,real,0.011781455416858749,0.00042099014157239947,5.0,0.1383396742480904,0.3149934911865497,0.9999998369426817,,,,,False
h001_mid_k5,0.01,midpoint,5,72,0.72,1.0566329057692634,real,0.014220862867110535,0.0004883245882023703,5.0,0.08111558549303369,0.2941925754520029,0.9999998426432867,,,,,False
h001_mid_k5,0.01,midpoint,5,73,0.73,1.0566329057692634,real,0.016043884106341284,0.0006419598821618717,5.0,0.20603148810819583,0.3404521479077901,0.9999998785711921,,,,,False
h001_mid_k5,0.01,midpoint,5,74,0.74,1.0566329057692634,real,0.018436548734702043,0.00069922268623864,5.0,0.12988505055817381,0.3119111676319755,0.9999998806383695,,,,,False
h001_mid_k5,0.01,midpoint,5,75,0.75,1.0566329057692634,real,0.02000987055608718,0.0008933280835065092,5.0,0.2671622205718538,0.36403965469591615,0.9999998963834628,,,,,False
h001_mid_k5,0.01,midpoint,5,76,0.76,1.0566329057692634,real,0.022284770197377603,0.0009376878081691659,5.0,0.18008114417126328,0.33062279162998726,0.999999896445056,,,,,False
h001_mid_k5,0.01,midpoint,5,77,0.77,1.0566329057692634,real,0.0237294583027363,0.0011788287755186658,5.0,0.32489770133549967,0.3864845983807526,0.9999999047982459,,,,,False
h001_mid_k5,0.01,midpoint,5,78,0.78,1.0566329057692634,real,0.025974017878895316,0.00121566360512954,5.0,0.2307637988932279,0.3497699700031861,0.999999904918621,,,,,False
h001_mid_k5,0.01,midpoint,5,79,0.79,1.0566329057692634,real,0.02740579140325189,0.0015181443140106154,5.0,0.38384950341067015,0.4093047474152211,0.9999999130017962,,,,,False
h001_mid_k5,0.01,midpoint,5,80,0.8,1.0566329057692634,real,0.02960180765299889,0.0015524939229817581,5.0,0.28593890642681746,0.3706563072863723,0.9999999083880438,,,,,False
h001_mid_k5,0.01,midpoint,5,81,0.81,1.0566329057692634,real,0.031263302916693235,0.0019431452536372797,5.0,0.4462284935111882,0.43320357737355975,0.9999999206986888,,,,,False
h001_mid_k5,0.01,midpoint,5,82,0.8200000000000001,1.0566329057692634,real,0.033392569344649556,0.0019896994860415193,5.0,0.3500420622807118,0.39476000478089607,0.9999999116307088,,,,,False
h001_mid_k5,0.01,midpoint,5,83,0.8300000000000001,1.0566329057692634,real,0.03526215601781498,0.002501205005948425,5.0,0.5211624012416214,0.4614083978617319,0.9999999289749388,,,,,False
h001_mid_k5,0.01,midpoint,5,84,0.84,1.0566329057692634,real,0.037019841245055723,0.0025656233883752854,5.0,0.43287334448772347,0.4254118658659315,0.9999999138503655,,,,,False
h001_mid_k5,0.01,midpoint,5,85,0.85,1.0566329057692634,real,0.03888557068120727,0.0032129185865267572,5.0,0.6122826599714942,0.49493805468753116,0.9999999347279114,,,,,False
h001_mid_k5,0.01,midpoint,5,86,0.86,1.0566329057692634,real,0.04002150285347057,0.0032953207407839346,5.0,0.5359018116585974,0.46275748903773206,0.999999914821734,,,,,False
h001_mid_k5,0.01,midpoint,5,87,0.87,1.0566329057692634,real,0.04162064414627454,0.004069869082298731,5.0,0.7177806675738014,0.5326140594853247,0.9999999372864892,,,,,False
h001_mid_k5,0.01,midpoint,5,88,0.88,1.0566329057692634,real,0.04201196414585137,0.004159577260394251,5.0,0.6547978111283409,0.504692873999601,0.9999999143745018,,,,,False
h001_mid_k5,0.01,midpoint,5,89,0.89,1.0566329057692634,real,0.04310640707060192,0.00502088804984711,5.0,0.8322878609581754,0.5719713336518474,0.9999999357727504,,,,,False
h001_mid_k5,0.01,midpoint,5,90,0.9,1.0566329057692634,real,0.04269033836723116,0.005083018561956449,5.0,0.7827286988006005,0.5483201812860026,0.999999911185056,,,,,False
h001_mid_k5,0.01,midpoint,5,91,0.91,1.0566329057692634,real,0.044690350624542255,0.0059551147159294035,5.0,0.9446600456015282,0.608820896877051,0.9999999294758349,,,,,False
h001_mid_k5,0.01,midpoint,5,92,0.92,1.0566329057692634,real,0.04239601394309595,0.005949264723004241,5.0,0.9041712675841787,0.5881367327602222,0.9999999061261315,,,,,False
h001_mid_k5,0.01,midpoint,5,93,0.93,1.0566329057692634,real,0.045354453176514875,0.006744430070304225,5.0,1.0458791314035896,0.6404991844451465,0.9999999187653259,,,,,False
h001_mid_k5,0.01,midpoint,5,94,0.9400000000000001,1.0566329057692634,real,0.04267322401335214,0.006619164029841695,5.0,1.0075400606060165,0.6208157532633745,0.9999998965841447,,,,,False
h001_mid_k5,0.01,midpoint,5,95,0.9500000000000001,1.0566329057692634,real,0.04490752062738372,0.007251884797239151,5.0,1.1249848845984758,0.6643012361109955,0.9999999024009742,,,,,False
h001_mid_k5,0.01,midpoint,5,96,0.96,1.0566329057692634,real,0.042002772873598146,0.006964119113721815,5.0,1.0812298131481681,0.6436096130258238,0.9999998805572899,,,,,False
h001_mid_k5,0.01,midpoint,5,97,0.97,1.0566329057692634,real,0.04339063143269848,0.0073552091313517235,5.0,1.1774122019648725,0.6801314279839589,0.9999998757134388,,,,,False
h001_mid_k5,0.01,midpoint,5,98,0.98,1.0566329057692634,real,0.04017633114771033,0.006845900108620349,5.0,1.1226659193623616,0.65708790766572,0.9999998500204896,,,,,False
h001_mid_k5,0.01,midpoint,5,99,0.99,1.0566329057692634,real,0.04049544171784724,0.006900466354865591,5.0,1.1955226878934027,0.6867942234931083,0.999999827346237,,,,,False
h001_mid_k5,0.01,midpoint,5,100,1.0,1.0566329057692634,real,0.03684312206773704,0.006123359873729266,5.0,1.1213834287755227,0.6590445706190298,0.9999997857936165,,,,,False
h001_mid_k5,0.01,midpoint,5,101,1.01,1.0566329057692634,real,0.03592944980606005,0.005795368436629658,5.0,1.1642982190487057,0.6802683156010266,0.9999997302408621,,,,,False
h001_mid_k5,0.01,midpoint,5,102,1.02,1.0566329057692634,real,0.03174102160943277,0.004794273400245134,5.0,1.0619578734813238,0.6446138154017897,0.9999996385242247,,,,,False
h001_mid_k5,0.01,midpoint,5,103,1.03,1.0566329057692634,real,0.02943356212175242,0.0041652046158262845,5.0,1.0740043640893402,0.6566884539488431,0.99999949866864,,,,,False
h001_mid_k5,0.01,midpoint,5,104,1.04,1.0566329057692634,real,0.024552364886339176,0.003108811836513033,5.0,0.9473583932112701,0.6130911260575133,0.9999992308302635,,,,,False
h001_mid_k5,0.01,midpoint,5,105,1.05,1.0566329057692634,real,0.02088015605674734,0.002393256147925671,5.0,0.9313276354582278,0.6152800707959746,0.9999987599004071,,,,,False
h001_mid_k5,0.01,midpoint,5,106,1.06,1.0566329057692634,real,0.015416803144799728,0.0015240718191806121,5.0,0.8136904690932872,0.5754407381528669,0.9999975066216334,,,,,False
h001_mid_k5,0.01,midpoint,5,107,1.07,1.0566329057692634,real,0.010532877980319393,0.0009469785847594642,5.0,0.8108609768056185,0.5853794926317233,0.9999938611124356,,,,,False
h001_mid_k5,0.01,midpoint,5,108,1.08,1.0566329057692634,real,0.004703234285791703,0.00040263583385951484,5.0,0.6795377199083803,0.6097124097937177,0.9999647056598967,,,,,False
h001_mid_k5,0.01,midpoint,5,109,1.09,1.0566329057692634,real,0.003663641684940464,5.208095976029963e-05,5.0,-1.1039992793455915,0.014505541986611123,0.9999114768430077,,,,,False
h001_mid_k5,0.01,midpoint,5,110,1.1,1.0566329057692634,real,0.009896925227255039,0.0002524253488920713,5.0,-0.20461888390134372,0.20981286687034006,0.9999898469109907,,,,,False
h001_mid_k5,0.01,midpoint,5,111,1.11,1.0566329057692634,real,0.016538076562611814,0.0005136346480504287,5.0,-0.03337936240009342,0.2581619401881315,0.9999957044537101,,,,,False
h001_mid_k5,0.01,midpoint,5,112,1.12,1.0566329057692634,real,0.023957534334943215,0.0009527414901297398,5.0,0.1446528635593769,0.3210801653685551,0.9999977248035722,,,,,False
h001_mid_k5,0.01,midpoint,5,113,1.1300000000000001,1.0566329057692634,real,0.029945571511856842,0.0012515116361545345,5.0,0.12458438104140636,0.31255519586637265,0.9999983757528522,,,,,False
h001_mid_k5,0.01,midpoint,5,114,1.1400000000000001,1.0566329057692634,real,0.03617169188278588,0.00201452713506294,5.0,0.3562875133004042,0.39965526911771876,0.99999880368696,,,,,False
h001_mid_k5,0.01,midpoint,5,115,1.1500000000000001,1.0566329057692634,real,0.04091761848644505,0.0024089341920536123,5.0,0.30313585676047194,0.37825207569326275,0.9999989569496234,,,,,False
h001_mid_k5,0.01,midpoint,5,116,1.16,1.0566329057692634,real,0.0450590853884061,0.003589434400074275,5.0,0.5792403221078646,0.4827552789936472,0.9999991162083464,,,,,False
h001_mid_k5,0.01,midpoint,5,117,1.17,1.0566329057692634,real,0.04835340951120248,0.0041740592237863835,5.0,0.5323079968945362,0.46090454263662023,0.9999991442320876,,,,,False
h001_mid_k5,0.01,midpoint,5,118,1.18,1.0566329057692634,real,0.049688259503023406,0.005809126943512405,5.0,0.830056038413887,0.5709528304129075,0.9999992084160961,,,,,False
h001_mid_k5,0.01,midpoint,5,119,1.19,1.0566329057692634,real,0.05145116276954509,0.00666071370829644,5.0,0.8103987343283521,0.5551363543514412,0.9999991828193981,,,,,False
h001_mid_k5,0.01,midpoint,5,120,1.2,1.0566329057692634,real,0.05435504200056883,0.008683770689380449,5.0,1.1064567851588214,0.6580414771702429,0.9999991888662436,,,,,False
