case,sign,cell,time,rank,rho_F,max_ahead_HP_over_h2,fit_center_rel_cells,fit_A_over_h2,fit_relL2,fit_corr,candidate_peak_cell,candidate_peak_amp,edge_HP_over_h2
h002_mid_k20,-1,38,0.76,2,1.130946548553021,0.11411650782310015,167.24265760170601,0.06174583724940485,0.8371741297012216,0.5469364465447539,167,0.11411650782310015,0.05418537899480919
h002_mid_k20,-1,38,0.76,3,1.130946548553021,0.11411650782310015,161.53363231668573,0.024222571709354435,0.9767380545741419,0.21443594089312695,163,0.044386380579096496,0.05418537899480919
h002_mid_k20,-1,38,0.76,4,1.130946548553021,0.11411650782310015,150.56825993882774,0.008346931975324845,0.9972539123162694,0.07405831735797395,152,0.0068126957218119545,0.05418537899480919
h002_mid_k20,-1,40,0.8,1,1.130946548553021,0.0949307183979198,162.73956833856346,0.0524557535727166,0.8935605393264594,0.448942716344309,164,0.09056352384607963,0.031827841668933286
h002_mid_k20,-1,40,0.8,2,1.130946548553021,0.0949307183979198,168.10102174982558,0.048449372217510084,0.9096060345372335,0.4154718545623142,171,0.021750786191315243,0.031827841668933286
h002_mid_k20,-1,40,0.8,3,1.130946548553021,0.0949307183979198,168.1010218910027,0.048449366034642616,0.9098323044610516,0.41497611709481835,168,0.0949307183979198,0.031827841668933286
h002_mid_k20,-1,40,0.8,4,1.130946548553021,0.0949307183979198,148.77613350298827,0.00824383743212175,0.9974380322783214,0.07153580757040541,150,0.00698532516906394,0.031827841668933286
h002_mid_k20,-1,42,0.84,1,1.130946548553021,0.11890809068676253,163.84351543437117,0.06186587754637112,0.8411438894652508,0.5408113878380062,168,0.046872451604124454,0.033106058859839235
h002_mid_k20,-1,42,0.84,2,1.130946548553021,0.11890809068676253,163.84351493936083,0.06186589392220318,0.8415175799170465,0.5402297314018891,164,0.11890809068676253,0.033106058859839235
h002_mid_k20,-1,42,0.84,3,1.130946548553021,0.11890809068676253,158.19320880216537,0.021883420589287488,0.9815916032638035,0.19099194852662263,160,0.04426325402247267,0.033106058859839235
h002_mid_k20,-1,42,0.84,4,1.130946548553021,0.11890809068676253,172.74807061560102,0.012408369595305852,0.9940838547452543,0.10861532918891359,172,0.025170815547901675,0.033106058859839235
h002_mid_k20,-1,42,0.84,5,1.130946548553021,0.11890809068676253,147.12918516911066,0.00821991604962754,0.9973081930351161,0.07332372129830513,148,0.007087119278152715,0.033106058859839235
h002_mid_k20,-1,44,0.88,1,1.130946548553021,0.09887369652494186,165.059032537014,0.05615098998681202,0.881327343139569,0.47250620549845523,164,0.09887369652494186,0.03813350731958325
h002_mid_k20,-1,44,0.88,2,1.130946548553021,0.09887369652494186,159.4217085376398,0.05110042287383076,0.902823500026382,0.43001131124670844,156,0.007337282463638939,0.03813350731958325
h002_mid_k20,-1,44,0.88,3,1.130946548553021,0.09887369652494186,159.42170797524432,0.05110041997519008,0.9029089627340909,0.42983183341214737,160,0.09627937150239456,0.03813350731958325
h002_mid_k20,-1,44,0.88,4,1.130946548553021,0.09887369652494186,171.83579395994343,0.02501308605842394,0.9775121250544017,0.21087921986679545,173,0.03340002173510744,0.03813350731958325
h002_mid_k20,-1,44,0.88,5,1.130946548553021,0.09887369652494186,145.65903664368557,0.008300496565423383,0.9974041972237903,0.07200602308395,147,0.00714990014422835,0.03813350731958325
h002_mid_k20,-1,46,0.92,1,1.130946548553021,0.11234853153892997,160.4894973527721,0.05886589547803192,0.8740424191779111,0.4858496161134886,160,0.11234853153892997,0.03235514566376389
h002_mid_k20,-1,46,0.92,2,1.130946548553021,0.11234853153892997,155.0289518119347,0.026678390489462814,0.9754463759875674,0.22023707129527742,157,0.051520093353789924,0.03235514566376389
h002_mid_k20,-1,46,0.92,3,1.130946548553021,0.11234853153892997,165.86807760711417,0.02470640803226928,0.9789524996180701,0.204088224774318,165,0.043319514924911755,0.03235514566376389
h002_mid_k20,-1,46,0.92,4,1.130946548553021,0.11234853153892997,174.45285834376875,0.010256297678253978,0.996397357480238,0.08480746433185442,173,0.02983016260755173,0.03235514566376389
h002_mid_k20,-1,46,0.92,5,1.130946548553021,0.11234853153892997,144.02634463347988,0.008278279993214583,0.9972776244149902,0.07373832003235149,145,0.007352252883258072,0.03235514566376389
h002_mid_k20,-1,48,0.96,1,1.130946548553021,0.1037709162372632,170.55948902571458,0.053675846958320825,0.9213445203280384,0.3887470576885396,174,0.017957342095903217,0.050355741462109464
h002_mid_k20,-1,48,0.96,2,1.130946548553021,0.1037709162372632,170.55948440773227,0.05367586858498092,0.9219119722306474,0.3873994262486693,171,0.08264922155423152,0.050355741462109464
h002_mid_k20,-1,48,0.96,3,1.130946548553021,0.1037709162372632,170.49997996345564,0.0536561621448795,0.9219876596306956,0.38721926022437525,166,0.026193195732029297,0.050355741462109464
h002_mid_k20,-1,48,0.96,4,1.130946548553021,0.1037709162372632,156.15599000468535,0.052668017816733734,0.9242003130418208,0.381908079743543,153,0.014661127142647345,0.050355741462109464
h002_mid_k20,-1,48,0.96,5,1.130946548553021,0.1037709162372632,156.15598963521984,0.05266803639401926,0.9251843305870628,0.3795180554811174,157,0.1037709162372632,0.050355741462109464
h002_mid_k20,-1,50,1.0,1,1.130946548553021,0.11509948036647003,171.2340858660341,0.06945617203183463,0.888326326173733,0.4592127374394998,171,0.10714060769809798,0.03535436176314851
h002_mid_k20,-1,50,1.0,2,1.130946548553021,0.11509948036647003,157.2016978360931,0.05887685567111391,0.9212906001057964,0.3888748258202139,161,0.04481910161005802,0.03535436176314851
