h,Ldom,x0,phi_right,method,kappa,dt,N,fixed_point_residual,solve_runtime_s,spectrum_runtime_s,ritz_iterations,edge_energy_fraction,right_edge_energy_fraction,left_edge_energy_fraction,lambda1_real,lambda1_imag,lambda1_abs,lambda1_residual,lambda2_real,lambda2_imag,lambda2_abs,lambda2_residual,lambda3_real,lambda3_imag,lambda3_abs,lambda3_residual,lambda4_real,lambda4_imag,lambda4_abs,lambda4_residual,rho_F,mode_type
0.02,16.0,8.001814692820414,0.25,midpoint,5,0.004,800,2.2387216525032727e-09,4.791606426239014,0.38535189628601074,420,0.9911048659171828,0.6833610369115485,0.3077438290056343,-1.0392104054523292,0.0,1.0392104054523292,3.6730654918366544e-07,-0.65750911186788,-0.7656318357217049,1.009212732807051,0.029693215454234187,-0.65750911186788,0.7656318357217049,1.009212732807051,0.029693215454234187,-0.9355590253611376,-0.3119895227039339,0.9862089799893885,0.16718167490205613,1.0392104054523292,real
0.02,16.0,8.001814692820414,0.25,midpoint,10,0.002,800,6.792694184909465e-10,6.905614852905273,0.3683459758758545,260,0.9995188564419758,0.7942649693706147,0.2052538870713611,-1.1190315587981696,0.0,1.1190315587981696,2.1148428713470993e-12,-0.9726741421969562,-0.3941284252631035,1.0494914018223105,2.307377241025144e-05,-0.9726741421969562,0.3941284252631035,1.0494914018223105,2.307377241025144e-05,-0.5802208860753914,-0.8348754365228441,1.0166972367166747,0.044001483638803816,1.1190315587981696,real
0.02,16.0,8.001814692820414,0.25,midpoint,20,0.001,800,2.73690353696622e-10,10.91132140159607,0.6636512279510498,220,0.9996037217816379,0.7949059328942593,0.20469778888737866,-1.1309465485501229,0.0,1.1309465485501229,1.508862206095708e-11,-0.9725513432020967,-0.4104811910328046,1.0556282126562895,3.80313070965776e-05,-0.9725513432020967,0.4104811910328046,1.0556282126562895,3.80313070965776e-05,-0.5471586602343171,-0.8293051684424955,0.9935439909107441,0.16013732986078758,1.1309465485501229,real
