case,sign,cell,time,rank,rho_F,max_ahead_HP_over_h2,fit_center_rel_cells,fit_A_over_h2,fit_relL2,fit_corr,candidate_peak_cell,candidate_peak_amp,edge_HP_over_h2
h002_mid_k20,1,110,2.2,2,1.130946548553021,0.11526703558950802,170.24410081240126,0.06350609345490615,0.7602865064783889,0.6495878909484741,171,0.0915053626993545,0.0954186566284361
h002_mid_k20,1,110,2.2,3,1.130946548553021,0.11526703558950802,169.49997994862326,0.0615357242137388,0.8187649753739135,0.5741288314489659,165,0.041638279272836906,0.0954186566284361
h002_mid_k20,1,110,2.2,4,1.130946548553021,0.11526703558950802,108.11218728718586,0.08280404091550826,0.8404409749856634,0.541903097947546,107,0.11526703558950802,0.0954186566284361
h002_mid_k20,1,110,2.2,5,1.130946548553021,0.11526703558950802,108.11219143151277,0.08280403830806751,0.8479273336885155,0.5301124755972878,110,0.05305989366032063,0.0954186566284361
h002_mid_k20,1,112,2.24,1,1.130946548553021,0.11607196741002077,171.69522706042164,0.07381875808079956,0.772732147120234,0.6347322496982116,176,0.006827790844625566,0.06782522536860158
h002_mid_k20,1,112,2.24,2,1.130946548553021,0.11607196741002077,171.69522450736451,0.07381878828336415,0.7803406413324774,0.6253546861460447,171,0.11278403151161402,0.06782522536860158
h002_mid_k20,1,112,2.24,3,1.130946548553021,0.11607196741002077,171.6952216017827,0.0738187865875204,0.7838741468372401,0.6209197387103977,168,0.041686610891607134,0.06782522536860158
h002_mid_k20,1,112,2.24,4,1.130946548553021,0.11607196741002077,110.11425490147508,0.07306443899821377,0.8792191354159202,0.4764175814540032,110,0.08550567194225825,0.06782522536860158
h002_mid_k20,1,112,2.24,5,1.130946548553021,0.11607196741002077,103.04555442423475,0.06472569197845877,0.8882319426421078,0.45939527214614134,99,0.01868410395916769,0.06782522536860158
h002_mid_k20,1,114,2.2800000000000002,1,1.130946548553021,0.09780596091508646,104.47250539687832,0.07926959882261227,0.8713292550531596,0.4906988172886761,105,0.09780596091508646,0.03272214473401461
h002_mid_k20,1,114,2.2800000000000002,2,1.130946548553021,0.09780596091508646,112.20995309870602,0.07006341818175095,0.9113704191358537,0.4115871221553682,110,0.06561748280381954,0.03272214473401461
h002_mid_k20,1,114,2.2800000000000002,3,1.130946548553021,0.09780596091508646,112.20996238562066,0.07006344227584818,0.9143798214710989,0.40485743427345094,115,0.07059151594187667,0.03272214473401461
h002_mid_k20,1,114,2.2800000000000002,4,1.130946548553021,0.09780596091508646,167.366417591654,0.03567545648890467,0.9391683425283779,0.3434571652950325,167,0.07290382611355133,0.03272214473401461
h002_mid_k20,1,114,2.2800000000000002,5,1.130946548553021,0.09780596091508646,172.65382648162426,0.033774373884894585,0.9434421818263741,0.3315371013185265,172,0.05781599962418526,0.03272214473401461
h002_mid_k20,1,116,2.32,1,1.130946548553021,0.09863425699018744,168.28359163639914,0.05251340094488489,0.8633580623812083,0.5045917717535292,167,0.07199560061290118,0.054675679710434785
h002_mid_k20,1,116,2.32,2,1.130946548553021,0.09863425699018744,105.86105846752116,0.06706622728796686,0.9063959707362508,0.42242909965234393,106,0.09863425699018744,0.054675679710434785
h002_mid_k20,1,116,2.32,3,1.130946548553021,0.09863425699018744,99.69731505628454,0.05972377326123989,0.9181317668135098,0.39627523108049895,96,0.04744039851899823,0.054675679710434785
h002_mid_k20,1,116,2.32,4,1.130946548553021,0.09863425699018744,99.69731704453352,0.05972370929938274,0.922354166144083,0.38634543118387327,99,0.09205398034701055,0.054675679710434785
h002_mid_k20,1,116,2.32,5,1.130946548553021,0.09863425699018744,162.30945621298395,0.03628323222846565,0.9377060051256669,0.34742977412890597,163,0.0647967308110813,0.054675679710434785
h002_mid_k20,1,118,2.36,1,1.130946548553021,0.09768754497066459,170.9163738722948,0.08305762944729463,0.705253371238851,0.7089553458125806,175,0.012877364977664514,0.08836933787280055
h002_mid_k20,1,118,2.36,2,1.130946548553021,0.09768754497066459,170.91637656851333,0.08305754568936002,0.7274780977068059,0.6861309039511971,171,0.09732701200782055,0.08836933787280055
h002_mid_k20,1,118,2.36,3,1.130946548553021,0.09768754497066459,170.9163857253236,0.08305754920344462,0.7557159209734572,0.654899570000805,167,0.033242035311791124,0.08836933787280055
h002_mid_k20,1,118,2.36,4,1.130946548553021,0.09768754497066459,100.88311392441892,0.06853664262052474,0.9006232145099842,0.4346007656294487,101,0.09768754497066459,0.08836933787280055
