method,h,kappa,time_end,max_ahead_HP_over_h2,n_clean_packet_snapshots_relL2_lt_0p02,best_profile_relL2,note
gl6,0.01,5,6.0,0.2016995690795903,0,0.4859118778482238,strong mixed forward high-frequency field; no isolated clean packet within t<=6
