case,cell,time,q,q_gauge,hp_edge
h0.02_k20_min,34,0.68,0.004906051402780071,0.004906051402780071,0.004889577894419775
h0.02_k20_min,35,0.7000000000000001,-0.0055503128827429134,0.0055503128827429134,0.005551520609603534
h0.02_k20_min,36,0.72,0.006266826932242434,0.006266826932242434,0.006239151347229942
h0.02_k20_min,37,0.74,-0.007088300409428432,0.007088300409428432,0.007082568345001985
h0.02_k20_min,38,0.76,0.007999278794680903,0.007999278794680903,0.007953577983230428
h0.02_k20_min,39,0.78,-0.009044731937455915,0.009044731937455915,0.009024406630057458
h0.02_k20_min,40,0.8,0.010200277950184373,0.010200277950184373,0.010126024873309197
h0.02_k20_min,41,0.8200000000000001,-0.011527443926105406,0.011527443926105406,0.0114795800731452
h0.02_k20_min,42,0.84,0.012988563889444076,0.012988563889444076,0.012869043889077841
h0.02_k20_min,43,0.86,-0.014667624833364472,0.014667624833364472,0.014570244307713715
h0.02_k20_min,44,0.88,0.016507009166349958,0.016507009166349958,0.016314956357602682
h0.02_k20_min,45,0.9,-0.01862118712784069,0.01862118712784069,0.01843661335409934
h0.02_k20_min,46,0.92,0.02092255582461947,0.02092255582461947,0.020608942230581035
h0.02_k20_min,47,0.9400000000000001,-0.02356635234001366,0.02356635234001366,0.023225203236788665
h0.02_k20_min,48,0.96,0.02642073218193991,0.02642073218193991,0.02588912815128324
h0.02_k20_min,49,0.98,-0.02969269876488096,0.02969269876488096,0.029062004514954005
h0.02_k20_min,50,1.0,0.033188012276652065,0.033188012276652065,0.03224218260487016
h0.02_k20_min,51,1.02,-0.03717301737821742,0.03717301737821742,0.035991577393648055
h0.02_k20_min,52,1.04,0.04136986627818813,0.04136986627818813,0.039606078502937216
h0.02_k20_min,53,1.06,-0.046099119759313384,0.046099119759313384,0.04384460267077547
h0.02_k20_min,54,1.08,0.050978684569527324,0.050978684569527324,0.047567225252279306
h0.02_k20_min,55,1.1,-0.05634734556823763,0.05634734556823763,0.05197698893940638
h0.02_k20_min,56,1.12,0.06170694305626457,0.06170694305626457,0.055002148232808745
h0.02_k20_min,57,1.1400000000000001,-0.06732539502473743,0.06732539502473743,0.058845020476486654
h0.02_k20_min,58,1.16,0.07259771941107447,0.07259771941107447,0.06040633719861855
h0.02_k20_min,59,1.18,-0.07757864416093072,0.07757864416093072,0.0626241791036454
h0.02_k20_min,60,1.2,0.08160899489553876,0.08160899489553876,0.0668758064772344
h0.02_k20_min,61,1.22,-0.08440009614188926,0.08440009614188926,0.06632920296889037
h0.02_k20_min,62,1.24,0.08537678283269257,0.08537678283269257,0.07302493932397636
h0.02_k20_min,63,1.26,-0.08396129987797595,0.08396129987797595,0.08196783960396722
h0.02_k20_min,64,1.28,0.07977568574621494,0.07977568574621494,0.09135789306162916
h0.02_k20_min,65,1.3,-0.07255466294110452,0.07255466294110452,0.09680699680044313
h0.02_k20_min,66,1.32,0.06184997701243886,0.06184997701243886,0.1009584481417584
h0.02_k20_min,67,1.34,-0.04923741490179118,0.04923741490179118,0.09949513695910805
h0.02_k20_min,68,1.36,0.0337689208042312,0.0337689208042312,0.10015288682850684
h0.02_k20_min,69,1.3800000000000001,-0.020178553254992102,0.020178553254992102,0.09168827912455757
h0.02_k20_min,70,1.4000000000000001,0.006919309103854701,0.006919309103854701,0.10164594739187043
h0.02_k20_min,71,1.42,0.0013895002452285125,-0.0013895002452285125,0.11370052506414524
h0.02_k20_min,72,1.44,-0.00702174141344838,-0.00702174141344838,0.11757221103047637
h0.02_k20_min,73,1.46,0.009973283439143533,-0.009973283439143533,0.11118024918870924
h0.02_k20_min,74,1.48,-0.012376212403219261,-0.012376212403219261,0.09724632807552605
h0.02_k20_min,75,1.5,0.01487594114551562,-0.01487594114551562,0.10758887893730666
h0.02_k20_min,76,1.52,-0.019044767168331977,-0.019044767168331977,0.11358907156836937
h0.02_k20_min,77,1.54,0.02327107193485503,-0.02327107193485503,0.10746124979519155
h0.02_k20_min,78,1.56,-0.029967970325290697,-0.029967970325290697,0.10439741677628545
h0.02_k20_min,79,1.58,0.03470828329956144,-0.03470828329956144,0.11684880530592004
h0.02_k20_min,80,1.6,-0.0404748186148086,-0.0404748186148086,0.11628601342777016
h0.02_k20_min,81,1.62,0.04192604128670961,-0.04192604128670961,0.10285472801866706
h0.02_k20_min,82,1.6400000000000001,-0.038946344482306924,-0.038946344482306924,0.10222902639882413
h0.02_k20_min,83,1.6600000000000001,0.028349901091472562,-0.028349901091472562,0.110537304784065
h0.02_k20_min,84,1.68,-0.014660291382313551,-0.014660291382313551,0.11037622232404523
h0.02_k20_min,85,1.7,-0.001162134165687992,0.001162134165687992,0.09847559074191362
h0.02_k20_min,86,1.72,0.012532448997548917,0.012532448997548917,0.11292647661033005
h0.02_k20_min,87,1.74,-0.019022879795752935,0.019022879795752935,0.11641111159416821
h0.02_k20_min,88,1.76,0.021398739612045612,0.021398739612045612,0.10864943148749745
h0.02_k20_min,89,1.78,-0.021846791093345575,0.021846791093345575,0.09866685417195331
h0.02_k20_min,90,1.8,0.016824950758693072,0.016824950758693072,0.11412913712787033
h0.02_k20_max,0,0.0,-0.001350335784668543,0.001350335784668543,0.0013503357855488066
h0.02_k20_max,1,0.02,0.0015269547680885668,0.0015269547680885668,0.0015267510917435416
h0.02_k20_max,2,0.04,-0.0017270206955957372,0.0017270206955957372,0.0017262732004953945
h0.02_k20_max,3,0.06,0.0019527983480814525,0.0019527983480814525,0.0019524264693707991
h0.02_k20_max,4,0.08,-0.0022086732839984376,0.0022086732839984376,0.0022070468093685794
h0.02_k20_max,5,0.1,0.002497214043700375,0.002497214043700375,0.0024960102162835006
h0.02_k20_max,6,0.12,-0.002824423997177746,0.002824423997177746,0.0028209415874531464
h0.02_k20_max,7,0.14,0.00319302275184845,0.00319302275184845,0.0031895780835591073
h0.02_k20_max,8,0.16,-0.0036113514707145624,0.0036113514707145624,0.003606323457675467
h0.02_k20_max,9,0.18,0.004081920471187703,0.004081920471187703,0.004072508007205841
h0.02_k20_max,10,0.2,-0.0046165079601831,0.0046165079601831,0.0046027299095137125
h0.02_k20_max,11,0.22,0.00521661797933587,0.00521661797933587,0.005198315053530411
h0.02_k20_max,12,0.24,-0.005899318638836125,0.005899318638836125,0.005873048947514394
h0.02_k20_max,13,0.26,0.0066633522022521065,0.0066633522022521065,0.006625766810589586
h0.02_k20_max,14,0.28,-0.007534357705508091,0.007534357705508091,0.0074827385893800145
h0.02_k20_max,15,0.3,0.00850498906457272,0.00850498906457272,0.008428303437433261
h0.02_k20_max,16,0.32,-0.009614699771400793,0.009614699771400793,0.00951570568287805
h0.02_k20_max,17,0.34,0.010844324273898462,0.010844324273898462,0.010697206208131683
h0.02_k20_max,18,0.36,-0.012255344469478865,0.012255344469478865,0.012069561931997286
h0.02_k20_max,19,0.38,0.0138072569562744,0.0138072569562744,0.013542388489473998
h0.02_k20_max,20,0.4,-0.015596317513579285,0.015596317513579285,0.015253967685031967
h0.02_k20_max,21,0.42,0.0175452467542766,0.0175452467542766,0.017074256309676922
h0.02_k20_max,22,0.44,-0.01980412997085184,0.01980412997085184,0.019183517232416465
h0.02_k20_max,23,0.46,0.022235282663875627,0.022235282663875627,0.0214113390815769
h0.02_k20_max,24,0.48,-0.02506911782820338,0.02506911782820338,0.023962797956033136
h0.02_k20_max,25,0.5,0.028074021665470985,0.028074021665470985,0.02663522300972875
h0.02_k20_max,26,0.52,-0.03159391059764254,0.03159391059764254,0.029635465680714346
h0.02_k20_max,27,0.54,0.03525941679364518,0.03525941679364518,0.03274075448586216
h0.02_k20_max,28,0.56,-0.03956284658307921,0.03956284658307921,0.03609780498901721
h0.02_k20_max,29,0.58,0.04394751417869208,0.04394751417869208,0.039524483393009284
h0.02_k20_max,30,0.6,-0.049073705292081465,0.049073705292081465,0.0429751029859415
h0.02_k20_max,31,0.62,0.054155924417753305,0.054155924417753305,0.046396940084625145
h0.02_k20_max,32,0.64,-0.05999522479325798,0.05999522479325798,0.04996503378396921
h0.02_k20_max,33,0.66,0.06556799209453229,0.06556799209453229,0.05259458172850224
h0.02_k20_max,34,0.68,-0.07169891421367919,0.07169891421367919,0.05917495136833816
h0.02_k20_max,35,0.7000000000000001,0.07718495575527323,0.07718495575527323,0.06108339539142503
h0.02_k20_max,36,0.72,-0.08263744098765272,0.08263744098765272,0.06538372767030266
h0.02_k20_max,37,0.74,0.08686012157664376,0.08686012157664376,0.06478873370654817
h0.02_k20_max,38,0.76,-0.08991159474553242,0.08991159474553242,0.06725205140840142
h0.02_k20_max,39,0.78,0.09105069652191097,0.09105069652191097,0.07202101040674282
h0.02_k20_max,40,0.8,-0.08934824051337772,0.08934824051337772,0.07946908217648577
h0.02_k20_max,41,0.8200000000000001,0.08544314260221417,0.08544314260221417,0.08654677783725577
h0.02_k20_max,42,0.84,-0.07682317820757123,0.07682317820757123,0.0969832716832165
h0.02_k20_max,43,0.86,0.06690723367720892,0.06690723367720892,0.10362284694442137
h0.02_k20_max,44,0.88,-0.05145864171770784,0.05145864171770784,0.10566876711308694
h0.02_k20_max,45,0.9,0.0373946901352591,0.0373946901352591,0.1054512616722984
h0.02_k20_max,46,0.92,-0.020356047839674103,0.020356047839674103,0.09551135591323787
h0.02_k20_max,47,0.9400000000000001,0.00852642258023758,0.00852642258023758,0.10171241947745921
h0.02_k20_max,48,0.96,0.0020683417703449515,-0.0020683417703449515,0.11080697826676451
h0.02_k20_max,49,0.98,-0.007110805488258706,-0.007110805488258706,0.11026377217976793
h0.02_k20_max,50,1.0,0.010795992580225202,-0.010795992580225202,0.10631829194599894
h0.02_k20_max,51,1.02,-0.012935167409873907,-0.012935167409873907,0.09909935369142221
h0.02_k20_max,52,1.04,0.01615911938702986,-0.01615911938702986,0.11500589378987436
h0.02_k20_max,53,1.06,-0.019914156084459376,-0.019914156084459376,0.11935818821273118
h0.02_k20_max,54,1.08,0.02539785326115933,-0.02539785326115933,0.11125892250554473
h0.02_k20_max,55,1.1,-0.03144929613565562,-0.03144929613565562,0.09917740143640068
h0.02_k20_max,56,1.12,0.03708631978062277,-0.03708631978062277,0.10863662031251783
h0.02_k20_max,57,1.1400000000000001,-0.0432392982517388,-0.0432392982517388,0.10958656398549349
h0.02_k20_max,58,1.16,0.044502290136498764,-0.044502290136498764,0.10113513769772804
h0.02_k20_max,59,1.18,-0.04115044107814332,-0.04115044107814332,0.10932509912004815
h0.02_k20_max,60,1.2,0.03120359119466576,-0.03120359119466576,0.11673680198809229
h0.02_k20_max,61,1.22,-0.014074546593494497,-0.014074546593494497,0.11217022114001703
h0.02_k20_max,62,1.24,-1.2637415672736487e-05,1.2637415672736487e-05,0.09659058443345671
h0.02_k20_max,63,1.26,0.014006365348078679,0.014006365348078679,0.10571100557496753
h0.02_k20_max,64,1.28,-0.02029141203850642,0.02029141203850642,0.11425208101593365
h0.02_k20_max,65,1.3,0.022602422033155677,0.022602422033155677,0.10911226155676738
h0.02_k20_max,66,1.32,-0.022620530119150946,0.022620530119150946,0.1030975551581362
h0.02_k20_max,67,1.34,0.018612773011898346,0.018612773011898346,0.11684360212363129
h0.02_k20_max,68,1.36,-0.011478985965683976,0.011478985965683976,0.1180585804740782
h0.02_k20_max,69,1.3800000000000001,0.006675878653254767,0.006675878653254767,0.10562368345867318
h0.02_k20_max,70,1.4000000000000001,-0.004993414189805041,0.004993414189805041,0.1009149862258334
h0.02_k20_max,71,1.42,0.00586900539363114,0.00586900539363114,0.11180948775831073
h0.02_k20_max,72,1.44,-0.012304807710687836,0.012304807710687836,0.11271943852151495
h0.02_k20_max,73,1.46,0.022193948363652793,0.022193948363652793,0.1014653777743289
h0.02_k20_max,74,1.48,-0.02980184242317157,0.02980184242317157,0.11010778465341267
h0.02_k20_max,75,1.5,0.03546169946164623,0.03546169946164623,0.1142529452318853
