fixed_phase,fixed_map_n_unstable,fixed_map_rho_min,fixed_map_rho_max,branch_types_unchanged_vs_original,max_relative_rho_change_vs_original,h001_k5_q001_observed_delay_cells,h001_k5_q001_predicted_delay_cells,h002_k20_q001_observed_delay_cells,h002_k20_q001_predicted_delay_cells,min_growth_fit_R2,max_abs_growth_slope_relative_error
0.25,25,1.0392158733797932,1.1327947230332227,25,0.0007736382650999983,43.0,42.33342914234376,23.0,23.496710561077084,0.9983010265468564,0.0989040139273909
