cell,time,q,q_gauge,abs_q,hp_edge,case,map_kind,h,kappa,phi_right,seed_class,case_short
14,0.28,-0.0075120885621948,0.0075120885621948,0.0075120885621948,0.0065879083029,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
15,0.3,0.0084691847518473,0.0084691847518473,0.0084691847518473,0.0095691919361479,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
16,0.32,-0.0095425094305783,0.0095425094305783,0.0095425094305783,0.0114843249898817,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
17,0.34,0.0107336832785417,0.0107336832785417,0.0107336832785417,0.0117539505557409,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
18,0.36,-0.0121127412027265,0.0121127412027265,0.0121127412027265,0.0144810844223873,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
19,0.38,0.0136151988267216,0.0136151988267216,0.0136151988267216,0.016526603197558,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
20,0.4,-0.0153549819998066,0.0153549819998066,0.0153549819998066,0.0187904520318998,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
21,0.42,0.0172392413064448,0.0172392413064448,0.0172392413064448,0.0183167206714033,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
22,0.44,-0.0194603960720617,0.0194603960720617,0.0194603960720617,0.0198038279524877,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
23,0.46,0.0218726229152645,0.0218726229152645,0.0218726229152645,0.0190580335559747,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
24,0.48,-0.0246991846490066,0.0246991846490066,0.0246991846490066,0.0215864500438829,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
25,0.5,0.0277551413365263,0.0277551413365263,0.0277551413365263,0.0208528321673439,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
26,0.52,-0.0313223278870754,0.0313223278870754,0.0313223278870754,0.0278750934566909,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
27,0.54,0.0350638586195106,0.0350638586195106,0.0350638586195106,0.0283340175504398,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
28,0.56,-0.0394322925735274,0.0394322925735274,0.0394322925735274,0.0344485630962115,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
29,0.58,0.0438701114126002,0.0438701114126002,0.0438701114126002,0.0368208745428317,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
30,0.6,-0.0490060344470044,0.0490060344470044,0.0490060344470044,0.0433889713983356,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
31,0.62,0.0539306991398707,0.0539306991398707,0.0539306991398707,0.0480152847215186,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
32,0.64,-0.0593972960526847,0.0593972960526847,0.0593972960526847,0.0525644129642244,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
33,0.66,0.0644332323217727,0.0644332323217727,0.0644332323217727,0.054684423251806,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
34,0.68,-0.069631931641406,0.069631931641406,0.069631931641406,0.0619428118610691,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
35,0.7000000000000001,0.0744029051565739,0.0744029051565739,0.0744029051565739,0.0605928113810828,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
36,0.72,-0.0791532038469219,0.0791532038469219,0.0791532038469219,0.0623491692401094,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
37,0.74,0.0831813675334634,0.0831813675334634,0.0831813675334634,0.06107510095576,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
38,0.76,-0.0863798094808948,0.0863798094808948,0.0863798094808948,0.0631993050482374,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
39,0.78,0.0881374303536436,0.0881374303536436,0.0881374303536436,0.0635034966461437,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
40,0.8,-0.0879127649163948,0.0879127649163948,0.0879127649163948,0.0611934160184929,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
41,0.8200000000000001,0.0851904634419995,0.0851904634419995,0.0851904634419995,0.0615774029358689,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
42,0.84,-0.0779954547470484,0.0779954547470484,0.0779954547470484,0.0589724281821647,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
43,0.86,0.0682826275817376,0.0682826275817376,0.0682826275817376,0.0556885163502789,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
44,0.88,-0.0520468935764525,0.0520468935764525,0.0520468935764525,0.0524381275614181,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
45,0.9,0.0371131296068136,0.0371131296068136,0.0371131296068136,0.0469304286583398,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
46,0.92,-0.0195973085509651,0.0195973085509651,0.0195973085509651,0.0523209346312645,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
47,0.94,0.0085790094850828,0.0085790094850828,0.0085790094850828,0.0612937958980685,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
48,0.96,0.0005936384896075,-0.0005936384896075,0.0005936384896075,0.0554646045050477,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
49,0.98,-0.0044881789689817,-0.0044881789689817,0.0044881789689817,0.0438954261567256,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
50,1.0,0.0068999067168754,-0.0068999067168754,0.0068999067168754,0.0268153039107971,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
51,1.02,-0.0078662184616444,-0.0078662184616444,0.0078662184616444,0.0222703698223656,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
52,1.04,0.0097491390980674,-0.0097491390980674,0.0097491390980674,0.0240332698507779,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
53,1.06,-0.0120248298945549,-0.0120248298945549,0.0120248298945549,0.0334672745680992,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
54,1.08,0.0161944924346632,-0.0161944924346632,0.0161944924346632,0.0412078120900423,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
55,1.1,-0.0210923413348284,-0.0210923413348284,0.0210923413348284,0.0483893914561354,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
56,1.12,0.0256898798585501,-0.0256898798585501,0.0256898798585501,0.0396744993658391,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
57,1.14,-0.0305172378545891,-0.0305172378545891,0.0305172378545891,0.029077984356859,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
58,1.16,0.0315209398964987,-0.0315209398964987,0.0315209398964987,0.0273676619860822,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
59,1.18,-0.0291564320936371,-0.0291564320936371,0.0291564320936371,0.0390394250223169,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
60,1.2,0.0205319539248545,-0.0205319539248545,0.0205319539248545,0.043317666929451,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
61,1.22,-0.0048745614886762,-0.0048745614886762,0.0048745614886762,0.0359322530412843,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
62,1.24,-0.0089122561578364,0.0089122561578364,0.0089122561578364,0.0131521939767358,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
63,1.26,0.0230459485906683,0.0230459485906683,0.0230459485906683,0.0103271867911284,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
64,1.28,-0.0306588436415901,0.0306588436415901,0.0306588436415901,0.0333056454955336,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
65,1.3,0.0348710768920654,0.0348710768920654,0.0348710768920654,0.0517981486552785,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
66,1.32,-0.0367974320938291,0.0367974320938291,0.0367974320938291,0.0714277164050469,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
67,1.34,0.0337619555817434,0.0337619555817434,0.0337619555817434,0.0793089028454235,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
68,1.36,-0.0246846932703425,0.0246846932703425,0.0246846932703425,0.0801400288038566,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
69,1.38,0.0177958618928391,0.0177958618928391,0.0177958618928391,0.0680422855607798,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
70,1.4,-0.0134113264546402,0.0134113264546402,0.0134113264546402,0.0563897058134865,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
71,1.42,0.0117157653905295,0.0117157653905295,0.0117157653905295,0.0432811984564293,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
72,1.44,-0.0136812061279684,0.0136812061279684,0.0136812061279684,0.0538789658275806,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
73,1.46,0.0185938878731158,0.0185938878731158,0.0185938878731158,0.0569395598032329,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
74,1.48,-0.0244405941638655,0.0244405941638655,0.0244405941638655,0.0512635479426616,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
75,1.5,0.0294992324776902,0.0294992324776902,0.0294992324776902,0.0377201453776462,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
0,0.0,-0.0013503357855488,0.0013503357855488,0.0013503357855488,0.0027920335729428,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
1,0.02,0.001526751802276,0.001526751802276,0.001526751802276,0.0042689441790003,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
2,0.04,-0.0017251028717748,0.0017251028717748,0.0017251028717748,0.0021774742415582,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
3,0.06,0.0019494203535781,0.0019494203535781,0.0019494203535781,0.0040891849947699,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
4,0.08,-0.0022038399910503,0.0022038399910503,0.0022038399910503,0.0021763311320342,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
5,0.1,0.0024908015124346,0.0024908015124346,0.0024908015124346,0.0040580994722421,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
6,0.12,-0.0028162897869064,0.0028162897869064,0.0028162897869064,0.0020551397614658,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
7,0.14,0.0031832603848255,0.0031832603848255,0.0031832603848255,0.004077713892351,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
8,0.16,-0.0035999192550944,0.0035999192550944,0.0035999192550944,0.0027124798159895,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
9,0.18,0.0040690408297339,0.0040690408297339,0.0040690408297339,0.0036490696759643,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
10,0.2,-0.0045971631671407,0.0045971631671407,0.0045971631671407,0.0007024133183512,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
11,0.22,0.0051976607510073,0.0051976607510073,0.0051976607510073,0.0036634676500099,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
12,0.24,-0.0058805663503394,0.0058805663503394,0.0058805663503394,0.0024069447412242,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
13,0.26,0.0066518663598527,0.0066518663598527,0.0066518663598527,0.0065415145206315,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
14,0.28,-0.007511461372071,0.007511461372071,0.007511461372071,0.0065887052696019,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
15,0.3,0.0084681913510599,0.0084681913510599,0.0084681913510599,0.009567471673513,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
16,0.32,-0.0095417023040393,0.0095417023040393,0.0095417023040393,0.0114859671970498,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
17,0.34,0.0107324952755495,0.0107324952755495,0.0107324952755495,0.0117511507880131,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
18,0.36,-0.0121117062442391,0.0121117062442391,0.0121117062442391,0.0144833934293047,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
19,0.38,0.0136137352679999,0.0136137352679999,0.0136137352679999,0.0165220172828165,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
20,0.4,-0.0153536531671456,0.0153536531671456,0.0153536531671456,0.0187928879203717,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
21,0.42,0.0172374779726372,0.0172374779726372,0.0172374779726372,0.0183112560361555,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
22,0.44,-0.0194587444527449,0.0194587444527449,0.0194587444527449,0.0198056747463886,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
23,0.46,0.021870527050086,0.021870527050086,0.021870527050086,0.019051954089715,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
24,0.48,-0.0246971861742587,0.0246971861742587,0.0246971861742587,0.0215877542666371,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
25,0.5,0.0277527129301045,0.0277527129301045,0.0277527129301045,0.0208466790843965,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
26,0.52,-0.0313199728038357,0.0313199728038357,0.0313199728038357,0.0278759797035632,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
27,0.54,0.0350610858456667,0.0350610858456667,0.0350610858456667,0.0283285834693265,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
28,0.56,-0.0394296072284764,0.0394296072284764,0.0394296072284764,0.0344499602934148,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
29,0.58,0.0438670279302836,0.0438670279302836,0.0438670279302836,0.0368165347010153,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
30,0.6,-0.0490030568628049,0.0490030568628049,0.0490030568628049,0.0433901508845585,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
31,0.62,0.0539272882055002,0.0539272882055002,0.0539272882055002,0.0480123512203021,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
32,0.64,-0.0593940172246313,0.0593940172246313,0.0593940172246313,0.052563580766328,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
33,0.66,0.0644295608178165,0.0644295608178165,0.0644295608178165,0.0546819468605807,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
34,0.68,-0.0696285608026208,0.0696285608026208,0.0696285608026208,0.06194119610446,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
35,0.7000000000000001,0.0743993397796713,0.0743993397796713,0.0743993397796713,0.0605910300543976,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
36,0.72,-0.0791503484427711,0.0791503484427711,0.0791503484427711,0.0623477897707806,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
37,0.74,0.0831787008501707,0.0831787008501707,0.0831787008501707,0.0610747398277744,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
38,0.76,-0.0863784665894049,0.0863784665894049,0.0863784665894049,0.0631971937207292,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
39,0.78,0.0881366738956475,0.0881366738956475,0.0881366738956475,0.0635034309423393,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
40,0.8,-0.0879138836107092,0.0879138836107092,0.0879138836107092,0.0611912620095308,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
41,0.8200000000000001,0.0851923535946043,0.0851923535946043,0.0851923535946043,0.0615775790774969,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
42,0.84,-0.0779993325680325,0.0779993325680325,0.0779993325680325,0.0589736637809421,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
43,0.86,0.0682870733207206,0.0682870733207206,0.0682870733207206,0.0556883611328612,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
44,0.88,-0.0520528350687462,0.0520528350687462,0.0520528350687462,0.0524385239037348,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
45,0.9,0.0371190689034416,0.0371190689034416,0.0371190689034416,0.0469315981706927,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
46,0.92,-0.0196034249531137,0.0196034249531137,0.0196034249531137,0.0523144173602771,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
47,0.94,0.0085842905732734,0.0085842905732734,0.0085842905732734,0.061293327081166,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
48,0.96,0.0005888983085354,-0.0005888983085354,0.0005888983085354,0.0554626972741694,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
49,0.98,-0.0044841553877873,-0.0044841553877873,0.0044841553877873,0.0438999721317939,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
50,1.0,0.0068956160964174,-0.0068956160964174,0.0068956160964174,0.0268150275089074,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
51,1.02,-0.0078617887500243,-0.0078617887500243,0.0078617887500243,0.0222676256566283,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
52,1.04,0.009743777169523,-0.009743777169523,0.009743777169523,0.0240311911887693,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
53,1.06,-0.01201893904297,-0.01201893904297,0.01201893904297,0.0334666734659481,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
54,1.08,0.0161878530238009,-0.0161878530238009,0.0161878530238009,0.0412131706641213,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
55,1.1,-0.0210855044208974,-0.0210855044208974,0.0210855044208974,0.0483929611461477,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
56,1.12,0.025682733127019,-0.025682733127019,0.025682733127019,0.0396851566837474,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
57,1.14,-0.0305100734375911,-0.0305100734375911,0.0305100734375911,0.0290842956150683,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
58,1.16,0.0315142897448853,-0.0315142897448853,0.0315142897448853,0.0273548071513119,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
59,1.18,-0.0291522272615413,-0.0291522272615413,0.0291522272615413,0.0390336526083497,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
60,1.2,0.0205299041468835,-0.0205299041468835,0.0205299041468835,0.0433153132989704,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
61,1.22,-0.0048751932195196,-0.0048751932195196,0.0048751932195196,0.0359424819815252,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
62,1.24,-0.0089116668177521,0.0089116668177521,0.0089116668177521,0.0131610892106269,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
63,1.26,0.0230458899641484,0.0230458899641484,0.0230458899641484,0.0103163878696454,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
64,1.28,-0.0306598723095369,0.0306598723095369,0.0306598723095369,0.0332954469737334,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
65,1.3,0.0348726429726483,0.0348726429726483,0.0348726429726483,0.051788917307845,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
66,1.32,-0.0368005681328021,0.0368005681328021,0.0368005681328021,0.0714254614509972,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
67,1.34,0.033766116852128,0.033766116852128,0.033766116852128,0.0793112473533306,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
68,1.36,-0.0246893695722492,0.0246893695722492,0.0246893695722492,0.0801460042490041,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
69,1.38,0.0177982366843212,0.0177982366843212,0.0177982366843212,0.0680480946999028,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
70,1.4,-0.013411496137214,0.013411496137214,0.013411496137214,0.0563948382902196,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
71,1.42,0.0117146515838068,0.0117146515838068,0.0117146515838068,0.0432890020365685,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
72,1.44,-0.0136782870058642,0.0136782870058642,0.0136782870058642,0.0538765470505662,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
73,1.46,0.0185884050826291,0.0185884050826291,0.0185884050826291,0.056940569138908,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
74,1.48,-0.0244350979666379,0.0244350979666379,0.0244350979666379,0.0512773114641382,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
75,1.5,0.029494043181483,0.029494043181483,0.029494043181483,0.0377376896840254,h0.02_k20_max,residual_corrected,0.02,20,0.375,max,"h=0.02, k=20, max"
