cell,time,q,q_gauge,abs_q,hp_edge,case,map_kind,h,kappa,phi_right,seed_class,case_short
31,0.62,-0.0034828384820806,0.0034828384820806,0.0034828384820806,0.0012536848388102,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
32,0.64,0.0039318878515288,0.0039318878515288,0.0039318878515288,0.0047765740130009,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
33,0.66,-0.0044485781554135,0.0044485781554135,0.0044485781554135,0.0029218532549574,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
34,0.68,0.0050101679411996,0.0050101679411996,0.0050101679411996,0.0077678705843612,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
35,0.7000000000000001,-0.0056609905879779,0.0056609905879779,0.0056609905879779,0.0066054352391961,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
36,0.72,0.0063778928937719,0.0063778928937719,0.0063778928937719,0.0089670536675506,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
37,0.74,-0.0072072821250063,0.0072072821250063,0.0072072821250063,0.0085386925790405,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
38,0.76,0.0081225976231018,0.0081225976231018,0.0081225976231018,0.0106937000821205,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
39,0.78,-0.0091797571757438,0.0091797571757438,0.0091797571757438,0.0107289204035943,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
40,0.8,0.0103436848471284,0.0103436848471284,0.0103436848471284,0.0120743168787258,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
41,0.8200000000000001,-0.0116922994804844,0.0116922994804844,0.0116922994804844,0.0110466114310489,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
42,0.84,0.0131833495000152,0.0131833495000152,0.0131833495000152,0.0123727815798092,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
43,0.86,-0.0149057224174423,0.0149057224174423,0.0149057224174423,0.0120284783491148,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
44,0.88,0.0168098414904026,0.0168098414904026,0.0168098414904026,0.0128952294374291,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
45,0.9,-0.0190029610045549,0.0190029610045549,0.0190029610045549,0.0156942234030233,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
46,0.92,0.0213855727548919,0.0213855727548919,0.0213855727548919,0.0176821697792467,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
47,0.94,-0.0241027250345056,0.0241027250345056,0.0241027250345056,0.0230876705665709,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
48,0.96,0.0269972254684111,0.0269972254684111,0.0269972254684111,0.0241654756088749,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
49,0.98,-0.0302928838449425,0.0302928838449425,0.0302928838449425,0.0308994785308372,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
50,1.0,0.0337209531831349,0.0337209531831349,0.0337209531831349,0.0341989840830651,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
51,1.02,-0.0375830786194109,0.0375830786194109,0.0375830786194109,0.0398546606286347,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
52,1.04,0.0415600788912693,0.0415600788912693,0.0415600788912693,0.0430339539969807,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
53,1.06,-0.0459545543901025,0.0459545543901025,0.0459545543901025,0.0483901426930933,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
54,1.08,0.0505112801396638,0.0505112801396638,0.0505112801396638,0.0489360057554562,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
55,1.1,-0.0555336131332171,0.0555336131332171,0.0555336131332171,0.0525558247344154,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
56,1.12,0.0607721495440302,0.0607721495440302,0.0607721495440302,0.051691756568585,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
57,1.14,-0.0663991352980183,0.0663991352980183,0.0663991352980183,0.056860823219029,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
58,1.16,0.0719448005563546,0.0719448005563546,0.0719448005563546,0.0569968503500177,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
59,1.18,-0.0774872288810747,0.0774872288810747,0.0774872288810747,0.0599308762579781,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
60,1.2,0.0822252877807153,0.0822252877807153,0.0822252877807153,0.0648037923435885,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
61,1.22,-0.0858185531156697,0.0858185531156697,0.0858185531156697,0.0659356523342404,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
62,1.24,0.0873437761963251,0.0873437761963251,0.0873437761963251,0.0673275991341652,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
63,1.26,-0.0860152916777585,0.0860152916777585,0.0860152916777585,0.0677171579862209,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
64,1.28,0.0810249564569274,0.0810249564569274,0.0810249564569274,0.0660389589585093,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
65,1.3,-0.0727029749997167,0.0727029749997167,0.0727029749997167,0.0645220448377158,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
66,1.32,0.0609818634510785,0.0609818634510785,0.0609818634510785,0.0597553217163849,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
67,1.34,-0.0484978828931049,0.0484978828931049,0.0484978828931049,0.056542591208974,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
68,1.36,0.0338781665197189,0.0338781665197189,0.0338781665197189,0.0522423716106018,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
69,1.38,-0.0218866019728184,0.0218866019728184,0.0218866019728184,0.0564060997736528,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
70,1.4,0.0101573218051771,0.0101573218051771,0.0101573218051771,0.0549525694797492,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
71,1.42,-0.0026040999312775,0.0026040999312775,0.0026040999312775,0.0569589136592812,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
72,1.44,-0.0031260476205931,-0.0031260476205931,0.0031260476205931,0.0407872233245849,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
73,1.46,0.0063677555542885,-0.0063677555542885,0.0063677555542885,0.0330810996585706,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
74,1.48,-0.0091707704463773,-0.0091707704463773,0.0091707704463773,0.0332994287656292,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
75,1.5,0.011951858476852,-0.011951858476852,0.011951858476852,0.0333411609360661,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
76,1.52,-0.016630565944357,-0.016630565944357,0.016630565944357,0.0357200306353534,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
77,1.54,0.0210952674760266,-0.0210952674760266,0.0210952674760266,0.0384850388905438,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
78,1.56,-0.0280678616635172,-0.0280678616635172,0.0280678616635172,0.0407171060636788,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
79,1.58,0.0328484458270022,-0.0328484458270022,0.0328484458270022,0.0381380495686347,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
80,1.6,-0.0383802478326818,-0.0383802478326818,0.0383802478326818,0.0325012385598368,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
81,1.62,0.0394660212172188,-0.0394660212172188,0.0394660212172188,0.0467435249982274,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
82,1.64,-0.0362719403527439,-0.0362719403527439,0.0362719403527439,0.0591622624087039,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
83,1.66,0.0261337973363462,-0.0261337973363462,0.0261337973363462,0.0428611376784178,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
84,1.68,-0.0126407626435102,-0.0126407626435102,0.0126407626435102,0.0311855615245342,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
85,1.7,-0.0025000136216691,0.0025000136216691,0.0025000136216691,0.0061895502581192,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
86,1.72,0.0128493241069235,0.0128493241069235,0.0128493241069235,0.0190614637096778,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
87,1.74,-0.0178548146059967,0.0178548146059967,0.0178548146059967,0.0445947645885438,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
88,1.76,0.0194299702114625,0.0194299702114625,0.0194299702114625,0.056918471434313,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
89,1.78,-0.0188145139507416,0.0188145139507416,0.0188145139507416,0.0774338590972011,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
90,1.8,0.0121576286543368,0.0121576286543368,0.0121576286543368,0.0755150242634017,h0.02_k20_min,True,0.02,20,0.9375,min,"h=0.02, k=20, min"
0,0.0,7.493227665318663e-05,7.493227665318663e-05,7.493227665318663e-05,0.000742672395739,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
1,0.02,-8.567154123367076e-05,8.567154123367076e-05,8.567154123367076e-05,0.0007522943192011,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
2,0.04,9.760733438402728e-05,9.760733438402728e-05,9.760733438402728e-05,0.0012226026332671,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
3,0.06,-0.0001121293825571,0.0001121293825571,0.0001121293825571,0.0006848779178352,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
4,0.08,0.0001271095276157,0.0001271095276157,0.0001271095276157,0.0012269454620151,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
5,0.1,-0.0001444024331808,0.0001444024331808,0.0001444024331808,0.0006286211378147,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
6,0.12,0.0001628952856005,0.0001628952856005,0.0001628952856005,0.001199679639358,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
7,0.14,-0.0001844768457636,0.0001844768457636,0.0001844768457636,0.0007426557912302,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
8,0.16,0.0002084865741867,0.0002084865741867,0.0002084865741867,0.0005217585369794,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
9,0.18,-0.0002368271495059,0.0002368271495059,0.0002368271495059,0.0018478449853803,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
10,0.2,0.0002642224218615,0.0002642224218615,0.0002642224218615,0.0016167104639439,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
11,0.22,-0.0002988278835995,0.0002988278835995,0.0002988278835995,0.0010059030916255,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
12,0.24,0.0003352997043589,0.0003352997043589,0.0003352997043589,0.0015793511371119,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
13,0.26,-0.0003801956613304,0.0003801956613304,0.0003801956613304,0.0013823121697084,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
14,0.28,0.0004286754289384,0.0004286754289384,0.0004286754289384,0.0012638728743745,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
15,0.3,-0.0004854021615048,0.0004854021615048,0.0004854021615048,0.000846989062297,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
16,0.32,0.000549068028181,0.000549068028181,0.000549068028181,0.0003086818737863,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
17,0.34,-0.000621133511223,0.000621133511223,0.000621133511223,0.0015157693736688,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
18,0.36,0.0007000444125521,0.0007000444125521,0.0007000444125521,0.0009413697987231,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
19,0.38,-0.0007929399148593,0.0007929399148593,0.0007929399148593,0.002736147987871,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
20,0.4,0.0008957814732856,0.0008957814732856,0.0008957814732856,0.0008694721364935,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
21,0.42,-0.0010139966134898,0.0010139966134898,0.0010139966134898,0.0031157804383697,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
22,0.44,0.001144984997488,0.001144984997488,0.001144984997488,0.001828582268703,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
23,0.46,-0.0012963351077006,0.0012963351077006,0.0012963351077006,0.0021409300481891,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
24,0.48,0.001465715387156,0.001465715387156,0.001465715387156,0.002247023382508,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
25,0.5,-0.0016614752588727,0.0016614752588727,0.0016614752588727,0.0013324910139746,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
26,0.52,0.0018800393064907,0.0018800393064907,0.0018800393064907,0.0017694142821064,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
27,0.54,-0.0021280058034287,0.0021280058034287,0.0021280058034287,0.0014399934972981,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
28,0.56,0.0024058430862597,0.0024058430862597,0.0024058430862597,0.0020559226046391,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
29,0.58,-0.0027231200098787,0.0027231200098787,0.0027231200098787,0.0006863192288541,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
30,0.6,0.003078362370308,0.003078362370308,0.003078362370308,0.0018103907549593,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
31,0.62,-0.0034834858510512,0.0034834858510512,0.0034834858510512,0.001251471974714,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
32,0.64,0.003932598724828,0.003932598724828,0.003932598724828,0.0047805228678725,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
33,0.66,-0.0044494230438078,0.0044494230438078,0.0044494230438078,0.0029212463757341,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
34,0.68,0.0050111145634802,0.0050111145634802,0.0050111145634802,0.0077702314366753,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
35,0.7000000000000001,-0.0056621076589307,0.0056621076589307,0.0056621076589307,0.0066064357762345,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
36,0.72,0.0063791646219188,0.0063791646219188,0.0063791646219188,0.008968417696718,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
37,0.74,-0.0072087702073753,0.0072087702073753,0.0072087702073753,0.008540860321615,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
38,0.76,0.0081242952177908,0.0081242952177908,0.0081242952177908,0.0106949062305159,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
39,0.78,-0.0091817342620001,0.0091817342620001,0.0091817342620001,0.0107321769393681,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
40,0.8,0.0103459460467421,0.0103459460467421,0.0103459460467421,0.0120749379754305,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
41,0.8200000000000001,-0.0116949146269655,0.0116949146269655,0.0116949146269655,0.0110508682719561,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
42,0.84,0.0131863421377388,0.0131863421377388,0.0131863421377388,0.0123725151158277,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
43,0.86,-0.0149091704884289,0.0149091704884289,0.0149091704884289,0.0120345775863387,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
44,0.88,0.0168137880722981,0.0168137880722981,0.0168137880722981,0.012894581252962,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
45,0.9,-0.0190075070130945,0.0190075070130945,0.0190075070130945,0.0157017438927762,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
46,0.92,0.0213907811641628,0.0213907811641628,0.0213907811641628,0.0176831837434404,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
47,0.94,-0.0241086469270817,0.0241086469270817,0.0241086469270817,0.0230958286901211,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
48,0.96,0.0270039789372412,0.0270039789372412,0.0270039789372412,0.0241688507987739,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
49,0.98,-0.0303004529614507,0.0303004529614507,0.0303004529614507,0.030908789400237,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
50,1.0,0.0337294793210141,0.0337294793210141,0.0337294793210141,0.0342047175164277,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
51,1.02,-0.0375924255006291,0.0375924255006291,0.0375924255006291,0.0398644692745419,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
52,1.04,0.0415704399117032,0.0415704399117032,0.0415704399117032,0.0430407889116663,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
53,1.06,-0.0459656486210567,0.0459656486210567,0.0459656486210567,0.0483987315615016,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
54,1.08,0.0505233430770922,0.0505233430770922,0.0505233430770922,0.0489426867046646,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
55,1.1,-0.0555462842847503,0.0555462842847503,0.0555462842847503,0.0525616316617727,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
56,1.12,0.0607855924551547,0.0607855924551547,0.0607855924551547,0.0516982299265117,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
57,1.14,-0.0664127636628987,0.0664127636628987,0.0664127636628987,0.0568631251222176,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
58,1.16,0.0719585153687483,0.0719585153687483,0.0719585153687483,0.0570064174723311,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
59,1.18,-0.0774999401009779,0.0774999401009779,0.0774999401009779,0.0599394793062843,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
60,1.2,0.082236280472652,0.082236280472652,0.082236280472652,0.0648093512361981,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
61,1.22,-0.0858258072909735,0.0858258072909735,0.0858258072909735,0.065936266222611,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
62,1.24,0.0873458278302135,0.0873458278302135,0.0873458278302135,0.0673323822336354,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
63,1.26,-0.0860101200148952,0.0860101200148952,0.0860101200148952,0.0677138631313394,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
64,1.28,0.0810109311083353,0.0810109311083353,0.0810109311083353,0.0660379303421526,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
65,1.3,-0.0726812891179531,0.0726812891179531,0.0726812891179531,0.0645111367239792,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
66,1.32,0.0609525782076501,0.0609525782076501,0.0609525782076501,0.059747713426797,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
67,1.34,-0.0484652644775845,0.0484652644775845,0.0484652644775845,0.0565288367972599,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
68,1.36,0.0338443313109279,0.0338443313109279,0.0338443313109279,0.0522264356851068,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
69,1.38,-0.0218561254040011,0.0218561254040011,0.0218561254040011,0.0564172109940944,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
70,1.4,0.0101339430479714,0.0101339430479714,0.0101339430479714,0.0549385276929596,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
71,1.42,-0.002587291168727,0.002587291168727,0.002587291168727,0.0569370054773624,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
72,1.44,-0.003136182764215,-0.003136182764215,0.003136182764215,0.0407493978315464,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
73,1.46,0.0063750714801708,-0.0063750714801708,0.0063750714801708,0.0330759145933485,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
74,1.48,-0.0091777614101365,-0.0091777614101365,0.0091777614101365,0.0332930122084347,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
75,1.5,0.0119602042754408,-0.0119602042754408,0.0119602042754408,0.0333341674327416,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
76,1.52,-0.016642322928006,-0.016642322928006,0.016642322928006,0.0357272617211539,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
77,1.54,0.0211081499443499,-0.0211081499443499,0.0211081499443499,0.0384899719855767,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
78,1.56,-0.0280801564919368,-0.0280801564919368,0.0280801564919368,0.0407130793100711,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
79,1.58,0.0328606953602593,-0.0328606953602593,0.0328606953602593,0.0381242466034132,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
80,1.6,-0.0383856576057587,-0.0383856576057587,0.0383856576057587,0.032475383067632,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
81,1.62,0.0394601300467746,-0.0394601300467746,0.0394601300467746,0.0467659293710693,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
82,1.64,-0.036248430586537,-0.036248430586537,0.036248430586537,0.0591430268433752,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
83,1.66,0.0260950395023592,-0.0260950395023592,0.0260950395023592,0.0428128636042832,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
84,1.68,-0.0125935785346886,-0.0125935785346886,0.0125935785346886,0.031111678704368,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
85,1.7,-0.0025410961284821,0.0025410961284821,0.0025410961284821,0.0062133438807675,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
86,1.72,0.0128778858389254,0.0128778858389254,0.0128778858389254,0.0191296793073113,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
87,1.74,-0.017869043178937,0.017869043178937,0.017869043178937,0.0446341992180404,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
88,1.76,0.019438280625839,0.019438280625839,0.019438280625839,0.0569603749050534,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
89,1.78,-0.0188141400760581,0.0188141400760581,0.0188141400760581,0.0774583830371312,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
90,1.8,0.0121455100976039,0.0121455100976039,0.0121455100976039,0.0755211991621637,h0.02_k20_min,residual_corrected,0.02,20,0.9375,min,"h=0.02, k=20, min"
0,0.0,-0.0013503357855488,0.0013503357855488,0.0013503357855488,0.0027920335729428,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
1,0.02,0.0015270478121305,0.0015270478121305,0.0015270478121305,0.0042689412560784,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
2,0.04,-0.0017251420934597,0.0017251420934597,0.0017251420934597,0.0021777818645349,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
3,0.06,0.0019497623923153,0.0019497623923153,0.0019497623923153,0.004088521387979,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
4,0.08,-0.0022039316319486,0.0022039316319486,0.0022039316319486,0.0021777264847313,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
5,0.1,0.0024912063752326,0.0024912063752326,0.0024912063752326,0.0040571052926745,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
6,0.12,-0.0028164508472285,0.0028164508472285,0.0028164508472285,0.0020569733333724,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
7,0.14,0.0031837433689424,0.0031837433689424,0.0031837433689424,0.0040773150363494,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
8,0.16,-0.0036001678691116,0.0036001678691116,0.0036001678691116,0.0027140762941201,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
9,0.18,0.0040696215227639,0.0040696215227639,0.0040696215227639,0.0036490923632278,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
10,0.2,-0.0045975192510376,0.0045975192510376,0.0045975192510376,0.0007032501665519,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
11,0.22,0.005198360667649,0.005198360667649,0.005198360667649,0.0036642423718047,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
12,0.24,-0.0058810506687979,0.0058810506687979,0.0058810506687979,0.0024069744550316,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
13,0.26,0.0066527025650232,0.0066527025650232,0.0066527025650232,0.0065427549451754,h0.02_k20_max,True,0.02,20,0.375,max,"h=0.02, k=20, max"
