label,h,kappa,epsilon,cell,time,hp_edge,hp_ahead_max,hp_ahead_energy,relL2,peak,l2sq,mass
h002_k20_eps023,0.02,20,0.23,0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,8.37758040957297,8.377580389295252
h002_k20_eps023,0.02,20,0.23,1,0.02,0.0036726966442150112,9.687211917810353e-05,1.1417572983123111e-08,1.4406313298719018e-07,1.3333333333021251,8.377580409315447,8.377580389295252
h002_k20_eps023,0.02,20,0.23,2,0.04,0.0012518662913157542,8.186038261157885e-05,8.556229444066548e-09,8.640989441137942e-08,1.3333333333239046,8.377580409056916,8.377580389295252
h002_k20_eps023,0.02,20,0.23,3,0.06,0.002607216615693913,8.295249224334143e-05,8.621265916444498e-09,1.1079134033854789e-07,1.3333333332321708,8.377580408798034,8.37758038929525
h002_k20_eps023,0.02,20,0.23,4,0.08,0.001839401519516366,8.175238599316792e-05,8.412132637734213e-09,9.284292404138526e-08,1.3333333340264755,8.377580408538355,8.377580389295249
h002_k20_eps023,0.02,20,0.23,5,0.1,0.0022581117217222277,8.321179045500288e-05,8.692071076447e-09,1.0136418477999724e-07,1.3333333347052108,8.377580408278114,8.377580389295249
h002_k20_eps023,0.02,20,0.23,6,0.12,0.0021009567469098623,8.371349660870176e-05,8.815443989035053e-09,9.862918241003928e-08,1.333333333675474,8.377580408017177,8.377580389295249
h002_k20_eps023,0.02,20,0.23,7,0.14,0.002341975998556957,8.594649547421142e-05,9.252925061181538e-09,1.0926098998967713e-07,1.3333333344119032,8.377580407755636,8.377580389295252
h002_k20_eps023,0.02,20,0.23,8,0.16,0.0021889751287932696,8.318580926768095e-05,8.649920481588386e-09,1.1632816738312442e-07,1.3333333335097146,8.377580407493433,8.377580389295252
h002_k20_eps023,0.02,20,0.23,9,0.18,0.002561779508462396,8.672555036996706e-05,9.321760039618966e-09,1.332789322597673e-07,1.3333333344327287,8.377580407230598,8.377580389295252
h002_k20_eps023,0.02,20,0.23,10,0.2,0.0033627223709999142,0.0001012381136588325,1.2603155298908779e-08,1.3897251459408294e-07,1.3333333342379659,8.377580406967123,8.37758038929525
h002_k20_eps023,0.02,20,0.23,11,0.22,0.0025816925111713297,9.516336908864642e-05,1.1273143592601067e-08,1.212422530126327e-07,1.333333334386501,8.377580406702966,8.37758038929525
h002_k20_eps023,0.02,20,0.23,12,0.24,0.0025546124253157834,8.920154141200366e-05,9.912531564079072e-09,1.332433124980509e-07,1.3333333344569764,8.377580406438089,8.377580389295252
h002_k20_eps023,0.02,20,0.23,13,0.26,0.0035133299780946885,0.00010281641105855431,1.2988474161013296e-08,1.4580433202748335e-07,1.3333333350512664,8.377580406172859,8.377580389295252
h002_k20_eps023,0.02,20,0.23,14,0.28,0.0018305684938268287,8.384983689684492e-05,8.815533823848814e-09,1.2642490168948795e-07,1.3333333350725805,8.377580405906526,8.377580389295252
h002_k20_eps023,0.02,20,0.23,15,0.3,0.003228274300870533,9.22096675908371e-05,1.0446905702859789e-08,1.4779188988254155e-07,1.3333333347699512,8.377580405640131,8.377580389295254
h002_k20_eps023,0.02,20,0.23,16,0.32,0.0015273671017235352,7.753016603538261e-05,7.531455143612943e-09,1.1645002889980005e-07,1.3333333351841612,8.377580405372557,8.377580389295256
h002_k20_eps023,0.02,20,0.23,17,0.34,0.0024289130180832697,7.809417957594799e-05,7.530026428705555e-09,1.5024211934780407e-07,1.3333333350192194,8.377580405104686,8.377580389295254
h002_k20_eps023,0.02,20,0.23,18,0.36,0.0022426837393287194,8.218889942637463e-05,8.331151902882586e-09,1.3832534189937165e-07,1.3333333342846636,8.377580404836213,8.377580389295254
h002_k20_eps023,0.02,20,0.23,19,0.38,0.002850472082810422,8.971795947622308e-05,9.884658777934553e-09,1.3929203100634344e-07,1.3333333348576466,8.377580404567064,8.377580389295256
h002_k20_eps023,0.02,20,0.23,20,0.4,0.0019353145397269095,7.977987300328558e-05,7.909265565975109e-09,1.331358152877651e-07,1.3333333336284103,8.377580404297095,8.377580389295252
h002_k20_eps023,0.02,20,0.23,21,0.42,0.0021060950642407647,7.589699298363517e-05,7.130177406893148e-09,1.3709270032680587e-07,1.333333334754799,8.377580404026657,8.37758038929525
h002_k20_eps023,0.02,20,0.23,22,0.44,0.002424863929696908,8.30248970436815e-05,8.492375315356302e-09,1.2506465944383623e-07,1.3333333343440867,8.377580403755811,8.377580389295252
h002_k20_eps023,0.02,20,0.23,23,0.46,0.0015055239569682982,7.223303165273795e-05,6.536557382095002e-09,1.2249843684733934e-07,1.3333333346761342,8.377580403484263,8.377580389295252
h002_k20_eps023,0.02,20,0.23,24,0.48,0.0021329231313977214,7.518616701553514e-05,7.0086750332867e-09,1.184111626256794e-07,1.333333333941816,8.377580403212004,8.377580389295252
h002_k20_eps023,0.02,20,0.23,25,0.5,0.0015059709840650579,7.025314676401745e-05,6.16297897164259e-09,1.286341314307306e-07,1.3333333343093487,8.377580402939167,8.377580389295252
h002_k20_eps023,0.02,20,0.23,26,0.52,0.0012111526123688538,6.120700138374673e-05,4.699756671393369e-09,1.313723785188403e-07,1.3333333339770226,8.377580402665538,8.377580389295252
h002_k20_eps023,0.02,20,0.23,27,0.54,0.0022965544420068384,7.567749286778623e-05,7.044792275274232e-09,1.333163563780006e-07,1.333333333788718,8.377580402391837,8.377580389295252
h002_k20_eps023,0.02,20,0.23,28,0.56,0.001267641830239107,6.909790013279952e-05,5.992834277729796e-09,1.0764744796710844e-07,1.3333333340092497,8.377580402117305,8.377580389295252
h002_k20_eps023,0.02,20,0.23,29,0.58,0.0020135982093591968,7.270364444984966e-05,6.572796700464551e-09,1.2647078921968294e-07,1.3333333334323771,8.377580401842506,8.377580389295254
h002_k20_eps023,0.02,20,0.23,30,0.6,0.0015278221433807184,7.10722095661477e-05,6.319467657521782e-09,1.076671763991379e-07,1.333333333767475,8.377580401566856,8.377580389295252
h002_k20_eps023,0.02,20,0.23,31,0.62,0.002306450652514236,7.920232016766829e-05,7.773638000241071e-09,1.1444808840786382e-07,1.3333333338985653,8.377580401290693,8.377580389295252
h002_k20_eps023,0.02,20,0.23,32,0.64,0.001269926376363915,6.94596620450329e-05,6.087131294449447e-09,1.0131433894148239e-07,1.3333333333180413,8.377580401013738,8.377580389295256
h002_k20_eps023,0.02,20,0.23,33,0.66,0.001977746473594855,7.325128481959528e-05,6.697710856861633e-09,1.0457657115087711e-07,1.3333333338732392,8.377580400736283,8.377580389295256
h002_k20_eps023,0.02,20,0.23,34,0.68,0.001506051204591868,7.139719664421622e-05,6.403871096953796e-09,1.0152276263405762e-07,1.3333333333920012,8.377580400458328,8.377580389295256
h002_k20_eps023,0.02,20,0.23,35,0.7000000000000001,0.0015097503816425262,6.80423173964406e-05,5.82343081451997e-09,1.1087301541831162e-07,1.3333333336147124,8.377580400179891,8.377580389295256
h002_k20_eps023,0.02,20,0.23,36,0.72,0.0024280870429418903,8.143783621772278e-05,8.206136968674387e-09,1.124679033309972e-07,1.333333332970629,8.377580399901236,8.377580389295256
h002_k20_eps023,0.02,20,0.23,37,0.74,0.0015651175944900707,7.515726947401565e-05,7.098965920888777e-09,1.0410797504638777e-07,1.3333333333997563,8.37758039962203,8.377580389295257
h002_k20_eps023,0.02,20,0.23,38,0.76,0.002024782213418157,7.521830740171434e-05,7.0619199496899685e-09,1.1143948611519603e-07,1.3333333328905994,8.377580399342385,8.377580389295257
h002_k20_eps023,0.02,20,0.23,39,0.78,0.0022576370344594542,8.252291625266615e-05,8.460121976287142e-09,1.1088183109679322e-07,1.3333333333650867,8.377580399062364,8.377580389295256
h002_k20_eps023,0.02,20,0.23,40,0.8,0.0020273880616837937,8.08513862040423e-05,8.172979470044896e-09,1.0301916648933923e-07,1.3333333334166053,8.37758039878159,8.377580389295257
h002_k20_eps023,0.02,20,0.23,41,0.8200000000000001,0.0023236655726347954,8.336337817347778e-05,8.657235250523872e-09,1.1547983595570875e-07,1.3333333329117312,8.377580398500427,8.377580389295257
h002_k20_eps023,0.02,20,0.23,42,0.84,0.0019242859367192748,7.919119164690784e-05,7.849014139488996e-09,1.021281946418086e-07,1.3333333334046849,8.377580398218438,8.377580389295256
h002_k20_eps023,0.02,20,0.23,43,0.86,0.002292386922349983,8.161220831296406e-05,8.284559135607203e-09,1.1689174557401558e-07,1.3333333331364932,8.377580397936033,8.377580389295256
h002_k20_eps023,0.02,20,0.23,44,0.88,0.00170878809344222,7.539048591822178e-05,7.122320726743188e-09,1.0965934491963174e-07,1.3333333331911503,8.377580397652915,8.377580389295254
h002_k20_eps023,0.02,20,0.23,45,0.9,0.0027612403528046886,8.705552622621846e-05,9.358689218570502e-09,1.2162498448438887e-07,1.3333333331929893,8.377580397369513,8.377580389295256
h002_k20_eps023,0.02,20,0.23,46,0.92,0.0017560373869416426,7.931585251739897e-05,7.88109789567701e-09,1.0904561531651545e-07,1.3333333329428692,8.377580397085508,8.377580389295257
h002_k20_eps023,0.02,20,0.23,47,0.9400000000000001,0.0023631908877012327,8.071802438509503e-05,8.087869652059574e-09,1.2524168018895464e-07,1.3333333330939101,8.377580396801198,8.377580389295256
h002_k20_eps023,0.02,20,0.23,48,0.96,0.002536551656446267,8.744000184487594e-05,9.451107127743392e-09,1.2013874514875933e-07,1.3333333329600168,8.377580396516645,8.377580389295256
h002_k20_eps023,0.02,20,0.23,49,0.98,0.0019916418554135023,8.069887414555609e-05,8.129136565223052e-09,1.1482871050040772e-07,1.3333333333393318,8.377580396231668,8.377580389295256
h002_k20_eps023,0.02,20,0.23,50,1.0,0.002438252524810248,8.327828045016667e-05,8.597803658735212e-09,1.2070349297105554e-07,1.333333332799415,8.377580395946552,8.377580389295256
h002_k20_eps023,0.02,20,0.23,51,1.02,0.002016493809865884,8.058122015663119e-05,8.09122332712408e-09,1.1300009100049957e-07,1.333333333429076,8.377580395661095,8.377580389295254
h002_k20_eps023,0.02,20,0.23,52,1.04,0.0021341690582207824,7.902656685154452e-05,7.76880541279536e-09,1.192340916621151e-07,1.3333333330343047,8.377580395375357,8.377580389295256
h002_k20_eps023,0.02,20,0.23,53,1.06,0.0020985449884937664,7.917816412585773e-05,7.786684119538475e-09,1.2272337887147927e-07,1.3333333329534849,8.377580395089398,8.377580389295252
h002_k20_eps023,0.02,20,0.23,54,1.08,0.0021829365804725246,8.025185081505834e-05,7.990762034781547e-09,1.1592816634735786e-07,1.3333333330897013,8.377580394803024,8.377580389295256
h002_k20_eps023,0.02,20,0.23,55,1.1,0.0019591399732728273,7.742841584778098e-05,7.462785089586848e-09,1.233860188055361e-07,1.3333333327566543,8.37758039451638,8.377580389295256
h002_k20_eps023,0.02,20,0.23,56,1.12,0.001896321147844916,7.494770492199941e-05,6.993623925379116e-09,1.1941470970290814e-07,1.333333332980514,8.377580394229222,8.377580389295254
h002_k20_eps023,0.02,20,0.23,57,1.1400000000000001,0.002534685235824495,8.421294745163081e-05,8.751581969331028e-09,1.23699046134347e-07,1.3333333328586172,8.377580393941845,8.377580389295254
h002_k20_eps023,0.02,20,0.23,58,1.16,0.0016056662412970784,7.506960149441021e-05,7.060964541821677e-09,1.1363162335189254e-07,1.3333333328502028,8.377580393653822,8.377580389295254
h002_k20_eps023,0.02,20,0.23,59,1.18,0.0023805781613015914,7.966261869168344e-05,7.85666891470171e-09,1.2260270786440178e-07,1.3333333327012848,8.377580393365523,8.377580389295256
h002_k20_eps023,0.02,20,0.23,60,1.2,0.0017823573926427849,7.663798833190494e-05,7.326437852914057e-09,1.105510373535882e-07,1.3333333328446944,8.377580393076697,8.377580389295254
h002_k20_eps023,0.02,20,0.23,61,1.22,0.0018519087436257588,7.351091180375337e-05,6.743174961159647e-09,1.1669517100078086e-07,1.3333333328886805,8.377580392787408,8.377580389295252
h002_k20_eps023,0.02,20,0.23,62,1.24,0.002083736807007524,7.761108522091341e-05,7.47858096573557e-09,1.1558969327536488e-07,1.3333333325022454,8.377580392497812,8.377580389295252
h002_k20_eps023,0.02,20,0.23,63,1.26,0.0018047151872279477,7.534977308186606e-05,7.087485776065984e-09,1.0936871005937767e-07,1.3333333329009982,8.37758039220771,8.377580389295252
h002_k20_eps023,0.02,20,0.23,64,1.28,0.0019291846872349023,7.49719284087749e-05,7.00326828129528e-09,1.1750786628733768e-07,1.333333332308298,8.377580391917318,8.377580389295252
h002_k20_eps023,0.02,20,0.23,65,1.3,0.0018684553332888503,7.492628294523158e-05,6.9925722537619275e-09,1.1399402808221179e-07,1.3333333326762449,8.377580391626573,8.377580389295252
h002_k20_eps023,0.02,20,0.23,66,1.32,0.0021916776094873993,7.953548972402395e-05,7.85018181883362e-09,1.1185382913450135e-07,1.3333333325385208,8.37758039133557,8.377580389295254
h002_k20_eps023,0.02,20,0.23,67,1.34,0.0017164036363814421,7.486359376078238e-05,7.014376179521942e-09,1.1097404281050703e-07,1.3333333324519931,8.377580391044308,8.377580389295254
h002_k20_eps023,0.02,20,0.23,68,1.36,0.002094384492210537,7.717085103961138e-05,7.410526271220683e-09,1.1041519876844788e-07,1.3333333325570504,8.377580390752827,8.377580389295256
h002_k20_eps023,0.02,20,0.23,69,1.3800000000000001,0.002028683010480624,7.899544161474806e-05,7.770651278869494e-09,1.1097193619514738e-07,1.3333333325082046,8.377580390461263,8.377580389295256
h002_k20_eps023,0.02,20,0.23,70,1.4000000000000001,0.0016833302338482242,7.330415943459105e-05,6.73443519672753e-09,1.0979565837462873e-07,1.3333333325445271,8.377580390169435,8.377580389295254
h002_k20_eps023,0.02,20,0.23,71,1.42,0.002349140420552047,8.062764524335842e-05,8.05615485061151e-09,1.1601078211434379e-07,1.3333333323469936,8.377580389877707,8.377580389295256
h002_k20_eps023,0.02,20,0.23,72,1.44,0.0016408529270075527,7.510944127741564e-05,7.071123410417248e-09,1.0478628264800813e-07,1.3333333325859111,8.37758038958575,8.377580389295256
h002_k20_eps023,0.02,20,0.23,73,1.46,0.0020999954212191393,7.664291394439315e-05,7.313344381621158e-09,1.1615216366425884e-07,1.333333332343102,8.37758038929385,8.377580389295254
h002_k20_eps023,0.02,20,0.23,74,1.48,0.002027237344030081,7.88969932933648e-05,7.746652495503656e-09,1.1041494119234544e-07,1.3333333324125218,8.37758038900194,8.377580389295256
h002_k20_eps023,0.02,20,0.23,75,1.5,0.0021164463866805592,7.976341172616345e-05,7.921241418205002e-09,1.1101590259975354e-07,1.3333333325498578,8.377580388710003,8.377580389295256
h002_k20_eps023,0.02,20,0.23,76,1.52,0.002011709367199943,7.857385983245211e-05,7.69774983024403e-09,1.1357454631052718e-07,1.3333333321850058,8.37758038841812,8.377580389295256
h002_k20_eps023,0.02,20,0.23,77,1.54,0.002084125502124139,7.892182317205798e-05,7.755520144687191e-09,1.1079148117406645e-07,1.3333333326207741,8.377580388126216,8.377580389295256
h002_k20_eps023,0.02,20,0.23,78,1.56,0.0021604389651933534,8.06448698892653e-05,8.089858798218395e-09,1.1235969766887907e-07,1.3333333323882526,8.377580387834387,8.377580389295256
h002_k20_eps023,0.02,20,0.23,79,1.58,0.0018477429606576295,7.653886079381347e-05,7.324012664296308e-09,1.1196090938981101e-07,1.3333333325273486,8.377580387542514,8.377580389295256
h002_k20_eps023,0.02,20,0.23,80,1.6,0.002371957399052802,8.199038101481413e-05,8.33519124998865e-09,1.1494679921907094e-07,1.3333333324113346,8.377580387250735,8.377580389295256
h002_k20_eps023,0.02,20,0.23,81,1.62,0.0018501585792726598,7.799771297606614e-05,7.601408742563092e-09,1.1126041711926684e-07,1.3333333324632515,8.377580386958906,8.377580389295254
h002_k20_eps023,0.02,20,0.23,82,1.6400000000000001,0.00206031942023459,7.710630948093421e-05,7.403472367959909e-09,1.1673292329833983e-07,1.3333333324035288,8.377580386667058,8.377580389295254
h002_k20_eps023,0.02,20,0.23,83,1.6600000000000001,0.002287160600634607,8.204827948829306e-05,8.34573168031639e-09,1.1676476426977142e-07,1.3333333323783014,8.377580386375296,8.377580389295254
h002_k20_eps023,0.02,20,0.23,84,1.68,0.0018776045471517837,7.76891104105451e-05,7.538206722467492e-09,1.110186403936547e-07,1.3333333325355217,8.377580386083363,8.377580389295254
h002_k20_eps023,0.02,20,0.23,85,1.7,0.0022662374706055267,8.034556420735788e-05,8.014373216513215e-09,1.197828383014709e-07,1.3333333322190062,8.37758038579152,8.377580389295252
h002_k20_eps023,0.02,20,0.23,86,1.72,0.0019927112371412245,7.911394927322357e-05,7.795888930239326e-09,1.1143041194556942e-07,1.3333333325340337,8.377580385499533,8.377580389295254
h002_k20_eps023,0.02,20,0.23,87,1.74,0.0021839871970221318,7.998317070756441e-05,7.951997841031161e-09,1.1679039016526797e-07,1.3333333323819994,8.377580385207525,8.377580389295254
h002_k20_eps023,0.02,20,0.23,88,1.76,0.0019377868725689521,7.757726206759192e-05,7.502197773516575e-09,1.1448890343218401e-07,1.3333333323072118,8.377580384915412,8.377580389295254
h002_k20_eps023,0.02,20,0.23,89,1.78,0.002203029069223566,7.990333998003095e-05,7.928768548961148e-09,1.1422104239791236e-07,1.3333333324780878,8.377580384623219,8.377580389295256
h002_k20_eps023,0.02,20,0.23,90,1.8,0.0019207549089583248,7.762483134706141e-05,7.514012953731028e-09,1.1431138324449978e-07,1.3333333322466552,8.377580384330923,8.377580389295254
h002_k20_eps023,0.02,20,0.23,91,1.82,0.0019749529555659344,7.632502493854323e-05,7.256818442084768e-09,1.1630353631549738e-07,1.3333333323811987,8.377580384038474,8.377580389295252
h002_k20_eps023,0.02,20,0.23,92,1.84,0.002280176700897894,8.126307891535663e-05,8.184585697986874e-09,1.1645269168875422e-07,1.3333333322082848,8.377580383746004,8.377580389295254
h002_k20_eps023,0.02,20,0.23,93,1.86,0.0017729689603477022,7.59995583091563e-05,7.2200235554688926e-09,1.1299737316776653e-07,1.3333333323163366,8.377580383453305,8.377580389295254
h002_k20_eps023,0.02,20,0.23,94,1.8800000000000001,0.0022041696247947955,7.858084249366531e-05,7.66566097454221e-09,1.1783513453878338e-07,1.3333333321144043,8.377580383160561,8.377580389295256
h002_k20_eps023,0.02,20,0.23,95,1.9000000000000001,0.001987190691278036,7.86752119180289e-05,7.70482728564127e-09,1.1206644206337144e-07,1.3333333322789849,8.377580382867679,8.377580389295254
h002_k20_eps023,0.02,20,0.23,96,1.92,0.0019645564046457866,7.683938316869706e-05,7.3610429775690226e-09,1.135848295962127e-07,1.3333333322150878,8.377580382574637,8.377580389295254
h002_k20_eps023,0.02,20,0.23,97,1.94,0.002105144942031294,7.868604798159199e-05,7.696663451629761e-09,1.1596480523260652e-07,1.3333333320341456,8.377580382281568,8.377580389295254
h002_k20_eps023,0.02,20,0.23,98,1.96,0.0019425609200981475,7.740355625080318e-05,7.468189267698586e-09,1.1006765778108017e-07,1.3333333322584155,8.377580381988302,8.377580389295254
h002_k20_eps023,0.02,20,0.23,99,1.98,0.002024647998853955,7.738959232783168e-05,7.457275544491408e-09,1.1594846034821556e-07,1.3333333319722467,8.377580381695013,8.377580389295256
h002_k20_eps023,0.02,20,0.23,100,2.0,0.001892776707770206,7.601905471674357e-05,7.205284071535276e-09,1.1247921467684962e-07,1.3333333321044287,8.377580381401586,8.377580389295256
h002_k20_eps023,0.02,20,0.23,101,2.02,0.002204999184791558,7.983830964563082e-05,7.913553692462827e-09,1.1392936187138647e-07,1.3333333320366285,8.377580381108146,8.377580389295256
h002_k20_eps023,0.02,20,0.23,102,2.04,0.0017889461666174987,7.590046379223722e-05,7.200558477927517e-09,1.118483432843456e-07,1.3333333319397087,8.377580380814598,8.377580389295257
h002_k20_eps023,0.02,20,0.23,103,2.06,0.0021411922466344846,7.804228661940385e-05,7.570384894166624e-09,1.1486720346446738e-07,1.3333333319774503,8.377580380521037,8.377580389295256
h002_k20_eps023,0.02,20,0.23,104,2.08,0.0020496910257402027,7.931887994376152e-05,7.828274644139303e-09,1.118530003168787e-07,1.3333333319115488,8.37758038022748,8.377580389295256
