label,h,kappa,epsilon,cell,time,hp_edge,hp_ahead_max,hp_ahead_energy,relL2,peak,l2sq,mass
h001_k5_eps045,0.01,5,0.45,0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,8.377580409572788,8.377580407384373
h001_k5_eps045,0.01,5,0.45,1,0.01,0.0055981611333347165,0.00013796193020653875,2.2663916872316656e-08,3.7837385976212536e-08,1.3333333333319755,8.377580409557043,8.377580407384368
h001_k5_eps045,0.01,5,0.45,2,0.02,0.0016532361502762044,0.00011191366177523438,1.5707774166302205e-08,1.957932945930115e-08,1.3333333333301596,8.377580409541258,8.377580407384364
h001_k5_eps045,0.01,5,0.45,3,0.03,0.003820717242190466,0.00011730572632088773,1.6844008962487026e-08,2.7280862964045685e-08,1.3333333333282762,8.37758040952548,8.377580407384363
h001_k5_eps045,0.01,5,0.45,4,0.04,0.0024952866044601557,0.00011366241170767998,1.593077677720343e-08,2.1885605053649086e-08,1.333333333326387,8.377580409509683,8.37758040738436
h001_k5_eps045,0.01,5,0.45,5,0.05,0.0032586798245088856,0.00011725923740060682,1.6889266971186506e-08,2.461008549095082e-08,1.3333333333232869,8.377580409493888,8.37758040738436
h001_k5_eps045,0.01,5,0.45,6,0.06,0.0028148866470407486,0.00011480055833823312,1.623725984013341e-08,2.277996489216279e-08,1.333333333291327,8.37758040947807,8.377580407384357
h001_k5_eps045,0.01,5,0.45,7,0.07,0.0030738454754468633,0.00011617158469240602,1.659219565292437e-08,2.3755450951540383e-08,1.3333333331396566,8.37758040946225,8.377580407384363
h001_k5_eps045,0.01,5,0.45,8,0.08,0.0029228501734234738,0.00011545562357594828,1.6408581991541533e-08,2.312613012275346e-08,1.33333333314669,8.377580409446395,8.377580407384356
h001_k5_eps045,0.01,5,0.45,9,0.09,0.003010595341387902,0.00011585080694711385,1.651007641802597e-08,2.3458946645360733e-08,1.3333333332214878,8.377580409430552,8.37758040738436
h001_k5_eps045,0.01,5,0.45,10,0.1,0.0029588704576136563,0.00011560472617407318,1.644606076271546e-08,2.3248513457459577e-08,1.3333333331466046,8.377580409414692,8.377580407384366
h001_k5_eps045,0.01,5,0.45,11,0.11,0.002972792400842953,0.00011545974087601456,1.6402567783547625e-08,2.3304181800481885e-08,1.3333333331435129,8.377580409398806,8.377580407384363
h001_k5_eps045,0.01,5,0.45,12,0.12,0.0027739528853027305,0.00011203887731597945,1.5462057790536513e-08,2.285865794910783e-08,1.333333333198775,8.377580409382906,8.377580407384357
h001_k5_eps045,0.01,5,0.45,13,0.13,0.002007896832364101,9.725843965517835e-05,1.170753740967045e-08,2.3744070867736798e-08,1.33333333317278,8.377580409366997,8.377580407384357
h001_k5_eps045,0.01,5,0.45,14,0.14,0.001751060712772229,8.406132360371901e-05,8.734279811916321e-09,2.724616127658775e-08,1.333333333147778,8.377580409351065,8.377580407384354
h001_k5_eps045,0.01,5,0.45,15,0.15,0.0032457087375321442,0.00011033677794331091,1.47531898417855e-08,2.4537154447598487e-08,1.3333333331395218,8.377580409335117,8.377580407384347
h001_k5_eps045,0.01,5,0.45,16,0.16,0.0017800886066710944,9.580258737662142e-05,1.137406874451206e-08,2.6663500796020996e-08,1.3333333331554962,8.37758040931915,8.377580407384334
h001_k5_eps045,0.01,5,0.45,17,0.17,0.0025368219428570167,9.786449658226138e-05,1.1722527847860105e-08,2.3278111634856876e-08,1.3333333331748936,8.377580409303189,8.377580407384338
