label,epsilon,a0,cell,time,hp_edge,hp_ahead_max,hp_ahead_energy,mismatch_l2
h001_k5_epscrit,0.3687,0.005,718,7.18,0.00248740658758192,2.7735037140784644e-05,8.645198312533686e-10,0.050454919802969095
h001_k5_epscrit,0.3687,0.005,719,7.19,0.0024845590394199047,2.8291383238335e-05,8.983813405442254e-10,0.05052246930103341
h001_k5_epscrit,0.3687,0.005,720,7.2,0.0024844445735382904,2.7698574892157315e-05,8.622323694873161e-10,0.05059194685580722
h001_k5_epscrit,0.3687,0.005,721,7.21,0.002481291157517158,2.825055174578956e-05,8.957813972129511e-10,0.05065947072874369
h001_k5_epscrit,0.3687,0.005,722,7.22,0.0024814911754676896,2.7667180274355893e-05,8.602869651862523e-10,0.05072900828640848
h001_k5_epscrit,0.3687,0.005,723,7.23,0.002478253020512368,2.821556821414153e-05,8.935659097455583e-10,0.050796513604421244
h001_k5_epscrit,0.3687,0.005,724,7.24,0.002478254527025012,2.7629593741416373e-05,8.579458955162537e-10,0.050866013151723885
h001_k5_epscrit,0.3687,0.005,725,7.25,0.0024750833115627768,2.817916075145705e-05,8.912637750756236e-10,0.05093357190263041
h001_k5_epscrit,0.3687,0.005,726,7.26,0.0024753493635815,2.7598966465417294e-05,8.56051788431258e-10,0.0510031623775142
h001_k5_epscrit,0.3687,0.005,727,7.2700000000000005,0.00247235090889207,2.814903120454212e-05,8.893615531333686e-10,0.051070761719976994
h001_k5_epscrit,0.3687,0.005,728,7.28,0.00247250475365364,2.7565988147068268e-05,8.53999164250784e-10,0.05114032668250998
h001_k5_epscrit,0.3687,0.005,729,7.29,0.002469770912688584,2.812016412618397e-05,8.875463378070373e-10,0.051207970762277386
h001_k5_epscrit,0.3687,0.005,730,7.3,0.0024696086774467513,2.753166761304069e-05,8.518672991572385e-10,0.05127741370984997
h001_k5_epscrit,0.3687,0.005,731,7.3100000000000005,0.002466548330479681,2.8080619162983375e-05,8.850465894962601e-10,0.051345035153592795
h001_k5_epscrit,0.3687,0.005,732,7.32,0.0024667417255349816,2.7501597598886415e-05,8.500186100244581e-10,0.05141460539443203
h001_k5_epscrit,0.3687,0.005,733,7.33,0.0024639400613331074,2.8052926262610952e-05,8.833085078924619e-10,0.05148227389586149
h001_k5_epscrit,0.3687,0.005,734,7.34,0.0024639061363924946,2.7468412722721344e-05,8.479584001006449e-10,0.05155177387423474
h001_k5_epscrit,0.3687,0.005,735,7.3500000000000005,0.0024610178168701724,2.8017853847210346e-05,8.81098483782491e-10,0.051619441675700574
h001_k5_epscrit,0.3687,0.005,736,7.36,0.0024610261159274532,2.7436148562882563e-05,8.459688208511143e-10,0.051688943902631505
