label,beta,cell,time,q,abs_q,hp_edge,hp_ahead_max,hp_ahead_energy
h001_k5_amplified,4.0,111,1.11,0.0077464901179938525,0.0077464901179938525,0.04648801872131186,0.015196595572852448,0.0003151486312945755
h001_k5_amplified,4.0,112,1.12,0.007045165370173041,0.007045165370173041,0.04500764009141483,0.015583983960583737,0.0003332250394418142
h001_k5_amplified,4.0,113,1.1300000000000001,-0.016081039859708168,0.016081039859708168,0.04209458292888492,0.014830279886039492,0.00030252960151891086
h001_k5_amplified,4.0,114,1.1400000000000001,0.03232102051843458,0.03232102051843458,0.04018770633791048,0.014228052534862779,0.0002783193636286493
h001_k5_amplified,4.0,115,1.1500000000000001,-0.03914023914076456,0.03914023914076456,0.03555665040926712,0.012461874458412717,0.0002128206397584318
h001_k5_amplified,4.0,116,1.16,0.05260544059888171,0.05260544059888171,0.0315975500752947,0.010648437402025642,0.00015424437592896512
h001_k5_amplified,4.0,117,1.17,-0.05706479953054613,0.05706479953054613,0.026465925192217462,0.008222848134886144,9.09321435426369e-05
h001_k5_amplified,4.0,118,1.18,0.06738523748766148,0.06738523748766148,0.02196085227267923,0.006122131711345483,4.9703440798361796e-05
h001_k5_amplified,4.0,119,1.19,-0.07057552725509506,0.07057552725509506,0.015314839675758859,0.0038782026523135346,1.9668597547078786e-05
h001_k5_amplified,4.0,120,1.2,0.0778153439972557,0.0778153439972557,0.009813731018263227,0.002205360187596522,6.2711154173475405e-06
h001_k5_amplified,4.0,121,1.21,-0.08104259396151024,0.08104259396151024,0.0068724574989239,0.0008620034685673705,9.509467074795548e-07
h001_k5_amplified,4.0,122,1.22,0.08717014478554186,0.08717014478554186,0.010063917823311723,9.736144600755743e-05,1.2843361341254457e-08
h001_k5_amplified,4.0,123,1.23,-0.09059657969742982,0.09059657969742982,0.019979703114860442,0.0005512404458150046,3.72461212201907e-07
h001_k5_amplified,4.0,124,1.24,0.09616124587460964,0.09616124587460964,0.028883153903282558,0.0010816248874357132,1.4426033745488334e-06
h001_k5_amplified,4.0,125,1.25,-0.09786934416234076,0.09786934416234076,0.03844648878686146,0.0020426922894180425,5.1749217367418055e-06
h001_k5_amplified,4.0,126,1.26,0.10207326877557263,0.10207326877557263,0.045880471026530034,0.002825463816811929,9.94741452066788e-06
h001_k5_amplified,4.0,127,1.27,-0.1003432319226197,0.1003432319226197,0.050022502169444864,0.004517068158886805,2.5642562895808696e-05
h001_k5_amplified,4.0,128,1.28,0.10162254640802246,0.10162254640802246,0.05492885945100296,0.0057893552850518774,4.246002214668384e-05
h001_k5_amplified,4.0,129,1.29,-0.09556694617090324,0.09556694617090324,0.059566060126559996,0.008637473128245669,9.568295723569947e-05
h001_k5_amplified,4.0,130,1.3,0.09225011286029644,0.09225011286029644,0.06124378026784198,0.011038530146314169,0.00015854520693603404
h001_k5_amplified,4.0,131,1.31,-0.08242962177223243,0.08242962177223243,0.06335030347343222,0.015105758181550041,0.0003027438337986229
h001_k5_amplified,4.0,132,1.32,0.07539634703892512,0.07539634703892512,0.06171541784026622,0.0183125403421351,0.0004546468638393549
h001_k5_amplified,4.0,133,1.33,-0.06336711173158065,0.06336711173158065,0.06115067223877597,0.022932702753873744,0.0007314937988240074
h001_k5_amplified,4.0,134,1.34,0.053443109828613534,0.053443109828613534,0.06021326509128879,0.026531953518118788,0.001007194857234368
h001_k5_amplified,4.0,135,1.35,-0.03980546102668099,0.03980546102668099,0.058994461912398405,0.03082616604132901,0.001402955180645922
h001_k5_amplified,4.0,136,1.36,0.02827980828533049,0.02827980828533049,0.055989476154119526,0.03374357601632111,0.0017382842446564447
h001_k5_amplified,4.0,137,1.37,-0.012495185930904342,0.012495185930904342,0.05640886922539207,0.03700743067713134,0.0021605052127832043
h001_k5_amplified,4.0,138,1.3800000000000001,0.00038257859198336745,0.00038257859198336745,0.054392685305390744,0.03892888023908257,0.0024756750966806835
h001_k5_amplified,4.0,139,1.3900000000000001,0.01773367348933029,0.01773367348933029,0.05342406432162233,0.04089578398991167,0.002820795517478551
h001_k5_amplified,4.0,140,1.4000000000000001,-0.027795283314636807,0.027795283314636807,0.05008843545189581,0.04144032060636929,0.002994230198601599
h001_k5_amplified,4.0,141,1.41,0.0448809897226039,0.0448809897226039,0.0488606219364231,0.04160810800595877,0.0031021537406704497
h001_k5_amplified,4.0,142,1.42,-0.05137400527675915,0.05137400527675915,0.04633696595916674,0.04042046766581489,0.002997575313053124
h001_k5_amplified,4.0,143,1.43,0.06592087202198071,0.06592087202198071,0.04422635849463279,0.03901065416259432,0.002825953567302127
h001_k5_amplified,4.0,144,1.44,-0.07014468840605192,0.07014468840605192,0.04077862360286617,0.0363621709203164,0.002470266344570908
h001_k5_amplified,4.0,145,1.45,0.0805843038084109,0.0805843038084109,0.03762720721521307,0.033416399257726076,0.0020689514247988192
h001_k5_amplified,4.0,146,1.46,-0.08354220391403003,0.08354220391403003,0.03288025277349873,0.02912429848662141,0.0015486097750208293
h001_k5_amplified,4.0,147,1.47,0.0913676285834352,0.0913676285834352,0.03575177819200778,0.024749033428875376,0.0010828015651623282
h001_k5_amplified,4.0,148,1.48,-0.09327933161524751,0.09327933161524751,0.04082210057866375,0.01918483079102941,0.0006287066501239893
h001_k5_amplified,4.0,149,1.49,0.09942772620433585,0.09942772620433585,0.046209655476968405,0.013935748938939467,0.0003165862840108732
h001_k5_amplified,4.0,150,1.5,-0.09964590346081867,0.09964590346081867,0.045577308365837205,0.008368382988276704,0.0001101488274549231
h001_k5_amplified,4.0,151,1.51,0.10419561120873541,0.10419561120873541,0.04982127071460131,0.004205183652467316,2.693347796667387e-05
h001_k5_amplified,4.0,152,1.52,-0.10312182441849435,0.10312182441849435,0.04614795197044412,0.0007275543887495738,1.0233317358416897e-06
h001_k5_amplified,4.0,153,1.53,0.10610863691749667,0.10610863691749667,0.05009490096374732,0.0011824048541338025,1.6224081051657493e-06
h001_k5_amplified,4.0,154,1.54,-0.10316950666446076,0.10316950666446076,0.048404755655420566,0.003167229924521213,1.2422023475412922e-05
h001_k5_amplified,4.0,155,1.55,0.10362847098181022,0.10362847098181022,0.05372792097758186,0.004414935068424188,2.4453003945989275e-05
h001_k5_amplified,4.0,156,1.56,-0.09680809993962397,0.09680809993962397,0.05177337486333643,0.006497763480854754,5.365622119410549e-05
h001_k5_amplified,4.0,157,1.57,0.0945064547259518,0.0945064547259518,0.052978276994613153,0.007698834226430725,7.604758025637238e-05
