label,epsilon,a0,cell,time,hp_edge,hp_ahead_max,hp_ahead_energy,mismatch_l2
h002_k20_eps022,0.22,0.005,0,0.0,0.005000000000000011,5.7967150821535256e-05,3.794204582894197e-09,0.01777354372678699
h002_k20_eps022,0.22,0.005,1,0.02,0.006460063921979075,6.742578673411575e-05,5.077003558740125e-09,0.017983876767954255
h002_k20_eps022,0.22,0.005,2,0.04,0.006665528001097336,5.314608239944969e-05,3.1265499018491284e-09,0.016244438406059516
h002_k20_eps022,0.22,0.005,3,0.06,0.005616869278188721,4.333427186393545e-05,2.049470460452252e-09,0.013018218336775968
h002_k20_eps022,0.22,0.005,4,0.08,0.00355910276208955,1.1065226391191916e-05,1.2435698207599394e-10,0.010745585848588068
h002_k20_eps022,0.22,0.005,5,0.1,0.0008094475329184474,1.2842965834873428e-05,2.0797263998810476e-10,0.011554134361641684
h002_k20_eps022,0.22,0.005,6,0.12,0.0022426665652719893,3.633569243683913e-05,1.5265220232122793e-09,0.014263476169196302
h002_k20_eps022,0.22,0.005,7,0.14,0.004477875117683521,5.2265699521796176e-05,3.1022310302112505e-09,0.01668367920953707
h002_k20_eps022,0.22,0.005,8,0.16,0.005939896420719732,6.293368680989464e-05,4.43052742842013e-09,0.0171139468924747
h002_k20_eps022,0.22,0.005,9,0.18,0.0063245366381582116,5.1870759401050394e-05,2.97662624889019e-09,0.015647904566857634
h002_k20_eps022,0.22,0.005,10,0.2,0.005391301472055334,4.1608362549067406e-05,1.8955136023643495e-09,0.012549497858069194
h002_k20_eps022,0.22,0.005,11,0.22,0.0034956550103463027,1.1913496591268268e-05,1.449225770465936e-10,0.01010382586640277
h002_k20_eps022,0.22,0.005,12,0.24,0.0009297161504307329,1.0497486778870282e-05,1.4301614523915857e-10,0.010505087225475414
h002_k20_eps022,0.22,0.005,13,0.26,0.0019147827360087278,3.239093495588133e-05,1.2131674836793285e-09,0.012930747186812261
h002_k20_eps022,0.22,0.005,14,0.28,0.003981961958359799,4.6924652997700346e-05,2.5026401552863173e-09,0.015185647313152265
h002_k20_eps022,0.22,0.005,15,0.3,0.005379753105865679,5.688177940075303e-05,3.6205843676391394e-09,0.015673355375493022
h002_k20_eps022,0.22,0.005,16,0.32,0.0057549185613138066,4.717502097627391e-05,2.462582389715898e-09,0.014371945676238848
h002_k20_eps022,0.22,0.005,17,0.34,0.005053520044907135,3.9745772436946396e-05,1.7337097454500698e-09,0.0117561888087089
