label,h,kappa,epsilon,cell,time,hp_edge,hp_ahead_max,hp_ahead_energy,relL2,peak,l2sq,mass
h001_k5_eps0,0.01,5,0.0,0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,8.377580409572788,8.377580407384373
h001_k5_eps0,0.01,5,0.0,1,0.01,0.007142721267101143,0.00020123911058944385,4.973419843679564e-08,4.648988309093042e-08,1.3333333333339596,8.377580409572753,8.377580407384379
h001_k5_eps0,0.01,5,0.0,2,0.02,0.000867699464560601,5.6981339367862034e-05,4.002325801660263e-09,1.802558172595305e-08,1.3333333333339117,8.377580409572658,8.37758040738438
h001_k5_eps0,0.01,5,0.0,3,0.03,0.007139164461193237,0.00021543354810136527,5.7014291856413705e-08,4.507279407610844e-08,1.333333333333921,8.377580409572529,8.377580407384375
h001_k5_eps0,0.01,5,0.0,4,0.04,0.0008888447571027575,5.981778051902486e-05,4.4119345648590505e-09,1.9378971183486148e-08,1.3333333333339072,8.377580409572367,8.377580407384382
h001_k5_eps0,0.01,5,0.0,5,0.05,0.007138995974199347,0.0002163152501110226,5.7483634649834674e-08,4.48387257811828e-08,1.3333333333324773,8.377580409572177,8.377580407384388
h001_k5_eps0,0.01,5,0.0,6,0.06,0.0008931455366960024,6.00510078751356e-05,4.446507440587638e-09,1.9659390837222217e-08,1.3333333332937811,8.377580409571918,8.377580407384382
h001_k5_eps0,0.01,5,0.0,7,0.07,0.007138177385507577,0.00021644787516223764,5.755430163876154e-08,4.479650849310602e-08,1.3333333330925956,8.377580409571626,8.377580407384375
h001_k5_eps0,0.01,5,0.0,8,0.08,0.0008948275611977746,6.007088401051613e-05,4.449463928016e-09,1.9748294502230925e-08,1.3333333331778863,8.377580409571292,8.377580407384368
h001_k5_eps0,0.01,5,0.0,9,0.09,0.007137372682131767,0.00021648343318645717,5.7573234883648584e-08,4.479960167228912e-08,1.3333333332053425,8.377580409570934,8.377580407384366
h001_k5_eps0,0.01,5,0.0,10,0.1,0.000896832008852569,6.0098257145431446e-05,4.453515364070945e-09,1.9808847570529676e-08,1.3333333331538935,8.37758040957053,8.377580407384366
h001_k5_eps0,0.01,5,0.0,11,0.11,0.007111317846372861,0.00021586329180000742,5.724384398024176e-08,4.4682777849918824e-08,1.3333333331385573,8.377580409570093,8.377580407384361
h001_k5_eps0,0.01,5,0.0,12,0.12,0.0012168823595101732,6.793816159101177e-05,5.688700970099854e-09,2.115545170640436e-08,1.3333333332062351,8.377580409569612,8.377580407384357
h001_k5_eps0,0.01,5,0.0,13,0.13,0.0055837359848250525,0.00017781763378061182,3.8843645784737025e-08,4.088953063117837e-08,1.3333333331816044,8.377580409569106,8.377580407384357
h001_k5_eps0,0.01,5,0.0,14,0.14,0.0028003122304626612,9.04085914410761e-05,1.0056708912318096e-08,3.504797085135283e-08,1.3333333331689095,8.377580409568543,8.377580407384354
h001_k5_eps0,0.01,5,0.0,15,0.15,0.008682089274924207,0.0002764555990594934,9.391697274128981e-08,5.325357103190392e-08,1.3333333331326984,8.37758040956797,8.377580407384354
h001_k5_eps0,0.01,5,0.0,16,0.16,0.004726569136984537,0.0001762844950258645,3.826052482907344e-08,4.78170974351763e-08,1.3333333331656116,8.377580409567345,8.37758040738435
h001_k5_eps0,0.01,5,0.0,17,0.17,0.009503218907651788,0.0003184130964686194,1.2465159314383986e-07,5.830078525312582e-08,1.333333333177218,8.377580409566674,8.377580407384347
h001_k5_eps0,0.01,5,0.0,18,0.18,0.0048584591262472955,0.00019129341178030797,4.507378070804647e-08,5.167410710426573e-08,1.3333333332679715,8.377580409565997,8.377580407384354
h001_k5_eps0,0.01,5,0.0,19,0.19,0.009535833018784,0.0003224715923427297,1.2786413492894391e-07,5.91242351363345e-08,1.3333333333717725,8.377580409565253,8.37758040738435
h001_k5_eps0,0.01,5,0.0,20,0.2,0.0051493817827530305,0.00020116207334677834,4.984477994358031e-08,5.777638112240064e-08,1.33333333340053,8.377580409564482,8.377580407384354
h001_k5_eps0,0.01,5,0.0,21,0.21,0.010106553230779991,0.00034210580934476535,1.4392077344821818e-07,6.283503932633011e-08,1.3333333332165456,8.377580409563663,8.377580407384345
