epsilon,rho,real,imag,residual,edge_fraction
0.17,1.006818184589972,-0.9118735723360751,0.42681312643367886,0.00022016499138174939,0.9995805074229756
0.175,1.005248024874693,-0.9100558353286636,0.4269917658441663,0.0003081783055065056,0.9995759352004738
0.18,1.0036443366423111,-0.9083425580373452,0.42686737018933296,0.00029987606551161726,0.9995727741161606
0.1825,1.002826339246795,-0.9075179095413457,0.4266988522937856,0.0001675214582829194,0.9995716920215192
0.185,1.001984728833739,-0.9066192567746088,0.4266320663774318,0.0001560087062785415,0.9995701843507587
0.1875,1.0011485134087625,-0.9057283105964553,0.4265613358998515,0.00016226917351765496,0.9995686578796685
0.18875,1.000739597615732,-0.905307720563443,0.4264946345785846,9.7690335893293e-05,0.9995680651792287
0.19,1.0003259338893788,-0.9048637725153938,0.42646632598702017,9.079374242335991e-05,0.9995673236336923
