label,h,kappa,epsilon,cell,time,hp_edge,hp_ahead_max,hp_ahead_energy,relL2,peak,l2sq,mass
h001_k5_eps1e-5,0.01,5,1e-05,0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,8.377580409572788,8.377580407384373
h001_k5_eps1e-5,0.01,5,1e-05,1,0.01,0.007142694246798868,0.00020123753606143694,4.9733384846514294e-08,4.648971499069634e-08,1.3333333333339525,8.377580409572747,8.377580407384373
h001_k5_eps1e-5,0.01,5,1e-05,2,0.02,0.0008676324570733721,5.697457739717274e-05,4.001345659967248e-09,1.8025416181460865e-08,1.33333333333391,8.37758040957265,8.377580407384377
h001_k5_eps1e-5,0.01,5,1e-05,3,0.03,0.0071390595550327104,0.00021542696769463667,5.701070282342678e-08,4.507217001053367e-08,1.333333333333921,8.37758040957253,8.377580407384379
h001_k5_eps1e-5,0.01,5,1e-05,4,0.04,0.0008886791980177033,5.9806291603646215e-05,4.410199694834652e-09,1.9378516185362658e-08,1.3333333333339032,8.377580409572357,8.377580407384379
h001_k5_eps1e-5,0.01,5,1e-05,5,0.05,0.007138765594846203,0.00021630383726945504,5.747744598957702e-08,4.483733029014699e-08,1.333333333332495,8.377580409572154,8.377580407384375
h001_k5_eps1e-5,0.01,5,1e-05,6,0.06,0.0008929016164359181,6.0036628470180485e-05,4.444336187748636e-09,1.9658418174711078e-08,1.3333333332937936,8.377580409571886,8.377580407384366
h001_k5_eps1e-5,0.01,5,1e-05,7,0.07,0.007137670334129025,0.0002164280070237466,5.7543608247204425e-08,4.479393316307098e-08,1.3333333330925854,8.377580409571609,8.377580407384368
h001_k5_eps1e-5,0.01,5,1e-05,8,0.08,0.0008944353734605478,6.0048781531998566e-05,4.446148260372884e-09,1.9746446358599164e-08,1.333333333177889,8.377580409571294,8.377580407384373
h001_k5_eps1e-5,0.01,5,1e-05,9,0.09,0.007136805863346838,0.00021646002366391786,5.7560652999858764e-08,4.479674232585084e-08,1.3333333332053616,8.377580409570934,8.377580407384372
h001_k5_eps1e-5,0.01,5,1e-05,10,0.1,0.0008960727124101909,6.0065092516561694e-05,4.448561724731043e-09,1.9805815427724278e-08,1.333333333153882,8.377580409570538,8.377580407384375
h001_k5_eps1e-5,0.01,5,1e-05,11,0.11,0.007110430701127765,0.0002158294636620284,5.722577044574545e-08,4.4678184589929606e-08,1.333333333138559,8.377580409570108,8.377580407384375
h001_k5_eps1e-5,0.01,5,1e-05,12,0.12,0.001215829273041515,6.789386888724717e-05,5.681240409211566e-09,2.115154841438663e-08,1.3333333332062107,8.37758040956962,8.377580407384368
