label,alpha,alpha_c,cell,time,unstable_subspace_norm,hp_edge,hp_ahead_max,hp_ahead_energy
h002_k20_rank3_full,1.0,0.11578513676636337,86,1.72,1.0314499323556477e-11,0.0015358341076990324,0.0004586445668929297,1.939897706118317e-06
h002_k20_rank3_full,1.0,0.11578513676636337,87,1.74,1.791571264040864e-11,0.0005546151674538676,0.000459050253955226,1.9621586631157713e-06
h002_k20_rank3_full,1.0,0.11578513676636337,88,1.76,9.188932178262847e-12,0.0020909206366535225,0.0004594622928981107,2.017096121550525e-06
h002_k20_rank3_full,1.0,0.11578513676636337,89,1.78,4.38676299327014e-12,0.000317406374277008,0.0004598533016311654,2.0135120310831337e-06
h002_k20_rank3_full,1.0,0.11578513676636337,90,1.8,5.031281671094431e-12,0.002238330451920671,0.00051423098015318,2.278429138903538e-06
h002_k20_rank3_full,1.0,0.11578513676636337,91,1.82,6.378262633807224e-12,0.0018604038742440969,0.0005240685926310622,2.3880208189799004e-06
h002_k20_rank3_full,1.0,0.11578513676636337,92,1.84,1.2046851614597096e-11,0.0006708862683026656,0.0007504649144263843,2.97146699153963e-06
h002_k20_rank3_full,1.0,0.11578513676636337,93,1.86,1.598768644356221e-11,0.0017595372843188638,0.0015808584250331125,5.451105162403905e-06
h002_k20_rank3_full,1.0,0.11578513676636337,94,1.8800000000000001,2.3599966327049705e-11,0.0013297997318008424,0.002108039433261628,9.78207339487555e-06
h002_k20_rank3_full,1.0,0.11578513676636337,95,1.9000000000000001,1.1374123393168528e-11,0.0012039293147028938,0.002378477282903775,1.5236354384599207e-05
h002_k20_rank3_full,1.0,0.11578513676636337,96,1.92,6.423225887670944e-12,0.0015219789386146302,0.0023790015530967433,1.9378582081226e-05
h002_k20_rank3_full,1.0,0.11578513676636337,97,1.94,5.1882747898271334e-11,0.0010468382120265855,0.0023785101011282762,2.1248508963518687e-05
h002_k20_rank3_full,1.0,0.11578513676636337,98,1.96,3.147779148722169e-11,0.0026455634919443733,0.002376957730575581,2.174019450648199e-05
h002_k20_rank3_full,1.0,0.11578513676636337,99,1.98,3.5640667050152032e-12,0.0031133260356420904,0.0023744746761637067,2.1866422080174103e-05
h002_k20_rank3_full,1.0,0.11578513676636337,100,2.0,1.0290910345503157e-12,0.0007298670840809301,0.002370871614536961,2.2047477915742358e-05
h002_k20_rank3_full,1.0,0.11578513676636337,101,2.02,5.515397490522363e-12,0.002192065216448299,0.002366283832625239,2.2475233385047203e-05
h002_k20_rank3_full,1.0,0.11578513676636337,102,2.04,1.9294317409710205e-11,0.0018164083006939748,0.0023606430289933034,2.2977929551265432e-05
h002_k20_rank3_full,1.0,0.11578513676636337,103,2.06,2.2851283877664632e-11,0.001053989968481394,0.0023540195777447806,2.317504761811707e-05
h002_k20_rank3_full,1.0,0.11578513676636337,104,2.08,1.0673184126159163e-11,0.00197215809858089,0.0023463961564905737,2.321556234585787e-05
h002_k20_rank3_full,1.0,0.11578513676636337,105,2.1,1.3928412451209461e-11,0.00043978408088580373,0.0023377668636555826,2.3660102436873342e-05
h002_k20_rank3_full,1.0,0.11578513676636337,106,2.12,3.732788342505187e-11,0.00156968785044734,0.002328188381857013,2.4398684088014547e-05
h002_k20_rank3_full,1.0,0.11578513676636337,107,2.14,9.881259775181351e-12,0.003216507960506146,0.00231755262570489,2.4558380038091702e-05
h002_k20_rank3_full,1.0,0.11578513676636337,108,2.16,2.2317744169604418e-11,0.00042394240862791884,0.0023060381893926147,2.4767455963814413e-05
