label,beta,cell,time,q,abs_q,hp_edge,hp_ahead_max,hp_ahead_energy
h001_k5_removed,0.0,104,1.04,-0.006226962859466634,0.006226962859466634,0.00786458898046902,0.0002643997299152807,8.598931013397201e-08
h001_k5_removed,0.0,105,1.05,0.006655169640874039,0.006655169640874039,0.0069518772425752875,0.00024886545968530704,7.618822793579747e-08
h001_k5_removed,0.0,106,1.06,-0.006902448189459272,0.006902448189459272,0.007455501521445718,0.00026891519013229245,8.899714853887976e-08
h001_k5_removed,0.0,107,1.07,0.007363326488956564,0.007363326488956564,0.006661151490739911,0.00023701484621670548,6.910758363655146e-08
h001_k5_removed,0.0,108,1.08,-0.007633921970640707,0.007633921970640707,0.007874267742540667,0.00027961027724504725,9.6211153447441e-08
h001_k5_removed,0.0,109,1.09,0.008170119555842188,0.008170119555842188,0.010186821531825157,0.0003464165675453961,1.476421955914839e-07
h001_k5_removed,0.0,110,1.1,-0.008346334674056639,0.008346334674056639,0.00970786589950362,0.0003796866891635016,1.775858044661061e-07
h001_k5_removed,0.0,111,1.11,0.008941754462509556,0.008941754462509556,0.011409817149038071,0.00041154586790309784,2.085267101045701e-07
h001_k5_removed,0.0,112,1.12,-0.009182193543027444,0.009182193543027444,0.008706294550184393,0.00037748685791513976,1.7566707260203222e-07
h001_k5_removed,0.0,113,1.1300000000000001,0.009786336102706846,0.009786336102706846,0.008374624903162466,0.0003106863673836067,1.1884708811302112e-07
h001_k5_removed,0.0,114,1.1400000000000001,-0.01016937085630912,0.01016937085630912,0.00828874443606822,0.0003196512509485307,1.2583895512473488e-07
h001_k5_removed,0.0,115,1.1500000000000001,0.010846309414520815,0.010846309414520815,0.010681335797673205,0.00037000935962884827,1.6848747758058624e-07
h001_k5_removed,0.0,116,1.16,-0.011151661108828162,0.011151661108828162,0.010663220678522838,0.0004219121869672498,2.1933576051348742e-07
h001_k5_removed,0.0,117,1.17,0.011900824982885786,0.011900824982885786,0.012827009200232041,0.000465580105142987,2.6694985710984805e-07
h001_k5_removed,0.0,118,1.18,-0.012075054899607146,0.012075054899607146,0.013475753153204218,0.0005544923102679519,3.7914490158082117e-07
h001_k5_removed,0.0,119,1.19,0.01293078959591624,0.01293078959591624,0.014707838102125738,0.0005764472818204678,4.096384900331264e-07
h001_k5_removed,0.0,120,1.2,-0.013061860520358473,0.013061860520358473,0.01441482172299956,0.0006283752419306403,4.873352247357807e-07
h001_k5_removed,0.0,121,1.21,0.013966015944010503,0.013966015944010503,0.013697059665236697,0.0005715286314051769,4.0293980552403913e-07
h001_k5_removed,0.0,122,1.22,-0.014078868074338165,0.014078868074338165,0.0161925217002123,0.0006767377157959695,5.65159887064601e-07
h001_k5_removed,0.0,123,1.23,0.015058030942367264,0.015058030942367264,0.016490917017950153,0.0006894127521395647,5.864996640013574e-07
h001_k5_removed,0.0,124,1.24,-0.01485735869375858,0.01485735869375858,0.019242887740484355,0.0008475818219808443,8.873684614671546e-07
h001_k5_removed,0.0,125,1.25,0.015906358040219976,0.015906358040219976,0.019524978101396348,0.0008762359637980622,9.48656011180841e-07
h001_k5_removed,0.0,126,1.26,-0.015698825614358192,0.015698825614358192,0.018612084690232088,0.0009310534748628706,1.0724952509499587e-06
h001_k5_removed,0.0,127,1.27,0.01678918032321776,0.01678918032321776,0.016990926666732287,0.000811428478717133,8.141110405196746e-07
h001_k5_removed,0.0,128,1.28,-0.01679737956686756,0.01679737956686756,0.01834051312563025,0.0008690731667955042,9.339508652826408e-07
h001_k5_removed,0.0,129,1.29,0.017937859071883822,0.017937859071883822,0.01888021969202582,0.0008559275454493585,9.053984208166931e-07
h001_k5_removed,0.0,130,1.3,-0.01769232944201618,0.01769232944201618,0.020636408400730756,0.0009958042208230403,1.2266407524681492e-06
h001_k5_removed,0.0,131,1.31,0.018867783385342795,0.018867783385342795,0.021671968104847682,0.001009691359667547,1.2608880637212978e-06
h001_k5_removed,0.0,132,1.32,-0.01814924592758982,0.01814924592758982,0.02340161758537231,0.001222394926854256,1.850955207465578e-06
h001_k5_removed,0.0,133,1.33,0.01939406305625465,0.01939406305625465,0.024833713985071698,0.001237624336101129,1.8973040275095104e-06
h001_k5_removed,0.0,134,1.34,-0.018378786440701234,0.018378786440701234,0.023497022883523178,0.0013928129958476327,2.4078364217042104e-06
h001_k5_removed,0.0,135,1.35,0.019621694042015286,0.019621694042015286,0.02439825315287491,0.0012989897479839076,2.0928026943992968e-06
h001_k5_removed,0.0,136,1.36,-0.01840968965745224,0.01840968965745224,0.024743820550589782,0.001481641882818351,2.726195743631975e-06
h001_k5_removed,0.0,137,1.37,0.01962348135559099,0.01962348135559099,0.025978729975116053,0.0014109203874910574,2.4705069837762226e-06
h001_k5_removed,0.0,138,1.3800000000000001,-0.017590843581196735,0.017590843581196735,0.028196458764690575,0.001726386352508365,3.7044361924196507e-06
h001_k5_removed,0.0,139,1.3900000000000001,0.018701196063834524,0.018701196063834524,0.028945549355048658,0.0016985167735261888,3.586467104238434e-06
h001_k5_removed,0.0,140,1.4000000000000001,-0.01644399639482562,0.01644399639482562,0.026900003253936794,0.0018859696458171354,4.4312626764319715e-06
h001_k5_removed,0.0,141,1.41,0.01754521945021742,0.01754521945021742,0.026025022010813515,0.0016548255865437348,3.4091414809846133e-06
h001_k5_removed,0.0,142,1.42,-0.015613697383796962,0.015613697383796962,0.025872661847147198,0.001756509883170632,3.842541890353243e-06
h001_k5_removed,0.0,143,1.43,0.016654296182184277,0.016654296182184277,0.026511894288990423,0.0016092841839961472,3.2214447456526043e-06
h001_k5_removed,0.0,144,1.44,-0.014346303677669134,0.014346303677669134,0.02733490897964741,0.0017847064135984526,3.9647731426002235e-06
h001_k5_removed,0.0,145,1.45,0.015266986809563904,0.015266986809563904,0.02755743425637307,0.0016920544594408466,3.5619875428433673e-06
h001_k5_removed,0.0,146,1.46,-0.012239872944284701,0.012239872944284701,0.029546318734458784,0.0019406251315810096,4.689921272103336e-06
h001_k5_removed,0.0,147,1.47,0.013088831472322576,0.013088831472322576,0.02883476657442876,0.0018645407478283867,4.330044562645024e-06
h001_k5_removed,0.0,148,1.48,-0.0098880017112234,0.0098880017112234,0.027684903094973935,0.0019720068978736987,4.849543649825317e-06
h001_k5_removed,0.0,149,1.49,0.010673369747487619,0.010673369747487619,0.027006783687672828,0.0017931801414020113,4.006757257050814e-06
h001_k5_removed,0.0,150,1.5,-0.007628844966535139,0.007628844966535139,0.025823471820822435,0.0018115518781286126,4.090758454655578e-06
h001_k5_removed,0.0,151,1.51,0.0083472542233228,0.0083472542233228,0.025836457890489987,0.001633586025379161,3.321749111181772e-06
h001_k5_removed,0.0,152,1.52,-0.004599196150100525,0.004599196150100525,0.02715338734185562,0.00176846705667318,3.893434711641363e-06
h001_k5_removed,0.0,153,1.53,0.005219813124670803,0.005219813124670803,0.02606456480259251,0.0016304214131256669,3.307487219536461e-06
h001_k5_removed,0.0,154,1.54,-0.0016717494446351522,0.0016717494446351522,0.023113403581316003,0.0015886949505821474,3.142617595340485e-06
h001_k5_removed,0.0,155,1.55,0.0023358158853130115,0.0023358158853130115,0.020386844168263207,0.0012684688375994549,2.0001854003470174e-06
h001_k5_removed,0.0,156,1.56,0.0005402876780901955,0.0005402876780901955,0.018776592926152483,0.0011584530837812485,1.6667497243408037e-06
h001_k5_removed,0.0,157,1.57,1.4618354173574679e-05,1.4618354173574679e-05,0.017563078874860673,0.0009241000556761798,1.0581166619436572e-06
h001_k5_removed,0.0,158,1.58,0.0028688436452571696,0.0028688436452571696,0.01637092272992816,0.0008864015054984744,9.730985994981227e-07
h001_k5_removed,0.0,159,1.59,-0.0024368321703824754,0.0024368321703824754,0.015350199402183526,0.0007154086469706383,6.327002256437236e-07
h001_k5_removed,0.0,160,1.6,0.005759393496215622,0.005759393496215622,0.015636587423185626,0.0007562118739944379,7.069077192702269e-07
h001_k5_removed,0.0,161,1.61,-0.005369755571924325,0.005369755571924325,0.012702201934566757,0.0005727087021796274,4.0503716353625387e-07
h001_k5_removed,0.0,162,1.62,0.008555635218349185,0.008555635218349185,0.011012448584788921,0.0005213914375095283,3.356825953254976e-07
h001_k5_removed,0.0,163,1.6300000000000001,-0.008335672873935126,0.008335672873935126,0.0073464838378040085,0.000320926248083399,1.270071904400347e-07
h001_k5_removed,0.0,164,1.6400000000000001,0.010982644556802517,0.010982644556802517,0.00456376636392809,0.00021597622595586043,5.7501460898851995e-08
