label,h,kappa,epsilon,cell,time,hp_edge,hp_ahead_max,hp_ahead_energy,relL2,peak,l2sq,mass
h001_k5_epscrit,0.01,5,0.36866,0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,8.377580409572788,8.377580407384373
h001_k5_epscrit,0.01,5,0.36866,1,0.01,0.005831157619674066,0.00014637252940877198,2.5654236615244295e-08,3.905030529525645e-08,1.3333333333323405,8.377580409559883,8.377580407384372
h001_k5_epscrit,0.01,5,0.36866,2,0.02,0.0013734612836970074,9.799607324664118e-05,1.222591320316366e-08,1.861504205188925e-08,1.3333333333308381,8.377580409546947,8.377580407384373
h001_k5_epscrit,0.01,5,0.36866,3,0.03,0.004133123240847507,0.00011678645372464633,1.6646055235384527e-08,2.8669749490815462e-08,1.333333333329287,8.377580409533998,8.377580407384368
h001_k5_epscrit,0.01,5,0.36866,4,0.04,0.0022866390369116474,0.0001062296673596124,1.4022293885002732e-08,2.0987554043056854e-08,1.3333333333277433,8.377580409521029,8.377580407384368
h001_k5_epscrit,0.01,5,0.36866,5,0.05,0.003463926718885948,0.00011415871213027073,1.6026603686693297e-08,2.533168771057688e-08,1.3333333333249708,8.377580409508054,8.377580407384372
h001_k5_epscrit,0.01,5,0.36866,6,0.06,0.0027088553021413922,0.0001085578381157526,1.4590344818832976e-08,2.2188968409714334e-08,1.333333333292137,8.37758040949505,8.37758040738437
h001_k5_epscrit,0.01,5,0.36866,7,0.07,0.003193512385226424,0.00011224801238235931,1.5524996616899363e-08,2.40676714170058e-08,1.3333333331326769,8.377580409482041,8.377580407384372
h001_k5_epscrit,0.01,5,0.36866,8,0.08,0.0028817678071977083,0.00010993328559894265,1.4937959824686357e-08,2.2767753916765695e-08,1.3333333331493118,8.377580409469003,8.377580407384372
h001_k5_epscrit,0.01,5,0.36866,9,0.09,0.003082004214502557,0.00011139620846470016,1.5307154532162616e-08,2.3556995909104506e-08,1.333333333222202,8.377580409455941,8.377580407384366
h001_k5_epscrit,0.01,5,0.36866,10,0.1,0.0029524379553327296,0.00011045172648421087,1.5067892927120275e-08,2.302385660120066e-08,1.3333333331456996,8.377580409442869,8.377580407384366
h001_k5_epscrit,0.01,5,0.36866,11,0.11,0.003018089875456389,0.00011072803274365993,1.5132346638427993e-08,2.3286812738619826e-08,1.3333333331441826,8.377580409429784,8.377580407384368
h001_k5_epscrit,0.01,5,0.36866,12,0.12,0.0027676707036270566,0.0001065196025424705,1.4026656674316807e-08,2.265737090572636e-08,1.3333333331998376,8.377580409416671,8.377580407384364
